ckey,date,priceTypeID,bind_hours,max_sp,sp_sum
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-06-06,1,7,28.253999710083008,83.39200037717819
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-06-07,1,7,28.05900001525879,60.51099967956543
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-06-30,1,2,17.10099983215332,31.526000022888184
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-01,1,5,15.008000373840332,27.061000168323517
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-04,1,2,6.3470001220703125,7.241000115871429
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-05,1,7,22.524999618530273,100.03199982643127
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-06,1,2,6.567999839782715,8.274999856948853
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-07,1,5,7.560999870300293,19.930999994277954
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-08,1,2,3.388000011444092,4.1859999895095825
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-10,1,3,1.6920000314712524,2.900000061839819
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-11,1,5,4.571000099182129,8.247000185656361
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-15,1,2,2.7339999675750732,3.045999974012375
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-16,1,6,9.657999992370605,14.590999945998192
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-17,1,9,28.82200050354004,99.33200030727312
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-18,1,6,15.267999649047852,41.832999378442764
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-19,1,10,7.960999965667725,33.90799982845783
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-20,1,4,10.998000144958496,29.58299970626831
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-21,1,5,4.855000019073486,10.193999961018562
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-22,1,6,7.769000053405762,18.235000014305115
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-23,1,2,2.7679998874664307,2.968999892473221
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-24,1,7,24.915000915527344,47.398000955581665
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-25,1,2,5.745999813079834,7.994999885559082
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-26,1,5,2.3980000019073486,7.77700001001358
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-27,1,6,6.834000110626221,21.836999878287315
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-28,1,3,2.009999990463257,2.5569999888539314
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-07-29,1,1,9.402999877929688,9.402999877929688
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-02,1,9,14.576000213623047,40.475000619888306
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-06,1,1,6.915999889373779,6.915999889373779
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-07,1,7,11.159000396728516,21.1690004914999
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-09,1,8,10.744999885559082,56.180000483989716
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-10,1,1,2.759999990463257,2.759999990463257
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-15,1,4,6.205999851226807,11.006999850273132
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-16,1,3,2.318000078201294,4.822000086307526
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-17,1,1,0.2290000021457672,0.2290000021457672
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-08-23,1,2,1.0390000343322754,1.3680000305175781
ABNTHWST:138KV-ABNTHWST:138.1KV|SOAKNIC8,2025-07-28,1,3,67.49099731445312,139.15499782562256
ABNTHWST:138KV-ABNTHWST:138.1KV|SOAKNIC8,2025-07-29,1,1,35.249000549316406,35.249000549316406
ABNTHWST:138KV-ABNTHWST:138.1KV|SOAKNIC8,2025-07-30,1,1,22.600000381469727,22.600000381469727
ABNTHWST:138KV-ABNTHWST:138.1KV|SOAKNIC8,2025-07-31,1,1,31.503999710083008,31.503999710083008
