From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Lim MVA,% of MVA Limit (Max),Labels All,,
1907,VENUS_N5,11885,EVRMNTIE3_5,1,Closed,Line,NO,-302,1572.8,19.2,61_B,0cab89d6-83d6-43d9-a76a-d92c0e21e329,546171
1907,VENUS_N5,11902,BRITTNRD2_5,1,Closed,Line,NO,187.1,1912.2,9.8,320_E,503685,c7a79c0c-b5bd-42d0-9795-53d0ffdf620b
1907,VENUS_N5,24041,VENSW1_1,1,Closed,Transformer,YES,57.8,140,41.3,VENSWMR1H,162739ea-2ae8-4f77-be2f-10b9aadf437a,61378
1907,VENUS_N5,24117,VENSW3_1,3,Closed,Transformer,YES,360.6,695,51.9,VENSWMR3H,279401,3ab5be77-5a65-4bb3-965e-178a64f9036e
1907,VENUS_N5,68090,SAMSW,1,Closed,Line,NO,-93.7,1031,9.1,35055_A,100866,41c69b01-4417-413a-8ae5-cd2dc5415ebb
1907,VENUS_N5,68091,NAVARRO,1,Closed,Line,NO,484.3,1031,47,35040_A,68207,8e729407-fcfb-4ed2-8887-e1e2a967ccfd
1908,VENUS3_8,2303,KEMPRNCH_8,1,Closed,Line,NO,360.6,764.9,47.1,777_A,411664,5954b06e-9afe-4982-97e9-68cc0a6beeb4
1908,VENUS3_8,24117,VENSW3_1,3,Closed,Transformer,YES,-360.6,695,51.9,VENSWMR3L,279402,4b61efac-f838-497d-9279-6e6ed8437199
1909,VENUS1_8,2302,COTTONWD2_8,1,Closed,Line,NO,57.8,206,28.1,770_A,1198,1639ce62-ca6b-46c0-9bcb-84c2e11bb3a1
1909,VENUS1_8,24041,VENSW1_1,1,Closed,Transformer,YES,-57.8,140,41.3,VENSWMR1L,61498,c08be30e-4a54-487d-91b2-2a077f2b1d6d
1910,VENUS2_8,2301,COTTONWD1_8,1,Closed,Line,NO,35.4,206,17.2,775_A,1200,2daf3e4c-e511-4729-b427-0e6e79db336f
1910,VENUS2_8,24042,VENSW2_1,2,Closed,Transformer,YES,-35.4,120,29.5,VENSWMR2L,61835,6ba28e14-ee68-411b-90ce-b7759753c1a8
1911,WEBB1_5,1929,CENTURY1_5,1,Closed,Line,NO,59.9,1031,5.8,320_A,374,9a3edd9a-91fc-4227-a82d-c17f5f352c1f
1911,WEBB1_5,11902,BRITTNRD2_5,1,Closed,Line,NO,-117.5,1912.2,6.1,320_D,503686,920d37b0-2953-41fc-8d99-74f232c5b3f3
1912,MAYFLDN_T8,2265,GP_WEST1_8,1,Closed,Line,NO,34.7,516.3,6.7,1310_H,23e1b169-6c77-425d-8e7d-7fd55a15c68d,3108
1912,MAYFLDN_T8,2422,CHILSW_N8,1,Closed,Line,NO,-76.4,607,12.6,1310_D,3105,ed5402c1-c0a5-4b07-ad85-76dc90dfd857
1912,MAYFLDN_T8,11912,MAYFLDW_T8,1,Closed,Line,NO,41.7,206,20.2,1310_I,3543,8f0d931d-1803-4f52-9b74-c8d9c534b7c2
1913,MAYFLDN_8,1914,MAYFLDS_8,1,Open,Line,NO,0,478,0,194797,42ca1445-9c08-419d-9eac-d425e5e4755c,
1913,MAYFLDN_8,2312,TRAILWD_8,1,Closed,Line,NO,-23.3,206,11.3,1875_B,2544,fd9d274f-9a71-4a3d-8e59-baae7ed81d62
1914,MAYFLDS_8,11912,MAYFLDW_T8,1,Closed,Line,NO,-41.7,206,20.2,1310_J,432032ca-5493-4b6f-8d37-aabbbfc99175,4931
1916,LIGGETTA2_5,1927,LIGGETT_2T5,1,Closed,Line,NO,114.7,1912,6,114349,d08820a4-4379-452c-ba59-53dc977c357e,
1916,LIGGETTA2_5,1928,LIGGETT_3T5,1,Closed,Line,NO,278.4,1912,14.6,114811,6851066a-6bc4-4000-8df2-abc3634760db,
1916,LIGGETTA2_5,11904,ENDEAVOR_5,1,Closed,Line,NO,-393.1,1568,25.1,529_B,700397,d6944cd9-3c16-462d-a81c-a98f1fe5a504
1918,SHRYAUTO1_5,1929,CENTURY1_5,1,Closed,Line,NO,6.4,1031,0.6,320_C,329960,4b28c0d8-4216-4460-a56e-b0611f479980
1918,SHRYAUTO1_5,1934,SHRYAUTO2_5,1,Closed,Line,NO,-241.8,1793,13.5,115285,37e056e3-793b-4c33-b3ac-e151b605e1c2,
1918,SHRYAUTO1_5,24036,SHRSW1_1,1,Closed,Transformer,YES,235.5,545,43.2,SHRSWMR1H,07bf9d1c-9463-42ff-81e5-a555675992f2,148323
1919,SHRY_A8,1920,SHRY_B8,A2,Open,Line,NO,0,717,0,115287,83f770ac-2bf8-46d8-a82f-0040f9824f96,
1919,SHRY_A8,2138,GRT_SW2_8,1,Closed,Line,NO,79.9,607,13.2,6436_C,705,789cacb8-4a8e-4b01-a989-9397fe2344e0
1919,SHRY_A8,2251,ARLGTON1_8,1,Closed,Line,NO,-30.9,607.4,5.1,6410_B,870,e19e7ed7-63d0-4be4-8fb4-f1ce32c8118b
1919,SHRY_A8,2257,PARKROW1_8,1,Closed,Line,NO,138.5,314.6,44,6200_D,2205,77e02bc9-5bdc-4cb0-b88c-4e68d43cbdf8
1919,SHRY_A8,24037,SHRSW2_1,2,Closed,Transformer,YES,-205.1,700,29.3,SHRSWMR2L,154845,e0469bbb-c00d-43e2-b066-e0c254907c0b
1920,SHRY_B8,1919,SHRY_A8,A1,Open,Line,NO,0,9999,0,193964,9088082e-5f4a-4b99-86d6-8269675ff2b1,
1920,SHRY_B8,2140,GEN_MOT2_8,1,Closed,Line,NO,168.4,607,27.7,1331_C,3115,f9c98ad0-3ea2-4d18-bd69-d08c1bdf7a62
1920,SHRY_B8,2252,ARLGTON2_8,1,Closed,Line,NO,-78.5,607.4,12.9,6415_B,7293f021-c88b-4944-8637-5d5d5ba394e5,864
1920,SHRY_B8,2258,PARKROW2_8,1,Closed,Line,NO,130.7,315,41.5,6325_C,1609,837a6b93-1196-4a33-a2c1-1ecd591949ed
1920,SHRY_B8,24036,SHRSW1_1,1,Closed,Transformer,YES,-235.5,545,43.2,SHRSWMR1L,153621,6bbd0645-550c-4216-8256-99787e9915b0
1921,LIGGETTA1_5,1926,LIGGETT_1T5,1,Closed,Line,NO,268.6,1912,14,114820,a397fe1e-a362-4b76-9993-07a9c6e83e8d,
1921,LIGGETTA1_5,1927,LIGGETT_2T5,1,Closed,Line,NO,114.1,1912,6,114814,87e0670e-de86-4e50-8f2e-db26fe6963f5,
1922,LIGGETT_N8,1923,LIGGETTA1_8,1,Closed,Line,NO,-259.3,765,33.9,114817,1a7c3dda-435d-41bd-9e30-71e7522512b4,
1922,LIGGETT_N8,1924,LIGGETT_S8,A1,Open,Line,NO,0,9999,0,0e146344-9aaf-4198-9961-66f7e4adc00a,196951,
1922,LIGGETT_N8,1925,LIGGETTA2_8,1,Open,Line,NO,0,717,0,114503,57e5f8cb-516a-4c1a-b4ef-d89f42dcf151,
1922,LIGGETT_N8,2055,IRVGRNT1_8,3,Closed,Line,NO,49,389.8,12.6,725_B,4508,6471e770-ab25-40e9-bddb-106d2e446653
1922,LIGGETT_N8,2063,ESTELLE_8,1,Open,Line,NO,0,482.3,0,1050_H,748095,754c665f-f7f6-4ccb-8c13-b9be43743c04
1922,LIGGETT_N8,2124,INT_AIR1_8,1,Closed,Line,NO,-41,486,8.4,1330_G,28d8699a-40d3-431b-ada0-e16aeed40aa3,3111
1922,LIGGETT_N8,2271,IRVHUNT1_T8,1,Closed,Line,NO,81.3,607,13.4,1310_B,2860,3e448a52-3527-4a1a-ba31-7d1a347539ec
1922,LIGGETT_N8,11922,LIGSWSR1_8,1,Open,Line,NO,0,9999,0,194652,929de5e5-013d-4b22-a493-65b13aba209d,
1922,LIGGETT_N8,11923,LIGSWSR2_8,1,Closed,Line,NO,48.9,478,10.2,SR89251,281772,eb9aacfd-ea09-46a8-a9a5-ff1003a49965
1922,LIGGETT_N8,15001,DFW_EE2_8,1,Closed,Line,NO,73.1,478,15.3,1050_B,12ed7599-8792-45d6-a3bb-b9174218e208,754
1923,LIGGETTA1_8,1924,LIGGETT_S8,1,Open,Line,NO,0,765,0,117707,edabdff6-f5b2-42ad-9ade-041855c214d4,
1923,LIGGETTA1_8,24030,LIGSW1_1,1,Closed,Transformer,YES,-259.3,700,37,LIGSWMR1L,130026,dfd0d7ab-661c-4604-b007-db3b8c3dfaa2
1924,LIGGETT_S8,1922,LIGGETT_N8,1,Open,Line,NO,0,287,0,198406,4bd2d695-26eb-4af7-9201-d20af3f186e8,
1924,LIGGETT_S8,1925,LIGGETTA2_8,1,Closed,Line,NO,-228.8,717,31.9,114816,4ab87d9b-b286-4604-98ec-39d6388baa08,
1924,LIGGETT_S8,2006,IRVVALVW_8,1,Closed,Line,NO,123.4,482.3,25.6,1040_B,176,3396f62f-0807-440a-adeb-840138740cd4
1924,LIGGETT_S8,2053,IRVBELT2_T8,1,Closed,Line,NO,68.4,389.8,17.6,730_D,2736,e071ee6a-31d8-46a8-8007-d1b0a705e92d
1924,LIGGETT_S8,2125,INT_AIR2_8,1,Closed,Line,NO,-37.2,486,7.7,1320_F,2315,a437df70-1793-4b3d-8dad-192624880554
1924,LIGGETT_S8,11924,LIGSWSR3_8,1,Open,Line,NO,0,9999,0,196023,a0111b9a-4cc2-4903-b37f-4f6d447f1988,
1924,LIGGETT_S8,11925,LIGSWSR4_8,1,Closed,Line,NO,58.2,478,12.2,SR89201,0c4b3c2f-fc12-42da-8b17-5edd77c82442,281856
1925,LIGGETTA2_8,24031,LIGSW2_1,2,Closed,Transformer,YES,-228.8,646,35.4,LIGSWMR2L,140389,680a922d-b656-444b-9955-37611d4d2bf4
1926,LIGGETT_1T5,1928,LIGGETT_3T5,1,Closed,Line,NO,9.3,1912,0.5,117712,af257f8e-fd5e-47ff-8acf-442d2009ae18,
1926,LIGGETT_1T5,24030,LIGSW1_1,1,Closed,Transformer,YES,259.3,700,37,LIGSWMR1H,128215,e2f96298-337f-40a3-abbc-cce08793f709
1927,LIGGETT_2T5,24031,LIGSW2_1,2,Closed,Transformer,YES,228.8,646,35.4,LIGSWMR2H,0a7e97e9-6d01-498c-8b13-9614a166a45c,139318
1928,LIGGETT_3T5,2406,NORWD1_5,1,Closed,Line,NO,287.7,1290.7,22.3,310_A,1339,d94a847f-c1d3-4522-8521-172ee56d0d12
1929,CENTURY1_5,1930,CENTURY3_5,1,Open,Line,NO,0,956,0,198896,ab524515-aa4c-4b5c-834d-07620fd8d5b7,
1930,CENTURY3_5,1932,KENNDALE1_5,1,Closed,Line,NO,-517.5,1290.7,40.1,160_A,1318,3e0963f1-3a34-4503-9bb1-4ea1a1f759aa
1930,CENTURY3_5,1934,SHRYAUTO2_5,1,Closed,Line,NO,446.9,1031,43.3,160_B,1319,83f234b1-19b6-4678-84bd-cff63eed07ec
1931,COURTLND1_5,2420,CHILSW1_5,1,Closed,Line,NO,584.2,1572,37.2,6020_A,1848,42a07281-0a18-474d-9e18-baf2e5b42373
1931,COURTLND1_5,11886,TIMBERVW_5,1,Closed,Line,NO,-726.7,1572.8,46.2,6020_B,36244672-daaa-4201-8e6f-f35868e673d3,551740
1932,KENNDALE1_5,11886,TIMBERVW_5,1,Closed,Line,NO,-517.5,1572.8,32.9,160_D,4e067502-9adc-46ab-9db2-cab4b32b9cd3,551739
1933,KENNEDALE_8,2208,MANSFLD_8,1,Closed,Line,NO,77.2,516.3,14.9,790_E,430438,e6226743-fd51-417d-a9ea-c3e34b4b1cfe
1934,SHRYAUTO2_5,24037,SHRSW2_1,2,Closed,Transformer,YES,205.1,700,29.3,SHRSWMR2H,153623,24b6d07f-4c40-4d99-ae02-31b466803487
1935,SYCMRCRK1_5,11886,TIMBERVW_5,1,Closed,Line,NO,456,1031,44.2,6000_C,43216cfc-18fb-433c-802c-4f70679bec52,535595
1936,MDLTHELP_5,1939,MDLTHELP_S5,1,Closed,Line,NO,370.5,9999,3.7,114138,6b7ce866-ed01-4d16-bfe5-1845de859cda,
1936,MDLTHELP_5,1940,MDLTHELP_N5,1,Open,Line,NO,0,9999,0,114136,761c4841-3dd6-49ca-b594-2eda04df7401,
1936,MDLTHELP_5,150155,MDANP_CT5,5,Closed,Transformer,YES,0,350,0,MDANPFMR5,279865,b0dd49b7-0f37-44eb-b14b-98cfa438d27a
1936,MDLTHELP_5,150156,MDANP_CT6,6,Closed,Transformer,YES,0,350,0,MDANPFMR6,280052,d5cb4f05-e4f9-45e2-afcc-d6d7e4c9e17f
1939,MDLTHELP_S5,1940,MDLTHELP_N5,A1,Open,Line,NO,0,9999,0,111875,43844a71-91bd-4413-bd3d-de453f487f1f,
1939,MDLTHELP_S5,150151,MDANP_CT1,1,Closed,Transformer,YES,0,350,0,MDANPFMR1,279023,57976769-7d5e-49b4-ad38-80fb7925b138
1939,MDLTHELP_S5,150152,MDANP_CT2,2,Closed,Transformer,YES,0,350,0,MDANPFMR2,280254,7bc4e247-6c66-46bc-aa84-ff46d1ca424e
1940,MDLTHELP_N5,150153,MDANP_CT3,3,Closed,Transformer,YES,0,330,0,MDANPFMR3,280419,3958d079-96f6-40c3-bb1e-91b2e884fb99
1940,MDLTHELP_N5,150154,MDANP_CT4,4,Closed,Transformer,YES,0,330,0,MDANPFMR4,280283,8d822ea7-53c2-4d5e-b070-410726089c5c
1950,HANDLEYC_8,1951,HANDLEYD_8,3,Closed,Line,NO,76.6,9999,0.8,194865,8539b5de-0397-437d-bf51-1b401b742d8d,
1950,HANDLEYC_8,1951,HANDLEYD_8,A1,Open,Line,NO,0,9999,0,483740,bd03e749-813f-4995-acad-3e588e97720e,
1950,HANDLEYC_8,2104,RANDL_E_T8,1,Closed,Line,NO,114,472,24.2,6400_C,3694,f4c11a39-9bb2-4f36-8d50-b8934344793c
1950,HANDLEYC_8,2110,WHITE2_T8,1,Closed,Line,NO,100,363,27.5,6435_J,710,b6328b5a-09c2-44a2-b8be-1f158b396f47
1950,HANDLEYC_8,2167,AYERS1_8,1,Closed,Line,NO,78.1,294,26.6,6390_A,1799,3a262682-eda9-4e18-9c40-e89309f55329
1950,HANDLEYC_8,2219,BWN_TAT_T8,1,Closed,Line,NO,79.2,474.7,16.7,6300_D,2262,b954a695-e76b-4f2b-81df-4d353629c221
1950,HANDLEYC_8,2245,LAKEWD1_8,1,Closed,Line,NO,102.6,607,16.9,6410_D,78221705-706a-4171-a674-4d440395293a,872
1950,HANDLEYC_8,11951,ROSEDALE2_8,1,Closed,Line,NO,71.9,390,18.4,6280_A,621287,67398df8-fef6-42f4-b7d4-5958bc1bbe25
1950,HANDLEYC_8,24075,HLSES1_1,1,Open,Transformer,YES,0,143,0,HLSESMR1H,279306,c32d25ad-704e-46fb-9746-91d933e5a958
1950,HANDLEYC_8,150051,HLSES_UNIT3,1,Closed,Transformer,YES,0,515.2,0,HLSESFMR3,025f8a8e-93ae-4b0b-a332-61f7d260e52d,279309
1950,HANDLEYC_8,150053,HLSES_UNIT5,3,Closed,Transformer,YES,0,500,0,HLSESFMR5,280101,ec991abd-aedc-4b3a-9202-2c396bb79417
1951,HANDLEYD_8,2103,RANDL_W_T8,1,Closed,Line,NO,91.9,318,28.9,6405_C,77b71b46-df3d-4e99-b400-77133a8f5d63,857
1951,HANDLEYD_8,2169,EPDC_STH_8,1,Closed,Line,NO,10.1,206,4.9,6395_A,4415,577cd959-2245-407b-967c-343baeeaa07f
1951,HANDLEYD_8,2220,TATE_W_T8,1,Closed,Line,NO,23.9,474.7,5,6310_B,1485,29ff8f9d-bbed-4ed0-9f02-698088d8ce25
1951,HANDLEYD_8,2252,ARLGTON2_8,1,Closed,Line,NO,105.4,607.4,17.4,6415_C,078275ab-73e5-4107-9eaf-038d347d427f,865
1951,HANDLEYD_8,12110,WHITETAP2_T8,1,Closed,Line,NO,170.3,363,46.9,1320_D,260,d32be34a-8db5-4cbe-8c0b-80d636ae3b24
1951,HANDLEYD_8,150052,HLSES_UNIT4,2,Closed,Transformer,YES,0,500,0,HLSESFMR4,280077,e01d801f-e5a4-4ed9-a712-3477ba89bb08
1952,HANDLEY_9,24075,HLSES1_1,1,Open,Transformer,YES,0,143,0,HLSESMR1L,16874afc-dbb5-446b-84de-332fd609a14f,279310
1953,WHITESTW1_8,2086,SANSOM2_8,1,Closed,Line,NO,-34.3,390,8.8,6190_C,343258,9f58916e-9f79-49f7-88be-1dc15fb0010d
1953,WHITESTW1_8,2087,WHILL1_8,1,Closed,Line,NO,13.8,389.8,3.5,6190_E,343170,b4dd0ac9-3854-47b3-a744-ffff633c2c87
1955,CALMONT1_8,2087,WHILL1_8,1,Closed,Line,NO,16.8,390,4.3,6190_A,07801023-14ac-49ca-b614-36b61a9268a1,1628
1955,CALMONT1_8,2088,WHILL2_8,1,Closed,Line,NO,-8.7,390,2.2,6185_A,01f5530e-1dab-4b1b-8895-40ce96009b06,2193
1955,CALMONT1_8,2152,CARSWELL1_8,1,Closed,Line,NO,142.1,318,44.7,6195_C,2199,878518a1-fceb-4552-a4a7-6149ccb9236e
1955,CALMONT1_8,24164,CALMONT2_1,2,Closed,Transformer,YES,20,122,16.4,CMTSWMR2H,754787,fc50b363-4c3b-4b44-9270-431d9c6b8b55
1956,CALMONT1_9,1955,CALMONT1_8,1,Closed,Transformer,YES,-4,100,4,CMTSWFMR1,279226,3dc4e870-6d4d-41d1-8f5e-757d1d4e0825
1956,CALMONT1_9,2089,WHTSTLMNT_9,1,Closed,Line,NO,4,77.4,5.2,2391_A,716,f6e3e2f3-ddf6-4f7c-99a5-41015c9668d7
1961,NMAIN1_8,2093,HERTG1_8,1,Closed,Line,NO,-20.9,390,5.4,6402_B,434830,57417b3e-22d1-4272-99fb-012b39bbd9cc
1961,NMAIN1_8,2108,PNTHRISL_8,1,Closed,Line,NO,56.3,390,14.4,6495_B,2239448c-79df-4733-9147-0ea87d1c5d17,434837
1961,NMAIN1_8,2170,EPDC_FRNK_8,1,Closed,Line,NO,15.1,206,7.3,6335_A,1493,81a6c729-5018-418d-a1e2-bdc7eb5efbea
1961,NMAIN1_8,3009,HERTG3_T8,1,Closed,Line,NO,-21.9,9999,0.2,195648,507beb19-199a-4a06-a68c-5d8f43eb6608,
1961,NMAIN1_8,900350,PNTHRISL_8,2,Closed,Line,NO,-28.5,390,7.3,6400_K,438752,7c2de2fc-1903-4233-b54e-826eb5921817
1962,ALCON1_8,1963,ALCON2_8,1,Open,Line,NO,0,124,0,1ad4f280-1608-4374-85ba-c0c366ebea8b,204583,
1962,ALCON1_8,2194,ALCON1_T8,1,Closed,Line,NO,-0.9,120,0.7,6116_E,c52eb818-6bea-4b60-ac67-73ccc4792c37,
1963,ALCON2_8,2195,ALCON2_T8,1,Closed,Line,NO,-0.9,120,0.7,6121_E,2154,65604ac4-6bd2-4bf4-956d-960d304620c4
1969,MARRS_8,2084,DEVITT_8,1,Closed,Line,NO,65.6,206.3,31.8,6293_C,7e1b7c8e-4ee2-4c10-b572-df02f5d6abb8,846406
1969,MARRS_8,2194,ALCON1_T8,1,Closed,Line,NO,-15.9,390,4.1,6116_F,2383322f-7826-41af-a4df-c0d7d05eaa6d,365472
1969,MARRS_8,2195,ALCON2_T8,1,Closed,Line,NO,-14.5,390,3.7,6121_F,364970,5d39bee7-74fd-4d11-a29c-a29c43638e7b
1969,MARRS_8,2209,BURLESON_8,1,Closed,Line,NO,103.3,390,26.5,793_A,504315,ee394244-e5ca-4a4e-bae4-48f6885b0465
1969,MARRS_8,2211,ROLLHL1_T8,5,Closed,Line,NO,-43.1,607,7.1,6290_D,0b04d756-b4a1-4d1c-b855-328c7b598462,365536
1969,MARRS_8,11967,FRSTHIL1_8,1,Closed,Line,NO,17,607.4,2.8,6330_A,0ad75246-8a6d-4ecd-89b5-d4f54dad3a76,667340
1969,MARRS_8,11968,FRSTHIL2_8,6,Closed,Line,NO,30.4,390,7.8,6295_B,365526,c5ae137b-8b9b-4fbe-80e8-aa74875e779c
1970,HIGHL_E_P8,1974,HIGHL_W_P8,NO,Open,Line,NO,0,622,0,195774,93523298-8e15-4aed-847e-c29a5be037c2,
1970,HIGHL_E_P8,37050,TNHIGHLNDS1,1,Closed,Line,NO,100.5,717,14,196290,3a3071e0-3069-4820-96d2-7b900ca89bc9,
1972,LEW_JNS_P8,37010,TNLAKEPNTE1,1,Closed,Line,NO,142.7,437,32.7,590_B,2517,bb63642d-96c0-4e7e-b507-465d8cf6f607
1972,LEW_JNS_P8,37030,TNJONES_ST1,1,Closed,Line,NO,-142.7,717,19.9,197614,fa22aa8b-2aa5-4c00-98e3-5ae2ddf844e6,
1972,LEW_JNS_P8,37031,TNJONES_ST2,1,Closed,Line,NO,0,717,0,LWVJS_ZBR1,335284,8c786b33-5534-4c83-bdfe-ba993f6681e7
1973,LEW_JNSW_P8,37030,TNJONES_ST1,1,Closed,Line,NO,177.8,717,24.8,194932,89d45e3c-2bda-431d-8cbf-393ff7654f67,
1973,LEW_JNSW_P8,37031,TNJONES_ST2,NO,Open,Line,NO,0,717,0,198655,7e273849-e1a1-40eb-a35d-e9019c33fdd4,
1974,HIGHL_W_P8,1984,ARGYLE1_8,1,Closed,Line,NO,-68.5,206,33.3,587_A,1b92e187-c6f3-4fb6-af2e-827ace071da5,2102
1974,HIGHL_W_P8,37050,TNHIGHLNDS1,1,Closed,Line,NO,68.5,287,23.9,195772,446a24b5-086d-4b1e-94e6-af18ea440765,
1975,WSMSW_T8,1976,WHTSETLMNT_8,1,Closed,Line,NO,0,390,0,6185_F,373950,ad401ade-40bb-45f1-99c2-936477ce1062
1975,WSMSW_T8,2085,SANSOM1_8,1,Closed,Line,NO,-30.2,389.8,7.7,6185_E,342635,6238f5a1-e513-4b50-8db5-477682f1b14f
1975,WSMSW_T8,2088,WHILL2_8,1,Closed,Line,NO,30.2,390,7.7,6185_C,2194,ade409a6-028d-420a-b88c-49f0e97c9d45
1976,WHTSETLMNT_8,24123,WHTSTLMNT1_8,1,Closed,Transformer,YES,0,98,0,WSMSWMR1H,373933,aacb43ac-74ec-49b4-a9a6-dc0fe73586b8
1978,WESTON1_8,1979,WESTON2_8,1,Open,Line,NO,0,9999,0,397765,d481d0f8-1c3e-4049-96b2-f23ae07b054d,
1978,WESTON1_8,2341,TRINITYFL_T8,1,Closed,Line,NO,-352.8,826.1,42.7,535_J,132007,44881873-0107-4212-b06d-ee9a2a35997e
1978,WESTON1_8,2529,MCKNY1_8,1,Closed,Line,NO,352.8,826.1,42.7,535_K,397732,a1705429-7bf7-4f18-8aad-0eccc9b0bfa2
1979,WESTON2_8,2544,CHAMBVLE_P8,1,Closed,Line,NO,-369.2,826.1,44.7,536_F,1773,b9d59b87-fffc-40a8-9d13-fe26aca03c13
1979,WESTON2_8,2625,BLOOMDALE_8,3,Closed,Line,NO,333.5,764.9,43.6,523763ce-d901-47ca-b0bd-b3fde52e3580,677992,
1980,WLFHOLW2_5,1981,WLFHOLW3_5,1,Closed,Line,NO,-215.6,9999,2.2,114515,c560c8fe-6e1a-4d5f-a8ca-30c91d7b60b1,
1980,WLFHOLW2_5,11879,WLFHOSTR,1,Closed,Line,NO,0,1072,0,WHILP_WEST1,3983,4cbfa7be-fc7e-4c47-9938-652d705a3703
1981,WLFHOLW3_5,1982,WLFHOLW4_5,1,Closed,Line,NO,-43.2,9999,0.4,0119888b-a9d7-439d-9b98-c0332b0247eb,114493,
1984,ARGYLE1_8,1985,CORINTH1_8,1,Closed,Line,NO,-53.5,307,17.4,570_A,0482587d-5f9a-492d-89c2-acf5d2dc3808,1480
1984,ARGYLE1_8,1986,KRUM_T8,1,Closed,Line,NO,-100.2,206.3,48.6,584_A,1481,a6bb96db-15e5-40fa-8a85-8e705a18fff6
1986,KRUM_T8,1987,KRUM_8,1,Closed,Line,NO,-76.3,206,37,583_E,4cc588a5-2f3c-4b04-b93b-24eb4913184a,856
1986,KRUM_T8,11989,GRAINBLT_8,1,Closed,Line,NO,-23.9,206.3,11.6,582_A,723786,ccaa0999-b514-41ab-81d5-31b394088098
1988,VALVIEW_8,11710,RAYROBRT_8,1,Closed,Line,NO,-65.5,206,31.8,581_A,457304,96e20be6-3d42-4da0-9428-4ef43854e3a1
1988,VALVIEW_8,11989,GRAINBLT_8,1,Closed,Line,NO,35,206.3,17,582_B,087aed9b-1d3d-43b6-a0e4-0eb0c8244582,723796
1991,BLAGGST1_8,1994,KRUGRVL1_8,1,Closed,Line,NO,109,607,18,820_G,408167,ad374b0d-553b-4add-a4b7-9375cdb3cd3c
1994,KRUGRVL1_8,33604,OKPNTSS1,1,Closed,Line,NO,73.4,345,21.3,OKPNTS_KRGRV1,3792,943b415c-40d6-45e1-a044-4fb2e2a40c22
1994,KRUGRVL1_8,33652,AUBREY2,1,Closed,Line,NO,0,166,0,ABR_KRGRV1,287,d3a92f7c-d618-4b5e-8b7e-aec227ad44bd
1994,KRUGRVL1_8,37120,TNKRUGRVLE1,1,Closed,Line,NO,23.9,211,11.3,KRG_KRG1,3422,ed698a26-468f-45c8-abd4-48febf52b04c
1996,ATMEL1_T8,2388,HACKBRY1_8,1,Closed,Line,NO,28.6,478,6,1140_E,1f016d77-6a1c-47a1-9e0c-d57b6dd6b29f,2647
1996,ATMEL1_T8,15045,DFW_CE1_8,1,Closed,Line,NO,-28.6,764.9,3.7,1140_D,2646,a49e4b98-a267-4d5b-b8c1-2e5581dacec0
1996,ATMEL1_T8,19966,SHRPD1_T8,1,Open,Line,NO,0,277,0,1140_G,710707,7f6c5bb5-cdb9-498e-8b0d-8519dd6d69da
1997,ATMEL2_T8,2388,HACKBRY1_8,8,Closed,Line,NO,-43,478,9,1150_A,2648,ba29b29f-ef5a-43fd-9889-25be6618f731
1997,ATMEL2_T8,15046,DFW_CE2_8,1,Closed,Line,NO,43,764.9,5.6,1150_F,2655,9e7d490f-0f5c-453b-a3bc-9389d8ab798e
1997,ATMEL2_T8,19977,SHRPD2_T8,1,Open,Line,NO,0,277,0,1150_J,710709,baf28641-33a3-4033-9b33-4d4c0a20c6f4
2001,IRVNORTH_8,2010,TRIGAS1_T8,1,Closed,Line,NO,-38.9,779.7,5,1150_G,2656,2bca7065-6772-40bc-9f7f-bdbb5fe685dd
2001,IRVNORTH_8,15021,DFW_DE1T2_8,1,Closed,Line,NO,-58.2,779.7,7.5,1150_C,2652,a5a55e96-ccfe-4c82-90df-ec4349e04c62
2002,IRVBELT1_T8,11925,LIGSWSR4_8,1,Closed,Line,NO,-58.2,482.3,12.1,1150_D,2653,dfa829e9-6ced-4bee-affa-a26d226ee738
2002,IRVBELT1_T8,15026,DFW_DE2T2_8,1,Closed,Line,NO,58.2,482.3,12.1,1150_E,2654,d4844bb2-fe04-4dbd-ba7f-4a6894930d63
2002,IRVBELT1_T8,20003,IRVBELT1_8,1,Closed,Line,NO,0,206,0,1150_B,2649,fe8c03e4-fc9e-4f5c-83ae-2e81797517b8
2004,IRVBELT2_8,2053,IRVBELT2_T8,1,Closed,Line,NO,-29.2,206,14.2,730_C,2063,eae1e3d3-b532-4ede-823b-9739111c4133
2004,IRVBELT2_8,20003,IRVBELT1_8,1,Open,Line,NO,0,9999,0,200833,7b2d62b2-dd49-4afc-a9aa-50c571aa2494,
2006,IRVVALVW_8,15000,DFW_EE1_8,1,Closed,Line,NO,63.9,474.7,13.5,1040_E,179,954bc752-7846-4b70-8976-cb952a03c27f
2009,DFW_SW_8,15001,DFW_EE2_8,1,Closed,Line,NO,-73.1,581,12.6,1050_C,639d1448-b3fd-4a08-a990-4489559d5274,755
2009,DFW_SW_8,15011,DFW_DW2_8,1,Closed,Line,NO,50.2,581,8.6,1050_D,756,c21bdebf-a897-44b9-bf5f-e29598203550
2010,TRIGAS1_T8,2011,TRIGAS_8,A1,Closed,Line,NO,0,9999,0,672134,bfb98d1b-2079-4381-a7c4-87f1a9f20ab7,
