From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Lim MVA,% of MVA Limit (Max),Labels All,,
8193,LYSSY4A,8913,KARNES4A,1,Closed,Line,NO,44.3,106,41.8,KARNES_LYSSY11,305295,be96048b-4a77-4e21-8a76-dee9ab24cb52
8194,MAGRUDER4A,8724,JAGUAR4A,1,Closed,Line,NO,-84.7,212,39.9,JAGUAR_MAGRUD1,733092,d3d7f04d-6c22-4e5f-9d61-e29fe91eaea4
8194,MAGRUDER4A,80031,MAGRUDER1A,1,Closed,Transformer,YES,103.6,200,51.8,MAGRUDERXF1H,830025,d639b313-e26c-4ddb-b6f6-50336de3e38e
8195,BEEK4A,8196,POESTA4A,1,Closed,Line,NO,-26.4,493,5.4,BEEK_POESTA11,3df2b864-82b9-4567-95fe-150e88be6cca,622420
8195,BEEK4A,8590,TULETA4A,1,Closed,Line,NO,26.3,493,5.3,BEEK_TULETA11,622421,f8b0e8ed-eaa7-4ba3-ab30-203bdf1e1857
8196,POESTA4A,88199,POESTA0B,1,Closed,Transformer,YES,34.6,130,26.6,POESTA138H,579070,e93a4ffa-4e5f-4ced-9081-93cf95b6e19b
8197,POESTA2A,8198,BEEVLLE2A,1,Closed,Line,NO,17.6,243,7.2,BEEVIL_POESTA21,1c55724a-dae4-4efc-b924-c54ac05ef5d5,578692
8197,POESTA2A,8199,BEEVLLE2B,1,Closed,Line,NO,8.9,61,14.6,BEEVIL_POESTA11,578694,cb6a9fbc-14e7-4ece-8f28-3c27b974186d
8197,POESTA2A,8629,BAEZ2A,1,Closed,Line,NO,43.6,247,17.7,BAEZ_POESTA11,619792,c96634fb-ebe7-4380-bc33-2acd89034325
8197,POESTA2A,8904,ERALIO2A,1,Closed,Line,NO,-18.8,247,7.6,ERALIO_POESTA11,578693,e36d10fd-4844-49c0-8860-4f95f0c506aa
8197,POESTA2A,88199,POESTA0B,1,Closed,Transformer,YES,-34.6,130,26.6,POESTA69L,579071,8189feb0-da24-40e8-bac6-41b84ae5d160
8198,BEEVLLE2A,8199,BEEVLLE2B,1,Closed,Line,NO,3.9,9999,0,331247,6dddf619-35cc-4a3e-9782-f2f3e6c1651c,
8200,PLEASANT2A,8207,PLEASANT2B,1,Closed,Line,NO,17.4,157,11.1,PLEASA_PLEASN11,329467,583f5508-ee20-4edd-8eb9-5d27e7af7253
8200,PLEASANT2A,8607,JOURDNTN2A,1,Closed,Line,NO,-17.4,142,12.3,JOURDN_PLEASN11,3782,f7ae3f79-5fd1-4ab1-9f38-01fb235f0fa2
8203,PLEASANT4A,8221,BIG_FOOT4A,1,Closed,Line,NO,-127.8,122,104.7,BIG_FO_PLEASA11,69693,f1c6ccb1-142f-42c3-b621-5e2fe7d8ee61
8203,PLEASANT4A,80491,LOXLEY4A,1,Closed,Line,NO,79,399,19.8,LOXLEY_PLEASA1,834893,83d3dca2-8f99-477c-be4f-6b511fa02d58
8206,CHARLOTT2A,8208,DILLEY22A,1,Closed,Line,NO,-34.6,51,67.8,CHARLO_DILLY11,0b0571a1-fc1d-491d-bba9-ad6a8a512466,4951
8206,CHARLOTT2A,8607,JOURDNTN2A,1,Closed,Line,NO,30.8,247,12.5,CHARLO_JOURDN11,3321,caffdb55-8ade-4088-bd45-95fc9e098933
8207,PLEASANT2B,8203,PLEASANT4A,1,Closed,Transformer,YES,17.4,90,19.4,PLEASANT69A1,279009,9c9d6d56-7d7c-4a0c-a0d9-636990439183
8208,DILLEY22A,8210,DILLEYSW2A,1,Closed,Line,NO,-65.8,78,84.4,DILLEY_DILLY11,4511,648a921b-e88c-4d15-afb6-a4d469c983b6
8208,DILLEY22A,8216,PEARSAL12A,1,Closed,Line,NO,25.2,38,66.3,DILLY_PEARSA11,2bc7c78c-2128-45fc-822c-eb51d03aa355,3973
8209,SHAKEPOI4A,8283,ASHERTON4A,1,Closed,Line,NO,146.8,267,55,ASHERT_SERDEV11,561296,6c0841fb-2b77-4f84-ab0c-b2ddaac3646b
8209,SHAKEPOI4A,162543,MCLNSLR_8,1,Closed,Line,NO,-146.8,265,55.4,MCLNSLR_TLINE1,01b67786-a810-4c52-b5b6-ea3a239e2af8,573487
8210,DILLEYSW2A,8211,DSDMYA,1,Closed,Transformer,YES,-26.2,37,70.8,DILLEYSWXF1L,5086c7a0-5f16-4554-b1eb-f24cfb0a0bce,725835
8212,DILLEYSW4A,8211,DSDMYA,1,Closed,Transformer,YES,26.2,37,70.8,DILLEYSWXF1H,725820,bda8e3bf-47a9-44a6-9144-0e27df780831
8212,DILLEYSW4A,8215,HINDES4A,1,Closed,Line,NO,97.9,210,46.6,DILLEY_HINDES11,0db6b904-4edd-420f-94ae-6872e8aaf90f,173845
8212,DILLEYSW4A,8611,JARDIN4A,1,Closed,Line,NO,-13.4,212,6.3,DILLEY_JARDIN11,308137,a2ee3377-41f9-4a6f-b5b1-2e16bf6b548f
8212,DILLEYSW4A,8613,BIG_WELL4A,1,Closed,Line,NO,-84.8,208,40.8,BIG_WE_DILLEY11,4424,58decfb0-4a16-4540-ad03-5941a2d3fd58
8213,DS0A,8211,DSDMYA,1,Closed,Transformer,YES,0,7,0,DILLEYSWXF1T,3244e766-ae3f-477c-976a-15bd0375db55,725836
8214,EAGLE_PS4B,8270,EAGLE_PS4A,BT,Closed,Line,NO,0,127,0,EAGLE__SERDEV11,403545,71229c06-945d-4b9e-a058-5fca1f3e10e9
8214,EAGLE_PS4B,160007,DC__BL_EAGLE,1,Closed,Line,NO,0,472,0,OCB_73951,4154,5212a473-33cc-48e6-8604-812a8bd92fef
8216,PEARSAL12A,8218,BIG_FOOT2A,1,Closed,Line,NO,19.9,38,52.4,BIG_FO_PEARSA11,4bffe47f-16d4-446f-93cd-d86325e56265,5317
8217,BTP2A,8240,KEPLER2A,1,Closed,Line,NO,-8,89,9,BTP_KEPLER11,287229,57574a47-6c01-4f9d-8ce7-dffab785faff
8218,BIG_FOOT2A,8221,BIG_FOOT4A,1,Closed,Transformer,YES,-42.8,90,47.6,BIG_FOOT69A1,278993,b0d86208-91b4-496c-9a0b-c3054b16db6a
8218,BIG_FOOT2A,8223,DEVINE2A,1,Closed,Line,NO,62.8,242.8,25.9,BIG_FO_DEVINE0,3202,3b6e98d3-a011-4f5a-8210-132ba3206b7b
8222,BTP2B,8240,KEPLER2A,2,Closed,Line,NO,-2.6,89,2.9,BTP_KEPLER21,14b8e796-f1e2-42e3-b59c-394816acec82,287370
8223,DEVINE2A,8622,LYTLE2A,1,Closed,Line,NO,44.5,242.8,18.3,DEVINE_LYTLE211,257884,7b99479f-2426-40f6-a5c6-7a63a8159119
8223,DEVINE2A,58280,DEVSUBNRMOPN,1,Closed,Line,NO,0,38,0,DEV_DEVI1,084e6564-5de5-4f4a-b7e2-bdd750bb1ace,4849
8224,KIMBLE2B,8235,ROCK_ATL2A,1,Closed,Line,NO,0,26,0,KIMBLE_ROCK_A11,3318,cadbc685-1879-4ae8-9148-657c510f15a2
8224,KIMBLE2B,8238,RCKSPRS2A,2,Closed,Line,NO,0,26,0,KIMBLE_ROCKSP21,246350,f9a73468-c157-4d4d-9774-bddbedc4c991
8230,MONTELL2A,8231,UVALDE2A,1,Closed,Line,NO,-26.9,135,19.9,MONTEL_UVALDE11,243467,589427c8-3fc6-483c-b555-b4f0264b6763
8230,MONTELL2A,8633,CAMPWOOD2A,1,Closed,Line,NO,24.5,135,18.1,CAMPWO_MONTEL11,242691,f12f7ac9-8227-4664-90f2-9d45a75589aa
8231,UVALDE2A,8628,KNIPPA2A,1,Closed,Line,NO,5.7,39,14.5,KNIPPA_UVALDE11,2562,997bcd0a-8b01-4301-b6b0-2982f3b1ecf8
8231,UVALDE2A,8672,LAPRYOR2A,1,Closed,Line,NO,-4.6,38,12.1,LAPRYO_UVALDE11,140108,c9e7ddf8-9e43-4bca-8500-e0c47d18c439
8234,UVALDE4A,8231,UVALDE2A,1,Closed,Transformer,YES,27.9,90,31,UVALDET1,223983,bbd870ff-b55f-43f5-b50e-97e83ee6517b
8234,UVALDE4A,8236,W_BATESV4A,1,Closed,Line,NO,-13,122,10.7,UVALDE_W_BATE11,1156,2899c3bc-e432-4fa7-801a-39cb585fc06e
8234,UVALDE4A,8246,ASPHALT4A,1,Closed,Line,NO,-214.7,323,66.5,817T8181,5ae1a345-32e3-47b2-b57e-fd4f8600f004,867932
8234,UVALDE4A,8747,MIEL4A,1,Closed,Line,NO,107.8,466,23.1,MIEL_UVALDE1,0c9363f2-028d-4909-ba95-8a342f87f498,846121
8235,ROCK_ATL2A,8664,HUMBPMP2,1,Closed,Line,NO,0,9999,0,200209,a497f16a-1f62-41a0-b238-b7df249e5bd0,
8236,W_BATESV4A,8285,LIPTON4A,1,Closed,Line,NO,-38.2,122,31.3,LIPTON_W_BATE11,386211,79e64fd9-0b37-473b-9bb5-6d5c6a045d87
8237,KIMBLE2A,8238,RCKSPRS2A,1,Closed,Line,NO,0,26,0,KIMBLE_ROCKSP11,217264,ba0be0f7-3ba2-4fca-a063-76299d8b0472
8238,RCKSPRS2A,8365,BRKSDLE2A,1,Closed,Line,NO,0,38,0,NEWBAR_ROCKSP11,300557,58bee335-df17-4f0f-971a-7b3caeda7ade
8238,RCKSPRS2A,60210,FRIR2A,2,Closed,Line,NO,-3.9,37,10.7,FRIR_ROCKSP11,215642,406b5f29-4f27-4ccb-ba13-aa76faa487e5
8238,RCKSPRS2A,70238,P_ROCKSP9_1_,1,Closed,Line,NO,3.9,26,15.2,ROCKSP_ROCKSP11,333517,c38a74d5-08eb-4e82-8f1a-a5ce1b03f787
8240,KEPLER2A,8469,KOCH_UP2A,1,Closed,Line,NO,3.3,107,3.1,KEPLER_KOCH_U11,261871,2a749c5c-0682-4075-987c-c37f0aef375b
8240,KEPLER2A,8477,VALERO2A,1,Closed,Line,NO,-17.2,115,15,KEPLER_VALERO11,261828,9cf39dc2-8e28-4bfa-a30f-54a5ea08aa63
8241,RZBK4A,8248,QUIHI4A,1,Closed,Line,NO,252.2,477,52.9,QUIHI_RAZORB11,366637,7abceb12-8038-4e17-949e-b35354891fb1
8241,RZBK4A,8707,DRYFRIO,1,Closed,Line,NO,-252.6,466,54.2,DRYFRI_RAZORB11,613318,aa571564-7ecc-4b6d-bf5f-0f5edbbcb276
8242,CRYSTAL2A,8243,TURTLECK2A,1,Closed,Line,NO,9.7,171,5.7,CRYSTA_TURTLC11,902b9fa3-c9f2-4f84-8078-669e73344d59,97221
8242,CRYSTAL2A,8244,CARRIZO2A,1,Closed,Line,NO,-21.5,171,12.6,CARRIZ_CRYSTA11,69265157-3da2-4ab0-9fd3-5627baf446f9,97202
8243,TURTLECK2A,8284,CHPRROSA2A,1,Closed,Line,NO,12.2,39.8,30.7,CHAPAR_TURTLC11,3582ff24-88f7-4259-924f-84e9cbab8df2,367589
8244,CARRIZO2A,8280,ASHERTON2A,1,Closed,Line,NO,-21,109.4,19.2,ASHERT_CARRIZ11,3299,a9d58f0b-426c-40ce-a177-222b19df90f6
8246,ASPHALT4A,78424,L_BLEWET8_1Y,1,Closed,Line,NO,-215,323,66.6,818T8181,867916,8e50f136-023f-4d7b-9599-bc619a526005
8249,ANGSTRM7A,8624,GRISSOM7A,1,Closed,Line,NO,-1415.6,1213,116.7,ANGSTR_GRISSO11,622110,903849ec-6a21-48bc-a643-8aa7a409743d
8249,ANGSTRM7A,8659,NAISMITH7A,1,Closed,Line,NO,-380,1197,31.7,ANGSTR_NAISMI1,715318,f230fcc9-ca84-4021-bd46-e48c9ca76d26
8249,ANGSTRM7A,8676,STATIC7A,1,Closed,Line,NO,3221.1,1057,304.7,ANGSTR_STATIC11,163dde44-ec44-41c1-9948-e99636866596,640809
8249,ANGSTRM7A,8956,WHITEPT7A,1,Closed,Line,NO,-1497.7,1057,141.7,ANGSTR_WHITE_11,483168,a286a4b3-7fd9-4617-ae32-2662f377ec5e
8249,ANGSTRM7A,88249,SDI7A,1,Closed,Line,NO,227.6,1193,19.1,ANGSTR_SDIBUF11,06a22f0e-cf00-4d6a-92e4-ea677de997a3,496255
8249,ANGSTRM7A,164362,PIN_BESS_5,1,Closed,Line,NO,0,1193,0,ANGSTR_PIN_BE1,773744,b473acc5-fd44-4ee5-8dd8-6da6fbac41d5
8250,BRACKETT4B,8252,BRACKETT4A,1,Closed,Line,NO,-4.1,223,1.8,BRACK_SERDEV11,2895d17e-0cae-4931-8ac1-cb67bc416d5a,493872
8252,BRACKETT4A,8260,ESCONDID4A,1,Closed,Line,NO,14,483,2.9,BRACKE_ESCOND1,647792,96393204-aff5-40f0-833d-1d3817269950
8252,BRACKETT4A,78254,L_BRACKE8_1Y,2,Closed,Line,NO,10.8,486,2.2,BRACK_SERDEV21,493873,7d36947b-5fe4-4a6f-ac8c-03615f6e7a72
8252,BRACKETT4A,78255,L_PINTCR8_1Y,1,Closed,Line,NO,-206.1,323,63.8,690T6901,363294,6906f552-d630-4254-9576-6e197cc22f34
8252,BRACKETT4A,181682,ECLIPSE_8,1,Closed,Line,NO,-26.8,153,17.5,BRACK_ECLIPSE1,0d29ad8e-fe2f-4383-84fa-01ab49ebbf5f,31691
8255,HAMILTON4A,8257,HAMILTON4B,2,Closed,Transformer,YES,-85,180.8,47,HAMILTONPS2,0756ebab-dd3c-48f5-8ee5-ee373f932965,280318
8255,HAMILTON4A,8680,ROUGHCAN4A,1,Closed,Line,NO,-32.9,260,12.7,HAMILT_ROUGHC11,13894,417b0b29-869d-4c62-9d18-c4194b3ca163
8255,HAMILTON4A,8684,PICACHO4A,1,Closed,Line,NO,25.4,270,9.4,HAMILT_PICACH11,3866,f8abaa97-9a85-4827-b15d-bce1b6426cc9
8255,HAMILTON4A,8690,DEL_RIO4A,2,Closed,Line,NO,33.5,155,21.6,DEL_RI_HAMILT11,3263,ea252283-5bd3-4086-a7ae-e3e946d30475
8255,HAMILTON4A,8692,MAVERICK4A,1,Closed,Line,NO,65.5,119,55,HAMILT_MAVERI11,3003,b36371d9-cdc7-4155-aab3-3c14773ae02e
8255,HAMILTON4A,78255,L_PINTCR8_1Y,1,Closed,Line,NO,59.7,323,18.5,464T4641,3170,e8b399fb-4a7e-4831-89fa-6d34fba8b73d
8255,HAMILTON4A,80478,HAMILTON1C,3,Open,Transformer,YES,0,100,0,HAMILTONAUT3,313132,7809afff-d3c7-4458-ba61-ee85f8776b7d
8255,HAMILTON4A,80479,HAMILTON1A,1,Closed,Transformer,YES,0,100,0,HAMILTONAUT1,313115,57e65baf-f4c6-4725-a287-0589f8bd62d3
8255,HAMILTON4A,80480,HAMILTON1B,2,Closed,Transformer,YES,0,100,0,HAMILTONAUT2,313123,4116479a-2ee5-4ce2-8040-531c6bbfe6ef
8255,HAMILTON4A,183932,TSECA_ES_8,1,Closed,Line,NO,0,397,0,TSECA_ES_TLINE1,28596ba5-b234-4a0e-9224-d2b9765ff6e8,769559
8257,HAMILTON4B,8255,HAMILTON4A,1,Open,Line,NO,0,9999,0,64964,64e88a19-cb87-4c08-8edf-022c66d9ad4c,
8257,HAMILTON4B,8998,MAXWELL4A,1,Closed,Line,NO,-85,148,57.4,HAMILT_MAXWEL11,0a449e45-0273-458d-932f-4c0f5206122f,236181
8259,CAUTHORN4A,8991,DLNCRKTP4A,1,Closed,Line,NO,48.9,148,33.1,CTHR_DOLAN11,2a1463c9-ec2d-4270-8cec-6366ca2d29ed,367555
8259,CAUTHORN4A,60440,TINSLEY4A,1,Closed,Line,NO,-50.3,153,32.9,CTHR_TINSLE11,384657,e1ebfd3c-6b4b-4b09-81ea-26db2866a4a5
8260,ESCONDID4A,8267,GANSO4A,1,Closed,Line,NO,-63.1,122,51.7,ESCOND_GANSO11,347781,d548b498-b03b-4776-843f-1ccaa0425c46
8260,ESCONDID4A,8270,EAGLE_PS4A,1,Closed,Line,NO,10.5,77,13.7,EAGLEP_ESCOND11,4416,57cc52f3-06a0-4e71-9963-7809ada2a801
8260,ESCONDID4A,8270,EAGLE_PS4A,2,Closed,Line,NO,12.3,123,10,EAGLEP_ESCOND21,1032,de91d9a3-c179-45e2-9e07-946735e285a1
8260,ESCONDID4A,78016,L_SUNGLO8_1Y,1,Closed,Line,NO,42.5,237,17.9,784T784,722179,829371e1-0966-41a6-8605-40fc74a950e3
8261,WHITING4A,8991,DLNCRKTP4A,1,Closed,Line,NO,-44.6,146,30.6,DOLAN_WHITIN11,367564,fe9c659a-4b04-4742-be7b-a2e780012971
8261,WHITING4A,8998,MAXWELL4A,1,Closed,Line,NO,2.8,146,1.9,MAXWEL_WHITIN11,236189,3bf17dc4-f1c4-4e0f-951c-f47aba26a7f6
8261,WHITING4A,72193,L_DEVIRI8_1N,1,Closed,Line,NO,41.9,531,7.9,WHI_DEV1,896f5a75-72cb-49ab-9615-58ca6c98d3a1,90348
8263,EAGLE_HY4A,8267,GANSO4A,1,Closed,Line,NO,-0.1,486,0,EAGLE__GANSO11,252df82a-3481-4c88-ba46-fba5f949f638,347772
8266,MARCONI4A,8338,P_ISABEL4A,1,Closed,Line,NO,72.9,215,33.9,MARCON_P_ISAB11,324429,ba44a866-0ebd-40f3-9ea2-e50b1812204a
8266,MARCONI4A,161601,SANROMAN_8,1,Closed,Line,NO,-52.9,530,10,MARCON_SANROM11,04ba746c-d2be-4016-8b7f-403986932657,320735
8267,GANSO4A,8692,MAVERICK4A,1,Closed,Line,NO,-63.2,102,61.9,GANSO_MAVERI11,325c977b-3fbb-4621-857c-d3c69be9cef1,347790
8273,PUEBLO4A,8274,W_CONOCO4A,1,Closed,Line,NO,97,215,45.1,993T6971,7b3cf950-4e3f-4b86-b612-aa47ca4683f9,
8273,PUEBLO4A,78015,L_ROSICR8_1Y,1,Closed,Line,NO,-111.3,236,47.2,346T6971,3354,ed1e80b8-3f0b-4438-8642-903caecd5a67
8274,W_CONOCO4A,8694,CONOCO_L4A,1,Closed,Line,NO,1,77,1.3,WCONOC_W_CONO11,3658,b3ab01c4-784b-4af2-9584-b5330d17e5fc
8274,W_CONOCO4A,78281,L_DIMMIT8_1Y,1,Closed,Line,NO,96,215,44.7,697T6971,23249,98dd2d5d-68e4-4511-b170-1e92db6f0f5b
8278,EHARRIS2B,8289,LAPALMA2B,1,Closed,Line,NO,-8.6,106,8.2,E_HARR_LA_PAL11,06632cc8-a5cf-46d9-b824-5597dad7072a,957
8278,EHARRIS2B,8323,E_HARRIS2A,1,Closed,Line,NO,-6.5,9999,0.1,111671,418f8505-f27a-4184-803d-952739a5bdce,
8279,EHARRIS2C,8323,E_HARRIS2A,1,Closed,Line,NO,7.3,9999,0.1,112157,dd98291d-1cd9-4b3a-8811-50445825e838,
8279,EHARRIS2C,80023,OLEANDER2A,1,Closed,Line,NO,-19.9,108,18.4,E_HARR_OLEAND11,6982fa55-60ee-4674-8957-365913efca25,71435
8280,ASHERTON2A,8283,ASHERTON4A,1,Closed,Transformer,YES,-23.5,130,18.1,ASHERTON69A1,279332,e98a8efe-c399-47a8-996e-ef04e8d1dd41
8283,ASHERTON4A,8285,LIPTON4A,1,Closed,Line,NO,56.9,122,46.7,ASHERT_LIPTON11,386202,e9a87d1a-9be6-4de7-9fb6-a112cf501a61
8283,ASHERTON4A,8613,BIG_WELL4A,1,Closed,Line,NO,87.4,208,42,ASHERT_BIG_WE11,3a8bc54f-852c-496e-849d-973b37f6983b,4556
8283,ASHERTON4A,8970,CATARINA4A,1,Closed,Line,NO,16.2,124,13.1,ASHERT_CATARI11,148757ee-215d-4b8e-9fc6-e60a1192515a,301336
8283,ASHERTON4A,78280,L_BEVO__8_1Y,1,Closed,Line,NO,-37.3,236,15.8,603T6031,048eab07-906f-4a7a-93d9-cd115c6257d1,60125
8284,CHPRROSA2A,8672,LAPRYOR2A,1,Closed,Line,NO,8.1,75.6,10.7,CHAPAR_LAPRYO11,367599,56704b77-131d-4dbe-8407-f00a6d6ca050
8289,LAPALMA2B,8310,LAPALMA2A,BT,Closed,Line,NO,19.9,9999,0.2,119538,bde19a2b-c6c6-4986-a0c8-ed03e5a1165a,
8289,LAPALMA2B,8314,LA_PALMA4A,2,Closed,Transformer,YES,-34.5,140,24.6,LA_PALMA69A2,279910,c4d57168-09d3-42c8-8a37-7e9fa44b6349
8289,LAPALMA2B,8331,BROWNSVL2A,1,Closed,Line,NO,5.9,38,15.5,BROWNS_LA_PAL11,051f8b7a-a4c7-4ac1-bc14-56a603af8de7,320
8290,LAREDO2A,8292,LD2DUM,1,Closed,Transformer,YES,-19,109,17.4,LAREDOA1-L,280045,d1f0bc75-960c-4c72-a120-fe3b437f0bd7
8290,LAREDO2A,8530,LAREDO2B,BT,Closed,Line,NO,0.2,109,0.2,LAREDO_SERDEV11,437545,abb770ea-cd97-4e9d-88f4-bebe0a85072f
8290,LAREDO2A,8636,HEIGHTS2A,1,Closed,Line,NO,18.7,79,23.7,HEIGHT_LAREDO1,724455,d29f0957-7c27-4174-86a1-fa278e74b56d
8293,LAREDO4A,8291,LD1DUM,2,Closed,Transformer,YES,19,109,17.5,LAREDOA2-H,279358,2c2f29f2-3437-4557-b781-0cdd055c42e6
8293,LAREDO4A,8292,LD2DUM,1,Closed,Transformer,YES,19,109,17.4,LAREDOA1-H,280252,7ab00ca2-f929-4ebf-a1bf-44f6605a018f
8293,LAREDO4A,8635,ZACATE4A,1,Closed,Line,NO,48.8,201,24.3,LAREDO_ZACATE11,4195,7e715610-712a-4377-854a-c58ab02ff52f
8293,LAREDO4A,8637,ANNAST4A,2,Closed,Line,NO,46.2,201,23,ANNA_S_LAREDO11,2691,be04e9d8-a572-4e59-9eb8-8e5a0503f16e
8293,LAREDO4A,8645,DEL_MAR4A,1,Closed,Line,NO,39.2,208,18.9,DEL_MA_LAREDO11,4529,851635e1-2aba-4ea7-9edc-2a40bcb4b04e
8293,LAREDO4A,80013,LARDVNTH4A,1,Closed,Line,NO,-100.4,405,24.8,LARDVN_LAREDO11,33004bbb-e596-435a-a09f-bbcbf5f6da19,
8293,LAREDO4A,80013,LARDVNTH4A,2,Closed,Line,NO,-107.6,405,26.6,LARDVN_LAREDO21,1026,87d64d55-5d8b-4fda-bf5c-3f48a005d2a8
8293,LAREDO4A,80021,LARDSTAT4A,1,Closed,Line,NO,0,208,0,LARDST_LAREDO11,82779,d3498bb7-3f3d-4514-a407-8eb959c6cb09
8295,WORMSER4A,8641,SIEVISTA4A,1,Closed,Line,NO,-102.3,214,47.8,SIEVIS_WORMSE11,3002,cba5bfe8-cf0e-4cc0-a6a5-c8433f46e7e1
8295,WORMSER4A,8650,GTWYWTP4A,1,Closed,Line,NO,83.6,212,39.4,GATEWT_WORMSE11,2914,a0d4fc31-40be-48b5-ac62-4c5a1da4aec6
8295,WORMSER4A,8653,ST_NINO4A,1,Closed,Line,NO,95.8,212,45.2,ST_NIN_WORMSE11,1154,2c64ba82-72c8-46b8-905f-8a5ba4946b6d
8295,WORMSER4A,164412,SEVNF_ES_8,1,Closed,Line,NO,0,172.8,0,SEVNF_ES_TLINE,767495,aabaf8c2-317f-43d5-ade4-665011964846
8297,BRUNI44A,8695,CRESTONI4A,1,Closed,Line,NO,104.1,240,43.4,BRUNI4_CRESTO11,309984,6da7ad08-2ebe-43da-88a4-ca7f0049b465
8297,BRUNI44A,80439,LAQUINTA4A,1,Closed,Line,NO,-123.5,240,51.4,BRUNI4_LAQUIN11,2b04da62-79ca-4606-b759-e91eacf0ab02,310184
8298,LD1TERT,8291,LD1DUM,2,Closed,Transformer,YES,0,10,0,LAREDOA2-T,1b64cf97-1d67-411d-91a4-00e4e7b064dc,279356
8299,ZAPATA4A,8699,RANDADO4A,1,Closed,Line,NO,-38.3,77,49.7,RANDAD_ZAPATA11,03d0627d-1fb5-4bfa-9e33-d84d8be7c557,1181
8299,ZAPATA4A,8957,LOPENO4A,1,Closed,Line,NO,-115.3,238,48.5,LOPENO_ZAPATA11,449,9af268a2-b973-494a-9a6d-0d08484d670a
8299,ZAPATA4A,8985,S_YGANCI4A,1,Closed,Line,NO,146.9,240,61.2,S_YGNA_ZAPATA11,1177,2b28f6ce-8388-434a-beb0-83a3ab22ab79
8302,RAYMND24A,80309,LASPULGA4A,1,Closed,Line,NO,-170.2,244,69.8,LASPUL_RAYMND11,262335,5cae7a05-3ec5-46e3-8ebd-960608017cd5
8302,RAYMND24A,80436,RAYMOND14A,1,Closed,Line,NO,-11.6,520,2.2,RAYMND_RAYMON11,448430,f9d4050e-2985-4851-ac1e-569b0349a762
8303,LD2TERT,8292,LD2DUM,1,Closed,Transformer,YES,0,10,0,LAREDOA1-T,174181e8-8cab-404f-aeee-86b4dcc43585,280350
8310,LAPALMA2A,8314,LA_PALMA4A,2,Closed,Transformer,YES,-35.3,140,25.2,LA_PALMA69A1,280414,37f4affb-baf6-4988-8c15-e4f314c60d96
8310,LAPALMA2A,8626,RESACA2A,1,Closed,Line,NO,15.9,38,41.7,LA_PAL_RESACA11,434147,dbe7000b-fd85-44ee-8547-b351573f814d
8310,LAPALMA2A,8710,S_BENITO2A,1,Closed,Line,NO,35.8,133,26.9,LA_PAL_S_BENI11,964,cafb80a8-37ab-4fbf-8649-2818802b593f
8310,LAPALMA2A,8748,RANGERVL2A,1,Closed,Line,NO,3.6,40,9,LA_PAL_RANGER11,467,fd929126-5b0e-4bd3-9951-7419d32fde69
8314,LA_PALMA4A,8315,LP3DUM,2,Closed,Transformer,YES,-85.1,535,15.9,LA_PALMAXF1B,02228192-4ce6-4d92-968e-723e6f4ae5a7,279822
8314,LA_PALMA4A,8322,HAINE_DR4A,1,Closed,Line,NO,40,212,18.9,HAINE__LA_PAL11,62770caa-270a-4a70-9c85-37ba2cf77ce1,
8314,LA_PALMA4A,8333,L_FRESNO4A,1,Closed,Line,NO,57,226,25.2,LA_PAL_L_FRES11,c3d2b684-3139-4801-a626-549d961c1f10,
8314,LA_PALMA4A,8640,KELVIN4A,1,Closed,Line,NO,-126.4,429,29.5,KELVIN_LA_PAL11,430238,dde4e598-eab9-4b05-b619-7ccae1058ebb
8314,LA_PALMA4A,80103,RANGERVI4A,1,Closed,Line,NO,-47.4,210,22.6,LA_PAL_MVRANG11,37310734-f75a-4e07-830c-34ef032c8e50,43143
8314,LA_PALMA4A,80229,CAVAZOS4A,1,Closed,Line,NO,72.4,234,30.9,LA_PAL_VCAVAZ11,2287,370feb0d-f4c4-4cf0-9bf3-f295eac9b07e
8314,LA_PALMA4A,80322,LAPALMA4B,1,Closed,Line,NO,0,492.5,0,LA_PAL_PALMAS11,361553,bc17f8a7-663a-4e87-881b-6fabc740fa85
8314,LA_PALMA4A,80323,LAPALMA4C,1,Closed,Line,NO,0,492.5,0,LA_PAL_PALMAS21,361562,5187ae94-c2b4-4cf7-80bd-56a95bf6c43c
8317,LA_PALMA7A,8315,LP3DUM,1,Closed,Transformer,YES,85.1,535,15.9,LA_PALMAXF1A,279843,319aa964-572c-4164-985c-1bbfe5f34f92
8317,LA_PALMA7A,8704,GULCH7A,1,Closed,Line,NO,-85.1,1022,8.3,GULCH_LA_PAL1,663356,edc4c509-c29e-4475-8587-f9be386a8b02
8318,RIOHONDO7A,8324,RH1DUM,1,Closed,Transformer,YES,-67.3,539,12.5,RIOHONDOAT1H,279510,8369732c-c8da-4576-9cd7-4025d40bc4d9
8318,RIOHONDO7A,8573,BONILLA7A,1,Closed,Line,NO,59.6,1217,4.9,BONILL_RIOHON11,407192,f3f45865-5db4-4c5f-978d-c499043c01c6
8318,RIOHONDO7A,8582,RIOHNDO7B,1,Closed,Line,NO,286.1,9999,2.9,11281,ef827925-21a4-46e0-a943-f78fae9c2299,
8318,RIOHONDO7A,8704,GULCH7A,1,Closed,Line,NO,-52.7,1189,4.4,GULCH_RIOHON1,663357,9e7262cc-c812-4361-99a7-4f96fd3efdd8
