teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,opeq_status
562,a6776637-b516-40ae-ba40-a237e1fd10ba,Branch,ACLineSegment,1,ABEAST_MAPLES1_1 1 1 138kV,6275,ABEAST4A,ABEAST,6290,MAPLESTR4A,MAPLESTR,1,ABEAST_MAPLES1_1,60009071.0,ABEAST_MAPLES11,,,1,Line,MAPLESTR4A,ABEAST4A,ABEAST_MAPLES1_1,1,duplicate_match,different
564,6aa05134-49e6-458e-8b46-5fed2e83ea56,Branch,ACLineSegment,1,SHARPT_WYLE1_1_ 1 1 138kV,6261,WYLE4A,WYLE,6315,SHARPTAP4A,SHARPTAP,1,SHARPT_WYLE1_1,60064538.0,SHARPT_WYLE11,,,1,Line,WYLE4A,SHARPTAP4A,SHARPT_WYLE1_1,1,duplicate_match,different
564,6aa05134-49e6-458e-8b46-5fed2e83ea56,Branch,ACLineSegment,1,SHARPT_WYLE1_1_ 1 1 138kV,6261,WYLE4A,WYLE,6315,SHARPTAP4A,SHARPTAP,1,SHARPT_WYLE1_1,60007176.0,SHARPT_WYLE1,,,1,Line,WYLE4A,SHARPTAP4A,SHARPT_WYLE1_1_,1_,duplicate_match,different
565,36f12f47-bf41-4d3c-a3a9-89031053d007,Branch,ACLineSegment,1,ORNT_REDCRE1_1 1 1 138kV,6441,ORNT4A,ORNT,6442,REDCREEK4A,REDCREEK,1,ORNT_REDCRE1_1,60085384.0,ORNT_SARC11,,,1,Line,ORNT4A,SARC4A,ORNT_SARC1_1,1,duplicate_match,different
565,36f12f47-bf41-4d3c-a3a9-89031053d007,Branch,ACLineSegment,1,ORNT_REDCRE1_1 1 1 138kV,6441,ORNT4A,ORNT,6442,REDCREEK4A,REDCREEK,1,ORNT_REDCRE1_1,60006552.0,ORNT_REDCRE11,,,1,Line,ORNT4A,REDCREEK4A,ORNT_REDCRE1_1,1,duplicate_match,different
566,d37e9e8e-25b8-471c-b2cf-a3025fd60059,Branch,ACLineSegment,1,LAKEDR_SANORT1_1 1 1 138kV,6464,SANORTH4A,SANORTH,6482,LAKEDRIV4A,LAKEDRIV,1,LAKEDR_SANORT1_1,60007050.0,SALD_SANO1,,,1,Line,SANO4A,SALD4A,SALD_SANO1_1,1,duplicate_match,different
566,d37e9e8e-25b8-471c-b2cf-a3025fd60059,Branch,ACLineSegment,1,LAKEDR_SANORT1_1 1 1 138kV,6464,SANORTH4A,SANORTH,6482,LAKEDRIV4A,LAKEDRIV,1,LAKEDR_SANORT1_1,60008679.0,LAKEDR_SANORT11,,,1,Line,LAKEDRIV4A,SANORTH4A,LAKEDR_SANORT1_1,1,duplicate_match,different
570,100a7397-51d7-4ec9-8859-a90ee1fb95e5,Branch,ACLineSegment,1,BLUFFS_LAKEDR1_1 1 1 138kV,6482,LAKEDRIV4A,LAKEDRIV,60771,SABLUFF4,BLUFFS,1,BLUFFS_LAKEDR1_1,60008680.0,BLUFFS_LAKEDR11,,,1,Line,SABLUFF4,LAKEDRIV4A,BLUFFS_LAKEDR1_1,1,duplicate_match,different
570,100a7397-51d7-4ec9-8859-a90ee1fb95e5,Branch,ACLineSegment,1,BLUFFS_LAKEDR1_1 1 1 138kV,6482,LAKEDRIV4A,LAKEDRIV,60771,SABLUFF4,BLUFFS,1,BLUFFS_LAKEDR1_1,60003389.0,BLUFFS_SALD1,,,1,Line,SALD4A,SABLUFF4,BLUFFS_SALD1_1,1,duplicate_match,different
571,ee3ce8db-4020-4bf8-b18b-4dc6abd2c8b5,Branch,ACLineSegment,1,LCRANE_RIOPEC1_1 1 1 138kV,6601,RIOPECOS4A,RIOPECOS,76615,L_LCRANE8_1Y,LCRANE,1,LCRANE_RIOPEC1_1,60083775.0,LCRANE_RIOP11,,,1,Line,,,LCRANE_RIOP1_1,1,duplicate_match,different
571,ee3ce8db-4020-4bf8-b18b-4dc6abd2c8b5,Branch,ACLineSegment,1,LCRANE_RIOPEC1_1 1 1 138kV,6601,RIOPECOS4A,RIOPECOS,76615,L_LCRANE8_1Y,LCRANE,1,LCRANE_RIOPEC1_1,60005772.0,LCRANE_RIOPEC11,,,1,Line,L_LCRANE8_1Y,RIOPECOS4A,LCRANE_RIOPEC1_1,1,duplicate_match,different
580,775db8ca-ed8d-4ef0-9e5e-4a4f90ec5ccc,Branch,ACLineSegment,1,R5_KENDL_1 1 1 345kV,5056,CAGNON_5,CAGNON,7046,L_KENDAL5_1Y,KENDAL,1,R5_KENDL_1,60009568.0,R5_KENDL1,,,1,Line,L_KENDAL5_1Y,CAGNON_5,R5_KENDL_1,1,duplicate_match,different
580,775db8ca-ed8d-4ef0-9e5e-4a4f90ec5ccc,Branch,ACLineSegment,1,R5_KENDL_1 1 1 345kV,5056,CAGNON_5,CAGNON,7046,L_KENDAL5_1Y,KENDAL,1,R5_KENDL_1,60001568.0,459T459,,,1,Line,CAGNON_5,L_KENDAL5_1Y,459T459_1,1,duplicate_match,different
591,dec62fff-f0a0-490b-9d36-1aa53f458f02,Branch,ACLineSegment,1,BENFIC_REDCRE1_1 1 1 138kV,6442,REDCREEK4A,REDCREEK,6473,BENFICKL4A,BENFICKL,1,BENFIC_REDCRE1_1,60008068.0,BENFIC_REDCRE11,,,1,Line,BENFICKL4A,REDCREEK4A,BENFIC_REDCRE1_1,1,duplicate_match,different
591,dec62fff-f0a0-490b-9d36-1aa53f458f02,Branch,ACLineSegment,1,BENFIC_REDCRE1_1 1 1 138kV,6442,REDCREEK4A,REDCREEK,6473,BENFICKL4A,BENFICKL,1,BENFIC_REDCRE1_1,60080056.0,BENF_SARC11,,,1,Line,BENF4A,SARC4A,BENF_SARC1_1,1,duplicate_match,different
596,8a991fca-e197-4c96-96a8-c60f943d49ef,Branch,ACLineSegment,1,MAPLES_SOUTHA1_1 1 1 138kV,6260,SOUTHABI4A,SOUTHABI,6290,MAPLESTR4A,MAPLESTR,1,MAPLES_SOUTHA1_1,60079159.0,ABMS_ABSO11,,,1,Line,ABSO4A,ABMS4A,ABMS_ABSO1_1,1,duplicate_match,different
596,8a991fca-e197-4c96-96a8-c60f943d49ef,Branch,ACLineSegment,1,MAPLES_SOUTHA1_1 1 1 138kV,6260,SOUTHABI4A,SOUTHABI,6290,MAPLESTR4A,MAPLESTR,1,MAPLES_SOUTHA1_1,60009061.0,MAPLES_SOUTHA11,,,1,Line,MAPLESTR4A,SOUTHABI4A,MAPLES_SOUTHA1_1,1,duplicate_match,different
600,a3f4cafd-8c49-43db-a4eb-c6504bf6fcae,Branch,ACLineSegment,1,HAMLIN_HAMR1_1 1 1 69kV,6183,HAMR2A,HAMR,6185,HAMLIN2A,HAMLIN,1,HAMLIN_HAMR1_1,60005208.0,HAML_HAMR1,,,1,Line,HAMR2A,HAML2A,HAML_HAMR1_1,1,duplicate_match,different
600,a3f4cafd-8c49-43db-a4eb-c6504bf6fcae,Branch,ACLineSegment,1,HAMLIN_HAMR1_1 1 1 69kV,6183,HAMR2A,HAMR,6185,HAMLIN2A,HAMLIN,1,HAMLIN_HAMR1_1,60008045.0,HAMLIN_HAMR11,,,1,Line,HAMR2A,HAMLIN2A,HAMLIN_HAMR1_1,1,duplicate_match,different
628,f190564f-9fac-4050-9eb7-02d4857ed21c,Branch,ACLineSegment,1,AFTON_ROARIN1_1 1 1 69kV,6141,ROARINGS2A,ROARINGS,6142,AFTON2A,AFTON,1,AFTON_ROARIN1_1,60009021.0,AFTON_ROARIN11,,,1,Line,AFTON2A,ROARINGS2A,AFTON_ROARIN1_1,1,duplicate_match,different
628,f190564f-9fac-4050-9eb7-02d4857ed21c,Branch,ACLineSegment,1,AFTON_ROARIN1_1 1 1 69kV,6141,ROARINGS2A,ROARINGS,6142,AFTON2A,AFTON,1,AFTON_ROARIN1_1,60002923.0,AFTO_ROAR1,,,1,Line,ROAR2A,AFTO2A,AFTO_ROAR1_1,1,duplicate_match,different
634,4446e512-5161-476f-9a73-db72b37a77be,Branch,ACLineSegment,1,SANDRO_VERS1_1 1 1 69kV,6063,SANDROAD2A,SANDROAD,6064,VERS2A,VERS,1,SANDRO_VERS1_1,60007077.0,SANDRO_VERS11,,,1,Line,VERS2A,SANDROAD2A,SANDRO_VERS1_1,1,duplicate_match,different
634,4446e512-5161-476f-9a73-db72b37a77be,Branch,ACLineSegment,1,SANDRO_VERS1_1 1 1 69kV,6063,SANDROAD2A,SANDROAD,6064,VERS2A,VERS,1,SANDRO_VERS1_1,60086907.0,SAND_VERS11,,,1,Line,,,SAND_VERS1_1,1,duplicate_match,different
636,09b37471-e46b-45fd-8719-93362df403b7,Branch,ACLineSegment,1,ESTELL_TURKEY1_1 1 1 69kV,6023,ESTELLIN2A,ESTELLIN,6024,TURK2A,TURKEY,1,ESTELL_TURKEY1_1,60004614.0,ESTL_TURKEY1,,,1,Line,ESTL2A,TURK2A,ESTL_TURKEY1_1,1,duplicate_match,different
636,09b37471-e46b-45fd-8719-93362df403b7,Branch,ACLineSegment,1,ESTELL_TURKEY1_1 1 1 69kV,6023,ESTELLIN2A,ESTELLIN,6024,TURK2A,TURKEY,1,ESTELL_TURKEY1_1,60008036.0,ESTELL_TURKEY11,,,1,Line,TURK2A,ESTELLIN2A,ESTELL_TURKEY1_1,1,duplicate_match,different
637,ee969d51-58a5-4cf3-b834-cb16752e290f,Branch,ACLineSegment,1,RIOPEC_SCROSS1_1 1 1 69kV,6594,SCROSSTP2A,SCROSSTP,6598,RIOPECOS2A,RIOPECOS,1,RIOPEC_SCROSS1_1,60006952.0,RIOPEC_SCROSS11,,,1,Line,RIOPECOS2A,SCROSSTP2A,RIOPEC_SCROSS1_1,1,duplicate_match,different
637,ee969d51-58a5-4cf3-b834-cb16752e290f,Branch,ACLineSegment,1,RIOPEC_SCROSS1_1 1 1 69kV,6594,SCROSSTP2A,SCROSSTP,6598,RIOPECOS2A,RIOPECOS,1,RIOPEC_SCROSS1_1,60086539.0,RIOP_SCROSS11,,,1,Line,,,RIOP_SCROSS1_1,1,duplicate_match,different
638,5fc4ca75-d57c-4cd8-9cb8-2984371bd3ae,Branch,ACLineSegment,1,AVENUE_SAPOWE1_1 1 1 69kV,6471,AVENUEN2A,AVENUEN,6478,SAPOWER2A,SAPOWER,1,AVENUE_SAPOWE1_1,60086719.0,SAAN_SAPS11,,,1,Line,SAPS2A,SAAN2A,SAAN_SAPS1_1,1,duplicate_match,different
638,5fc4ca75-d57c-4cd8-9cb8-2984371bd3ae,Branch,ACLineSegment,1,AVENUE_SAPOWE1_1 1 1 69kV,6471,AVENUEN2A,AVENUEN,6478,SAPOWER2A,SAPOWER,1,AVENUE_SAPOWE1_1,60010224.0,AVENUE_SAPOWE11,,,1,Line,SAPOWER2A,AVENUEN2A,AVENUE_SAPOWE1_1,1,duplicate_match,different
641,d245a4da-8a86-4601-a7f2-b6f0e37007a9,Branch,ACLineSegment,1,CEDRHI_EDIT1_1 1 1 69kV,6422,EDIT2A,EDIT,6423,CEDRHILL2A,CEDRHILL,1,CEDRHI_EDIT1_1,60008064.0,CEDRHI_EDIT11,,,1,Line,CEDRHILL2A,EDIT2A,CEDRHI_EDIT1_1,1,duplicate_match,different
641,d245a4da-8a86-4601-a7f2-b6f0e37007a9,Branch,ACLineSegment,1,CEDRHI_EDIT1_1 1 1 69kV,6422,EDIT2A,EDIT,6423,CEDRHILL2A,CEDRHILL,1,CEDRHI_EDIT1_1,60003750.0,CEDH_EDIT1,,,1,Line,EDIT2A,CEDH2A,CEDH_EDIT1_1,1,duplicate_match,different
644,54e5fc74-fdf6-4326-8ffe-d036e79cbcab,Branch,ACLineSegment,1,SHARPT_SOUTHA1_1_ 1 1 138kV,6260,SOUTHABI4A,SOUTHABI,6315,SHARPTAP4A,SHARPTAP,1,SHARPT_SOUTHA1_1,60002883.0,ABSO_SHARPT1,,,1,Line,ABSO4A,SHARPTAP4A,ABSO_SHARPT1_1_,1_,duplicate_match,different
644,54e5fc74-fdf6-4326-8ffe-d036e79cbcab,Branch,ACLineSegment,1,SHARPT_SOUTHA1_1_ 1 1 138kV,6260,SOUTHABI4A,SOUTHABI,6315,SHARPTAP4A,SHARPTAP,1,SHARPT_SOUTHA1_1,60064537.0,SHARPT_SOUTHA11,,,1,Line,SHARPTAP4A,SOUTHABI4A,SHARPT_SOUTHA1_1,1,duplicate_match,different
656,d5f57448-b28d-4c65-bd25-63b78d67a286,Branch,ACLineSegment,1,JUNCTI_KMJC1_1 1 1 69kV,6400,JUNCTION2A,JUNCTION,60091,KMJCR,KMJC,1,JUNCTI_KMJC1_1,60009104.0,JUNCTI_KMJC11,,,1,Line,KMJCR,JUNCTION2A,JUNCTI_KMJC1_1,1,duplicate_match,different
656,d5f57448-b28d-4c65-bd25-63b78d67a286,Branch,ACLineSegment,1,JUNCTI_KMJC1_1 1 1 69kV,6400,JUNCTION2A,JUNCTION,60091,KMJCR,KMJC,1,JUNCTI_KMJC1_1,60005573.0,JUNC_KMJC1,,,1,Line,JUNC2A,KMJCR,JUNC_KMJC1_1,1,duplicate_match,different
658,4cb17799-df0b-461a-bd69-e83c9a5380cc,Branch,ACLineSegment,1,CONCHO_SAEM1_1 1 1 69kV,6450,CONCHO2A,CONCHO,6457,SAEM2A,SAEM,1,CONCHO_SAEM1_1,60004053.0,CONCHO_SAEM11,,,1,Line,CONCHO2A,SAEM2A,CONCHO_SAEM1_1,1,duplicate_match,different
658,4cb17799-df0b-461a-bd69-e83c9a5380cc,Branch,ACLineSegment,1,CONCHO_SAEM1_1 1 1 69kV,6450,CONCHO2A,CONCHO,6457,SAEM2A,SAEM,1,CONCHO_SAEM1_1,60086790.0,SACO_SAEM11,,,1,Line,SACO2A,SAEM2A,SACO_SAEM1_1,1,duplicate_match,different
690,aabc4f3a-b4cb-42b5-921f-733f16523974,Branch,ACLineSegment,1,TALPAA_VALE1_1 1 1 69kV,6343,TALPATL2A,TALPAATL,6344,VALE2A,VALE,1,TALPAA_VALE1_1,60007465.0,TALPAA_VALE11,,,1,Line,VALE2A,TALPATL2A,TALPAA_VALE1_1,1,duplicate_match,different
690,aabc4f3a-b4cb-42b5-921f-733f16523974,Branch,ACLineSegment,1,TALPAA_VALE1_1 1 1 69kV,6343,TALPATL2A,TALPAATL,6344,VALE2A,VALE,1,TALPAA_VALE1_1,60079791.0,ATTA_VALE11,,,1,Line,TALPATL2,VALE2A,ATTA_VALE1_1,1,duplicate_match,different
696,72da1516-0fd3-4957-acef-ef2baef8f35b,Branch,ACLineSegment,1,ALMC_VALENT1_1 1 1 69kV,6677,VALENTIN2A,VALENTIN,6678,ALMC2A,ALMC,1,ALMC_VALENT1_1,60009638.0,ALMC_VALENT11,,,1,Line,VALENTIN2A,ALMC2A,ALMC_VALENT1_1,1,duplicate_match,different
696,72da1516-0fd3-4957-acef-ef2baef8f35b,Branch,ACLineSegment,1,ALMC_VALENT1_1 1 1 69kV,6677,VALENTIN2A,VALENTIN,6678,ALMC2A,ALMC,1,ALMC_VALENT1_1,60002999.0,ALMC_VALT1,,,1,Line,VALT2A,ALMC2A,ALMC_VALT1_1,1,duplicate_match,different
697,b27ff25f-f6d0-47d8-83f1-19a9cfcdc5de,Branch,ACLineSegment,1,ABPOWE_OVERST1_1 1 1 69kV,6272,OVERSTRE2A,OVERSTRE,6282,ABPOWERS2A,ABPOWERS,1,ABPOWE_OVERST1_1,60009070.0,ABPOWE_OVERST11,,,1,Line,OVERSTRE2A,ABPOWERS2A,ABPOWE_OVERST1_1,1,duplicate_match,different
697,b27ff25f-f6d0-47d8-83f1-19a9cfcdc5de,Branch,ACLineSegment,1,ABPOWE_OVERST1_1 1 1 69kV,6272,OVERSTRE2A,OVERSTRE,6282,ABPOWERS2A,ABPOWERS,1,ABPOWE_OVERST1_1,60002865.0,ABOV_ABPG1,,,1,Line,ABOV2A,ABPG2A,ABOV_ABPG1_1,1,duplicate_match,different
698,ce01ea5e-8f8a-4ae0-af19-028450f30017,Branch,ACLineSegment,1,ALPINE_PAIS1_1 1 1 69kV,6666,ALPINE2A,ALPINE,6667,PAIS2A,PAIS,1,ALPINE_PAIS1_1,60008692.0,ALPINE_PAIS11,,,1,Line,ALPINE2A,PAIS2A,ALPINE_PAIS1_1,1,duplicate_match,different
698,ce01ea5e-8f8a-4ae0-af19-028450f30017,Branch,ACLineSegment,1,ALPINE_PAIS1_1 1 1 69kV,6666,ALPINE2A,ALPINE,6667,PAIS2A,PAIS,1,ALPINE_PAIS1_1,60003010.0,ALPI_PAIS1,,,1,Line,ALPI2A,PAIS2A,ALPI_PAIS1_1,1,duplicate_match,different
767,19c14af8-8066-4a1f-8673-0eacf799b6fa,Branch,ACLineSegment,1,1075_C _C 1 138kV,2036,KELLER2_T8,KLRTP,33565,KELLER2,KELLR,_C,1075__C,60092053.0,1075_C,,,1,Line,KELLER2_T8,KELLER2,1075__C,_C,duplicate_match,different
767,19c14af8-8066-4a1f-8673-0eacf799b6fa,Branch,ACLineSegment,1,1075_C _C 1 138kV,2036,KELLER2_T8,KLRTP,33565,KELLER2,KELLR,_C,1075__C,60000056.0,1055_K,,,1,Line,KELLER,KELLER2_T8,1055__K,_K,duplicate_match,different
770,ce566ac0-c127-4dfe-b8a9-716b76ef1589,Branch,ACLineSegment,1,1085_C _C 1 138kV,2026,CLYVIL1_T8,CLYTP,2050,BEDFORD1_8,BDFRD,_C,1085__C,60092055.0,1085_C,,,1,Line,CLYVIL1_T8,BEDFORD1_8,1085__C,_C,duplicate_match,different
770,ce566ac0-c127-4dfe-b8a9-716b76ef1589,Branch,ACLineSegment,1,1085_C _C 1 138kV,2026,CLYVIL1_T8,CLYTP,2050,BEDFORD1_8,BDFRD,_C,1085__C,60000066.0,1060_C_OldTeid,,,1,Line,CLYVIL1_T8,BEDFORD1_8,1060__C_OldTeid,_C,duplicate_match,different
771,95a7b66a-2c70-4346-8486-423938c6a46e,Branch,ACLineSegment,1,1085_D _D 1 138kV,2016,EULESS_8,EULES,2052,BD_WDSN2_T8,BDWTP,_D,1085__D,60092056.0,1085_D,,,1,Line,EULESS_8,BD_WDSN2_T8,1085__D,_D,duplicate_match,different
771,95a7b66a-2c70-4346-8486-423938c6a46e,Branch,ACLineSegment,1,1085_D _D 1 138kV,2016,EULESS_8,EULES,2052,BD_WDSN2_T8,BDWTP,_D,1085__D,60000067.0,1060_D,,,1,Line,EULESS_8,BD_WDSN2_T8,1060__D,_D,duplicate_match,different
775,d980099a-3f1c-43ea-bb7b-d38c56cbfbda,Branch,ACLineSegment,1,1085_B _B 1 138kV,2026,CLYVIL1_T8,CLYTP,2027,BEARCK1_8,BRCRK,_B,1085__B,60000064.0,1060_A_OldTeid,,,1,Line,CLYVIL1_T8,BEARCK1_8,1060__A_OldTeid,_A,duplicate_match,different
775,d980099a-3f1c-43ea-bb7b-d38c56cbfbda,Branch,ACLineSegment,1,1085_B _B 1 138kV,2026,CLYVIL1_T8,CLYTP,2027,BEARCK1_8,BRCRK,_B,1085__B,60092054.0,1085_B,,,1,Line,BEARCK1_8,CLYVIL1_T8,1085__B,_B,duplicate_match,different
777,b186b06d-41d3-49c8-834a-8234a3a0e9ad,Branch,ACLineSegment,1,1085_E _E 1 138kV,2050,BEDFORD1_8,BDFRD,2052,BD_WDSN2_T8,BDWTP,_E,1085__E,60000075.0,1060_L,,,1,Line,BEDFORD1_8,BD_WDSN2_T8,1060__L,_L,duplicate_match,different
777,b186b06d-41d3-49c8-834a-8234a3a0e9ad,Branch,ACLineSegment,1,1085_E _E 1 138kV,2050,BEDFORD1_8,BDFRD,2052,BD_WDSN2_T8,BDWTP,_E,1085__E,60092057.0,1085_E,,,1,Line,BD_WDSN2_T8,BEDFORD1_8,1085__E,_E,duplicate_match,different
778,066376cb-9f23-449c-8b4e-5d00d7396894,Branch,ACLineSegment,1,1085_G _G 1 138kV,2052,BD_WDSN2_T8,BDWTP,12051,BD_WDSN1_8,BDFWD,_G,1085__G,60000076.0,1060_M,,,1,Line,BD_WDSN2_T8,BD_WDSN1_8,1060__M,_M,duplicate_match,different
778,066376cb-9f23-449c-8b4e-5d00d7396894,Branch,ACLineSegment,1,1085_G _G 1 138kV,2052,BD_WDSN2_T8,BDWTP,12051,BD_WDSN1_8,BDFWD,_G,1085__G,60092059.0,1085_G,,,1,Line,BD_WDSN1_8,BD_WDSN2_T8,1085__G,_G,duplicate_match,different
779,8ef2ea9b-c6f4-49d8-8aa7-ef9a204a93e6,Branch,ACLineSegment,1,1085_F _F 1 138kV,2026,CLYVIL1_T8,CLYTP,12026,CLYVIL1_8,CLYVL,_F,1085__F,60092058.0,1085_F,,,1,Line,CLYVIL1_8,CLYVIL1_T8,1085__F,_F,duplicate_match,different
779,8ef2ea9b-c6f4-49d8-8aa7-ef9a204a93e6,Branch,ACLineSegment,1,1085_F _F 1 138kV,2026,CLYVIL1_T8,CLYTP,12026,CLYVIL1_8,CLYVL,_F,1085__F,60000077.0,1060_N,,,1,Line,CLYVIL1_T8,CLYVIL1_8,1060__N,_N,duplicate_match,different
790,3c0f2a85-0deb-44ad-ab51-9f9872a5aabd,Branch,ACLineSegment,1,6530_C _C 1 138kV,1027,ODESEHV_8,ODEHV,10005,JACKRABT2_T8,JACKR,_C,6530__C,60090501.0,6530_C,,,1,Line,JACKRABT2_T8,ODESEHV_8,6530__C,_C,duplicate_match,different
790,3c0f2a85-0deb-44ad-ab51-9f9872a5aabd,Branch,ACLineSegment,1,6530_C _C 1 138kV,1027,ODESEHV_8,ODEHV,10005,JACKRABT2_T8,JACKR,_C,6530__C,60002228.0,6535_B,,,1,Line,ODESEHV_8,TEXINSTA_8,6535__B,_B,duplicate_match,different
821,ecbff538-2963-4b21-8969-0cf6eaf4106a,Branch,ACLineSegment,1,6429__D _D 1 138kV,1313,ENISCKTA_8,ENCRT,1315,BRAND_8,BRAND,_D,6429__D,60007983.0,6429_D,,,1,Line,ENISCKTA_8,BRAND_8,6429__D,_D,duplicate_match,different
821,ecbff538-2963-4b21-8969-0cf6eaf4106a,Branch,ACLineSegment,1,6429__D _D 1 138kV,1313,ENISCKTA_8,ENCRT,1315,BRAND_8,BRAND,_D,6429__D,60002144.0,6437_D,,,1,Line,ENISCKTA_8,ENNISCK_8,6437__D,_D,duplicate_match,different
880,1de0b4dd-90bc-4548-a4b7-ff5d12c41015,Branch,ACLineSegment,1,BALLIN_COLE_I1_1 1 1 138kV,6340,BALLINGE4A,BALLINGE,6360,COLE_IVI4A,COLE_IVI,1,BALLIN_COLE_I1_1,60003181.0,BALG_COLE_I1,,,1,Line,BALG4A,COLE_IVI4A,BALG_COLE_I1_1,1,duplicate_match,different
880,1de0b4dd-90bc-4548-a4b7-ff5d12c41015,Branch,ACLineSegment,1,BALLIN_COLE_I1_1 1 1 138kV,6340,BALLINGE4A,BALLINGE,6360,COLE_IVI4A,COLE_IVI,1,BALLIN_COLE_I1_1,60009098.0,BALLIN_COLE_I11,,,1,Line,COLE_IVI4A,BALLINGE4A,BALLIN_COLE_I1_1,1,duplicate_match,different
887,2d3fc583-b448-4e90-b702-17e26194608d,Branch,ACLineSegment,1,CLYDE_CLYM_T1_1 1 1 69kV,6302,CLYM2A,CLYM_T,6305,CLYDE2A,CLYDE,1,CLYDE_CLYM_T1_1,60009083.0,CLYDE_CLYM_T11,,,1,Line,CLYDE2A,CLYM2A,CLYDE_CLYM_T1_1,1,duplicate_match,different
887,2d3fc583-b448-4e90-b702-17e26194608d,Branch,ACLineSegment,1,CLYDE_CLYM_T1_1 1 1 69kV,6302,CLYM2A,CLYM_T,6305,CLYDE2A,CLYDE,1,CLYDE_CLYM_T1_1,60003983.0,CLYD_CLYM_T1,,,1,Line,CLYDMGT2,CLYD2A,CLYD_CLYM_T1_1,1,duplicate_match,different
888,e407b35e-cfe7-4374-9904-2c1012ac634e,Branch,ACLineSegment,1,HARI_MILES1_1 1 1 69kV,6410,MILES2A,MILES,6412,HARI2A,HARI,1,HARI_MILES1_1,60082781.0,HARI_MILE11,,,1,Line,MILE2A,HARI2A,HARI_MILE1_1,1,duplicate_match,different
888,e407b35e-cfe7-4374-9904-2c1012ac634e,Branch,ACLineSegment,1,HARI_MILES1_1 1 1 69kV,6410,MILES2A,MILES,6412,HARI2A,HARI,1,HARI_MILES1_1,60005221.0,HARI_MILES11,,,1,Line,HARI2A,MILES2A,HARI_MILES1_1,1,duplicate_match,different
890,1a55e9b2-fa36-4929-b8e5-36f2dd8deac5,Branch,ACLineSegment,1,HASKEL_JOSSEL1_1 1 1 69kV,6122,HSKL2A,HASKELL,6123,JOSSELLE2A,JOSSELLE,1,HASKEL_JOSSEL1_1,60005237.0,HASKEL_JOSS1,,,1,Line,HSKL2A,JOSS2A,HASKEL_JOSS1_1,1,duplicate_match,different
890,1a55e9b2-fa36-4929-b8e5-36f2dd8deac5,Branch,ACLineSegment,1,HASKEL_JOSSEL1_1 1 1 69kV,6122,HSKL2A,HASKELL,6123,JOSSELLE2A,JOSSELLE,1,HASKEL_JOSSEL1_1,60009019.0,HASKEL_JOSSEL11,,,1,Line,HSKL2A,JOSSELLE2A,HASKEL_JOSSEL1_1,1,duplicate_match,different
912,abe79bfe-19e5-4099-ab28-e5b625f19b5b,Branch,ACLineSegment,1,635T635_1 1 1 138kV,7102,L_SHERSH8_1Y,SHERSH,7103,L_BUCKRA8_1Y,BUBORA,1,635T635_1,60000749.0,198T187,,,1,Line,L_SHERSH8_1Y,L_BUCKRA8_1Y,198T187_1,1,duplicate_match,different
912,abe79bfe-19e5-4099-ab28-e5b625f19b5b,Branch,ACLineSegment,1,635T635_1 1 1 138kV,7102,L_SHERSH8_1Y,SHERSH,7103,L_BUCKRA8_1Y,BUBORA,1,635T635_1,60009131.0,635T6351,,,1,Line,L_SHERSH8_1Y,L_BUCKRA8_1Y,635T635_1,1,duplicate_match,different
966,2922bc81-71a6-4b66-9226-aaf4d31ab999,Branch,ACLineSegment,1,359T542_1 1 1 69kV,7223,L_LULING9_1Y,LULING,78577,L_HOCHTA9_1Y,HOCHTA,1,359T542_1,60001345.0,359T543,,,1,Line,L_LULING9_1Y,L_HOCHTA9_1Y,359T543_1,1,duplicate_match,different
966,2922bc81-71a6-4b66-9226-aaf4d31ab999,Branch,ACLineSegment,1,359T542_1 1 1 69kV,7223,L_LULING9_1Y,LULING,78577,L_HOCHTA9_1Y,HOCHTA,1,359T542_1,60008106.0,359T5421,,,1,Line,L_HOCHTA9_1Y,L_LULING9_1Y,359T542_1,1,duplicate_match,different
1056,7b3cf950-4e3f-4b86-b612-aa47ca4683f9,Branch,ACLineSegment,1,993T697_1 1 1 138kV,8273,PUEBLO4A,PUEBLO,8274,W_CONOCO4A,W_CONOCO,1,993T697_1,60000149.0,11468T463,,,1,Line,PUEBLO4A,W_CONOCO4A,11468T463_1,1,duplicate_match,different
1056,7b3cf950-4e3f-4b86-b612-aa47ca4683f9,Branch,ACLineSegment,1,993T697_1 1 1 138kV,8273,PUEBLO4A,PUEBLO,8274,W_CONOCO4A,W_CONOCO,1,993T697_1,60009723.0,993T6971,,,1,Line,PUEBLO4A,W_CONOCO4A,993T697_1,1,duplicate_match,different
1057,05e82cc4-3379-4004-8929-b62b22f4d55c,Branch,ACLineSegment,1,BALLIN_HUMBLT1_1 1 1 69kV,6338,BALLINGE2A,BALLINGE,6341,BALEXTP2A,HUMBLTAP,1,BALLIN_HUMBLT1_1,60003185.0,BALG_HUMBLT1,,,1,Line,BALG2A,BALEXTP2,BALG_HUMBLT1_1,1,duplicate_match,different
