teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,opeq_status
255036,604af05b-ab39-4799-ab43-e6cc720a3931,Transformer,PowerTransformer,1,AUT1 138kV-69kV,6564,ILLN4A,ILLN,6565,ILLN2A,ILLN,AUT1,ILLN_AUT1,60039915.0,ILLN_138_69_AUTO1_L,,,1,Transformer,ILLN2A,ILLN4A,ILLN_138_69_AUTO1_L,138_69_AUTO1_L,duplicate_match,different
255036,604af05b-ab39-4799-ab43-e6cc720a3931,Transformer,PowerTransformer,1,AUT1 138kV-69kV,6564,ILLN4A,ILLN,6565,ILLN2A,ILLN,AUT1,ILLN_AUT1,60110998.0,ILLN_138_69_AUTO1_H,,,1,Transformer,ILLN2A,ILLN4A,ILLN_138_69_AUTO1_H,,duplicate_match,different
256181,b47806e4-cd96-4569-86f7-4fa13d2f5c83,Transformer,PowerTransformer,1,AT1 138kV-69kV,7595,L_DEERCR8_1Y,DEERCR,7597,L_DEERCR9_1Y,DEERCR,AT1,DEERCR_AT1,60008269.0,DEERCR_ATH,,,1,Transformer,L_DEERCR9_1Y,L_DEERCR8_1Y,DEERCR_ATH,ATH,duplicate_match,different
256181,b47806e4-cd96-4569-86f7-4fa13d2f5c83,Transformer,PowerTransformer,1,AT1 138kV-69kV,7595,L_DEERCR8_1Y,DEERCR,7597,L_DEERCR9_1Y,DEERCR,AT1,DEERCR_AT1,60027706.0,DEERCR_ATL,,,1,Transformer,L_DEERCR9_1Y,L_DEERCR8_1Y,DEERCR_ATL,ATL,duplicate_match,different
257871,26f39562-e214-4711-825f-86f0d2dd1216,Transformer,PowerTransformer,1,AUT1 138kV-69kV,8962,LYTLE4A,LYTLE2,8622,LYTLE2A,LYTLE2,AUT1,LYTLE2_AUT1,60047274.0,LYTLE2_138_69_1_L,,,1,Transformer,LYTLE2A,LYTLE4A,LYTLE2_138_69_1_L,138_69_1_L,duplicate_match,different
257871,26f39562-e214-4711-825f-86f0d2dd1216,Transformer,PowerTransformer,1,AUT1 138kV-69kV,8962,LYTLE4A,LYTLE2,8622,LYTLE2A,LYTLE2,AUT1,LYTLE2_AUT1,60111104.0,LYTLE2_138_69_1_H,,,1,Transformer,LYTLE4A,LYTLE2A,LYTLE2_138_69_1_H,,duplicate_match,different
257884,7b99479f-2426-40f6-a5c6-7a63a8159119,Branch,ACLineSegment,1,DEVINE_LYTLE21_1 1 1 69kV,8223,DEVINE2A,DEVINE,8622,LYTLE2A,LYTLE2,1,DEVINE_LYTLE21_1,60100827.0,DEVINE_LYTLE211,,,1,Line,DEVINE2A,LYTLE2A,DEVINE_LYTLE21_1,1,duplicate_match,different
257884,7b99479f-2426-40f6-a5c6-7a63a8159119,Branch,ACLineSegment,1,DEVINE_LYTLE21_1 1 1 69kV,8223,DEVINE2A,DEVINE,8622,LYTLE2A,LYTLE2,1,DEVINE_LYTLE21_1,60004283.0,DEVINE_LYTLE21_OldTeid,,,1,Line,DEVINE2A,LYTLE22A,DEVINE_LYTLE21_1_OldTeid,1,duplicate_match,different
262424,3c63cc3b-858a-4bed-bc96-09254e17cb82,Branch,ACLineSegment,1,SKY1_ROCKIS_1 1 1 138kV,57640,ROCKISLANSB8,ROCKIS,170403,SKY1_8,SKY1,1,SKY1_ROCKIS_1,60085092.0,NORDWE_DSW_23961_69,,,,disconnector,L_NORDWE9_1Y,,NORDWE_DSW_23961_69,DSW_23961,duplicate_match,different
262424,3c63cc3b-858a-4bed-bc96-09254e17cb82,Branch,ACLineSegment,1,SKY1_ROCKIS_1 1 1 138kV,57640,ROCKISLANSB8,ROCKIS,170403,SKY1_8,SKY1,1,SKY1_ROCKIS_1,60008115.0,SKY1_ROCKIS1,,,1,Line,ROCKISLANSB8,SKY1_8,SKY1_ROCKIS_1,1,duplicate_match,different
262428,6b0669d1-542d-4b6a-abd8-be50335f1ef3,Transformer,PowerTransformer,1,GSU1 138kV-13.8kV,170403,SKY1_8,SKY1,170401,SKY1_GA,SKY1,GSU1,SKY1_GSU1,60112701.0,SKY1_GSU1,,,1,Transformer,SKY1_GA,SKY1_8,SKY1_GSU1,,duplicate_match,different
262428,6b0669d1-542d-4b6a-abd8-be50335f1ef3,Transformer,PowerTransformer,1,GSU1 138kV-13.8kV,170403,SKY1_8,SKY1,170401,SKY1_GA,SKY1,GSU1,SKY1_GSU1,60085097.0,NORDWE_DSW_23971_69,,,,disconnector,L_NORDWE9_1Y,,NORDWE_DSW_23971_69,DSW_23971,duplicate_match,different
273492,278e949b-8614-4a07-90af-34f0195d6a33,Transformer,PowerTransformer,1,CHOT 138kV-69kV,5728,CHOATESUB8,CHOATE,5729,CHOATESUB9,CHOATE,CHOT,CHOATE_CHOT,60003818.0,CHOATE_HIGH,,,1,Transformer,CHOATESUB9,CHOATESUB8,CHOATE_HIGH,HIGH,duplicate_match,different
273492,278e949b-8614-4a07-90af-34f0195d6a33,Transformer,PowerTransformer,1,CHOT 138kV-69kV,5728,CHOATESUB8,CHOATE,5729,CHOATESUB9,CHOATE,CHOT,CHOATE_CHOT,60023299.0,CHOATE_LOW,,,1,Transformer,CHOATESUB9,CHOATESUB8,CHOATE_LOW,LOW,duplicate_match,different
274394,322974a6-17b5-42e8-b46c-7a26c2a52915,Transformer,PowerTransformer,7,0003 345kV-230kV,141607,AEEC_5,AEEC,141606,ANTLP_0,AEEC,0003,AEEC_0003,60112305.0,AEEC_0003,,,7,Transformer,ANTLP_0,AEEC_5,AEEC_0003,,duplicate_match,different
274394,322974a6-17b5-42e8-b46c-7a26c2a52915,Transformer,PowerTransformer,7,0003 345kV-230kV,141607,AEEC_5,AEEC,141606,ANTLP_0,AEEC,0003,AEEC_0003,60013501.0,AEEC_0003_L,,,7,Transformer,AEEC_5,ANTLP_0,AEEC_0003_L,0003_L,duplicate_match,different
277336,2baee831-e44f-4786-8bfa-6d66670f6ef7,Transformer,PowerTransformer,1,MPX 138kV-34.5kV,170382,OCI_ALM_HIGH,OCI_ALM1,170381,OCI_ALM1_G1,OCI_ALM1,MPX,OCI_ALM1_MPX,60112699.0,OCI_ALM1_MPX,,,1,Transformer,OCI_ALM_HIGH,OCI_ALM1_G1,OCI_ALM1_MPX,,duplicate_match,different
277336,2baee831-e44f-4786-8bfa-6d66670f6ef7,Transformer,PowerTransformer,1,MPX 138kV-34.5kV,170382,OCI_ALM_HIGH,OCI_ALM1,170381,OCI_ALM1_G1,OCI_ALM1,MPX,OCI_ALM1_MPX,60006481.0,OCI_ALM1_MPXH,,,1,Transformer,OCI_ALM_HIGH,OCI_ALM1_G1,OCI_ALM1_MPXH,MPXH,duplicate_match,different
278956,9a59bd5b-d8b5-4570-8de2-8268b771c956,Transformer,PowerTransformer,1,P2T1 345kV-34.5kV,131753,PC_SOUTH_1_5,PC_SOUTH,131751,PC__PANTHER2,PC_SOUTH,P2T1,PC_SOUTH_P2T1,60112131.0,PC_SOUTH_P2T1,,,1,Transformer,PC__PANTHER2,PC_SOUTH_1_5,PC_SOUTH_P2T1,,duplicate_match,different
278956,9a59bd5b-d8b5-4570-8de2-8268b771c956,Transformer,PowerTransformer,1,P2T1 345kV-34.5kV,131753,PC_SOUTH_1_5,PC_SOUTH,131751,PC__PANTHER2,PC_SOUTH,P2T1,PC_SOUTH_P2T1,60006641.0,PC_SOUTH_PC2_T1,,,1,Transformer,PC__PANTHER2,PC_SOUTH_1_5,PC_SOUTH_PC2_T1,PC2_T1,duplicate_match,different
278957,8ea6f7ac-30ef-426b-a481-a32330532f26,Transformer,PowerTransformer,1,FMR1 138kV-13.8kV,1694,TENASKA_8,TNSKA,140051,TNSKA_GT1,TNSKA,FMR1,TNSKA_FMR1,60110725.0,TNSKA_FMR1,,,1,Transformer,TENASKA_8,TNSKA_GT1,TNSKA_FMR1,,duplicate_match,different
278957,8ea6f7ac-30ef-426b-a481-a32330532f26,Transformer,PowerTransformer,1,FMR1 138kV-13.8kV,1694,TENASKA_8,TNSKA,140051,TNSKA_GT1,TNSKA,FMR1,TNSKA_FMR1,60087924.0,TNSKA_UXFMR1,,,1,Transformer,,,TNSKA_UXFMR1,UXFMR1,duplicate_match,different
278959,1c8c9bb4-2dae-4b24-a526-1132d75fd1f6,Transformer,PowerTransformer,1,WHTL 138kV-34.5kV,140282,WHTTAIL_1_8,WHTTAIL,140281,WHTTAIL_WR1,WHTTAIL,WHTL,WHTTAIL_WHTL,60112263.0,WHTTAIL_WHTL,,,1,Transformer,WHTTAIL_WR1,WHTTAIL_1_8,WHTTAIL_WHTL,,duplicate_match,different
278959,1c8c9bb4-2dae-4b24-a526-1132d75fd1f6,Transformer,PowerTransformer,1,WHTL 138kV-34.5kV,140282,WHTTAIL_1_8,WHTTAIL,140281,WHTTAIL_WR1,WHTTAIL,WHTL,WHTTAIL_WHTL,60088561.0,WHTTAIL_WHTL_T1,,,1,Transformer,,,WHTTAIL_WHTL_T1,WHTL_T1,duplicate_match,different
278963,0de4af09-d36c-450c-bca7-7d1a17a0c1d6,Transformer,PowerTransformer,1,XFMR 69kV-34.5kV,140082,WEC_1_8,WEC,140081,WEC_WECG1,WEC,XFMR,WEC_XFMR,60112261.0,WEC_XFMR,,,1,Transformer,WEC_WECG1,WEC_1_8,WEC_XFMR,,duplicate_match,different
278963,0de4af09-d36c-450c-bca7-7d1a17a0c1d6,Transformer,PowerTransformer,1,XFMR 69kV-34.5kV,140082,WEC_1_8,WEC,140081,WEC_WECG1,WEC,XFMR,WEC_XFMR,60007791.0,WEC_WECXFMR1,,,1,Transformer,WEC_WECG1,WEC_1_8,WEC_WECXFMR1,WECXFMR1,duplicate_match,different
278965,b298b84c-c4ce-4959-946d-5a2b1e597b24,Transformer,PowerTransformer,1,FMR1 345kV-18kV,140077,KMCHI_1_5,KMCHI,140072,KMCHI_1CT201,KMCHI,FMR1,KMCHI_FMR1,60083533.0,KMCHI_1CT201,,,1,Transformer,,,KMCHI_1CT201,1CT201,duplicate_match,different
278965,b298b84c-c4ce-4959-946d-5a2b1e597b24,Transformer,PowerTransformer,1,FMR1 345kV-18kV,140077,KMCHI_1_5,KMCHI,140072,KMCHI_1CT201,KMCHI,FMR1,KMCHI_FMR1,60112259.0,KMCHI_FMR1,,,1,Transformer,KMCHI_1CT201,KMCHI_1_5,KMCHI_FMR1,,duplicate_match,different
278980,745ea6ed-95bc-4711-999c-fc1fbf2d4e0c,Transformer,PowerTransformer,1,FMR1 138kV-69kV,1450,PLEASVAL1_8,PLVSW,1451,PLEASVAL1_9,PLVSW,FMR1,PLVSW_FMR1,60057168.0,PLVSW_AXFMR1-L,,,1,Transformer,PLEASVAL1_9,PLEASVAL1_8,PLVSW_AXFMR1-L,AXFMR1-L,duplicate_match,different
278980,745ea6ed-95bc-4711-999c-fc1fbf2d4e0c,Transformer,PowerTransformer,1,FMR1 138kV-69kV,1450,PLEASVAL1_8,PLVSW,1451,PLEASVAL1_9,PLVSW,FMR1,PLVSW_FMR1,60110713.0,PLVSW_AXFMR1-H,,,1,Transformer,PLEASVAL1_9,PLEASVAL1_8,PLVSW_AXFMR1-H,,duplicate_match,different
278981,39c9d31c-099a-4142-aea3-4ad59b04b40f,Transformer,PowerTransformer,1,PCT1 345kV-34.5kV,131352,PC_NORTH_1_5,PC_NORTH,131351,PC__PANTHER1,PC_NORTH,PCT1,PC_NORTH_PCT1,60006640.0,PC_NORTH_PC1_T1,,,1,Transformer,PC__PANTHER1,PC_NORTH_1_5,PC_NORTH_PC1_T1,PC1_T1,duplicate_match,different
278981,39c9d31c-099a-4142-aea3-4ad59b04b40f,Transformer,PowerTransformer,1,PCT1 345kV-34.5kV,131352,PC_NORTH_1_5,PC_NORTH,131351,PC__PANTHER1,PC_NORTH,PCT1,PC_NORTH_PCT1,60112127.0,PC_NORTH_P1T1,,,1,Transformer,PC__PANTHER1,PC_NORTH_1_5,PC_NORTH_P1T1,,duplicate_match,different
278983,72610ae2-5dff-4875-ae69-ccaa96b0dcfc,Transformer,PowerTransformer,T3,FMR1 138kV-13.8kV,1891,DECRDOVA_8,DCSES,150721,DCSES_CT10,DCSES,FMR1,DCSES_FMR1,60081453.0,DCSES_UCXFMR1,,,2,Transformer,,,DCSES_UCXFMR1,UCXFMR1,duplicate_match,different
278983,72610ae2-5dff-4875-ae69-ccaa96b0dcfc,Transformer,PowerTransformer,T3,FMR1 138kV-13.8kV,1891,DECRDOVA_8,DCSES,150721,DCSES_CT10,DCSES,FMR1,DCSES_FMR1,60110752.0,DCSES_FMR1,,,T3,Transformer,DECRDOVA_8,DCSES_CT10,DCSES_FMR1,,duplicate_match,different
278990,51ee8a9f-0958-4096-99ef-330be8b0f255,Transformer,PowerTransformer,3,FMR1 138kV-34.5kV,180455,BUFF_GAP_2_8,BUFF_GAP,180451,BUFF_G_UNIT1,BUFF_GAP,FMR1,BUFF_GAP_FMR1,60003543.0,BUFF_GAP_UXFMR1,,,3,Transformer,BUFF_G_UNIT1,BUFF_GAP_2_8,BUFF_GAP_UXFMR1,UXFMR1,duplicate_match,different
278990,51ee8a9f-0958-4096-99ef-330be8b0f255,Transformer,PowerTransformer,3,FMR1 138kV-34.5kV,180455,BUFF_GAP_2_8,BUFF_GAP,180451,BUFF_G_UNIT1,BUFF_GAP,FMR1,BUFF_GAP_FMR1,60112770.0,BUFF_GAP_FMR1,,,3,Transformer,BUFF_G_UNIT1,BUFF_GAP_2_8,BUFF_GAP_FMR1,,duplicate_match,different
278991,d75a50eb-9ee7-4a9e-adc9-443c67220092,Transformer,PowerTransformer,10,SGT1 138kV-13.8kV,59300,PWRPLANT,SILASRAY,160274,SIL_SILAS_10,SILASRAY,SGT1,SILASRAY_SGT1,60007211.0,SILASRAY_GSU-10,,,10,Transformer,PWRPLANT,SIL_SILAS_10,SILASRAY_GSU-10,GSU-10,duplicate_match,different
278991,d75a50eb-9ee7-4a9e-adc9-443c67220092,Transformer,PowerTransformer,10,SGT1 138kV-13.8kV,59300,PWRPLANT,SILASRAY,160274,SIL_SILAS_10,SILASRAY,SGT1,SILASRAY_SGT1,60111644.0,SILASRAY_SGT1,,,10,Transformer,PWRPLANT,SIL_SILAS_10,SILASRAY_SGT1,,duplicate_match,different
278992,d5d534d6-ddfc-4cfc-b56e-3ff897d67989,Transformer,PowerTransformer,1,GSU1 138kV-11.5kV,170022,AUSTDAM8,AUSTPL,170021,AUS_AUSTING1,AUSTPL,GSU1,AUSTPL_GSU1,60112665.0,AUSTPL_GSU1,,,1,Transformer,AUS_AUSTING1,AUSTDAM8,AUSTPL_GSU1,,duplicate_match,different
278992,d5d534d6-ddfc-4cfc-b56e-3ff897d67989,Transformer,PowerTransformer,1,GSU1 138kV-11.5kV,170022,AUSTDAM8,AUSTPL,170021,AUS_AUSTING1,AUSTPL,GSU1,AUSTPL_GSU1,60003131.0,AUSTPL_AUSGSUT1,,,1,Transformer,AUSTDAM8,AUS_AUSTING1,AUSTPL_AUSGSUT1,AUSGSUT1,duplicate_match,different
278998,35052206-b6b3-436d-a735-cb97157bd8e3,Transformer,PowerTransformer,1,69_4 138kV-69kV,5895,PEARSALLSUB8,PEARSALL,5893,PEARSALLSW9,PEARSALL,69_4,PEARSALL_69_4,60115059.0,PEARSALL_138_69_4_L,,,1,Transformer,PEARSALLSW9,PEARSALLSUB8,PEARSALL_138_69_4_L,138_69_4_L,duplicate_match,different
278998,35052206-b6b3-436d-a735-cb97157bd8e3,Transformer,PowerTransformer,1,69_4 138kV-69kV,5895,PEARSALLSUB8,PEARSALL,5893,PEARSALLSW9,PEARSALL,69_4,PEARSALL_69_4,60006657.0,PEARSALL_138_69_4,,,1,Transformer,PEARSALLSUB8,PEARSALLSW9,PEARSALL_138_69_4,138_69_4,duplicate_match,different
279001,d47014ac-0291-4923-ad12-7d18d7c82000,Transformer,PowerTransformer,1,381H 345kV-1kV,8455,LONHILL7A,LON_HILL,8449,LH1DUM,LON_HILL,381H,LON_HILL_381H,60005908.0,LON_HILL_345_1381H,,,1,Transformer,LH1DUM,LONHILL7A,LON_HILL_345_1381H,345_1381H,duplicate_match,different
279001,d47014ac-0291-4923-ad12-7d18d7c82000,Transformer,PowerTransformer,1,381H 345kV-1kV,8455,LONHILL7A,LON_HILL,8449,LH1DUM,LON_HILL,381H,LON_HILL_381H,60010005.0,LON_HILL_345_1381H_H,,,1,Transformer,LH1DUM,LONHILL7A,LON_HILL_345_1381H_H,345_1381H_H,duplicate_match,different
279005,34e90efb-89f0-4e4e-8e76-6cc18a833d23,Transformer,PowerTransformer,1,381L 138kV-1kV,84521,LON_HILL4B,LON_HILL,8449,LH1DUM,LON_HILL,381L,LON_HILL_381L,60005909.0,LON_HILL_345_1381L,,,1,Transformer,LH1DUM,LON_HILL4A,LON_HILL_345_1381L,345_1381L,duplicate_match,different
279005,34e90efb-89f0-4e4e-8e76-6cc18a833d23,Transformer,PowerTransformer,1,381L 138kV-1kV,84521,LON_HILL4B,LON_HILL,8449,LH1DUM,LON_HILL,381L,LON_HILL_381L,60010054.0,LON_HILL_345_1381L_H,,,1,Transformer,LH1DUM,LON_HILL4B,LON_HILL_345_1381L_H,345_1381L_H,duplicate_match,different
279008,033e6109-1620-49d3-8c6f-3e17461dcf7e,Transformer,PowerTransformer,1,69A1 69kV-138kV,8427,ARANSASP2A,ARANSASP,8430,ARANSASP4A,ARANSASP,69A1,ARANSASP_69A1,60003080.0,ARANSAS_138_69A1,,,1,Transformer,,,ARANSAS_138_69A1,138_69A1,duplicate_match,different
279008,033e6109-1620-49d3-8c6f-3e17461dcf7e,Transformer,PowerTransformer,1,69A1 69kV-138kV,8427,ARANSASP2A,ARANSASP,8430,ARANSASP4A,ARANSASP,69A1,ARANSASP_69A1,60111090.0,ARANSASP_138_69A1,,,1,Transformer,ARANSASP2A,ARANSASP4A,ARANSASP_138_69A1,,duplicate_match,different
279020,a58c6e4e-7594-4e19-9634-fd38ece502fd,Transformer,PowerTransformer,1,T903 138kV-13.8kV,58959,PEARSALLSCB8,PEARSAL2,160076,PEARSA_ENG13,PEARSAL2,T903,PEARSAL2_T903,60085756.0,PEARSAL2_AET903,,,1,Transformer,,,PEARSAL2_AET903,AET903,duplicate_match,different
279020,a58c6e4e-7594-4e19-9634-fd38ece502fd,Transformer,PowerTransformer,1,T903 138kV-13.8kV,58959,PEARSALLSCB8,PEARSAL2,160076,PEARSA_ENG13,PEARSAL2,T903,PEARSAL2_T903,60111620.0,PEARSAL2_T903,,,1,Transformer,PEARSALLSCB8,PEARSA_ENG13,PEARSAL2_T903,,duplicate_match,different
279022,70add8a5-d8ed-42b4-8d59-4fdb6e26eccc,Transformer,PowerTransformer,1,GSU1 138kV-13.8kV,110684,DUPV1_1_8,DUPV1,110681,DUP_DUPV1_G1,DUPV1,GSU1,DUPV1_GSU1,60111838.0,DUPV1_GSU1,,,1,Transformer,DUP_DUPV1_G1,DUPV1_1_8,DUPV1_GSU1,,duplicate_match,different
279022,70add8a5-d8ed-42b4-8d59-4fdb6e26eccc,Transformer,PowerTransformer,1,GSU1 138kV-13.8kV,110684,DUPV1_1_8,DUPV1,110681,DUP_DUPV1_G1,DUPV1,GSU1,DUPV1_GSU1,60081729.0,DUPV1_COGEN_STEPUP,,,1,Transformer,DUPV1_1_8,DUP_DUPV1_G1,DUPV1_COGEN_STEPUP,COGEN_STEPUP,duplicate_match,different
279023,57976769-7d5e-49b4-ad38-80fb7925b138,Transformer,PowerTransformer,1,FMR1 345kV-21kV,1939,MDLTHELP_S5,MDANP,150151,MDANP_CT1,MDANP,FMR1,MDANP_FMR1,60110766.0,MDANP_FMR1,,,1,Transformer,MDLTHELP_S5,MDANP_CT1,MDANP_FMR1,,duplicate_match,different
279023,57976769-7d5e-49b4-ad38-80fb7925b138,Transformer,PowerTransformer,1,FMR1 345kV-21kV,1939,MDLTHELP_S5,MDANP,150151,MDANP_CT1,MDANP,FMR1,MDANP_FMR1,60084397.0,MDANP_UCXFMR1_H,,,1,Transformer,,,MDANP_UCXFMR1_H,UCXFMR1_H,duplicate_match,different
279039,caa2fbce-d7ed-4cdb-b98e-96d46ec5a68d,Transformer,PowerTransformer,1,FMR1 69kV-13kV,936,DIESEL_D,DIESEL,952,DIESELA,DIESEL,FMR1,DIESEL_FMR1,60004298.0,DIESEL_GSUXFMR1,,,1,Transformer,DIESEL_D,DIESELA,DIESEL_GSUXFMR1,GSUXFMR1,duplicate_match,different
279039,caa2fbce-d7ed-4cdb-b98e-96d46ec5a68d,Transformer,PowerTransformer,1,FMR1 69kV-13kV,936,DIESEL_D,DIESEL,952,DIESELA,DIESEL,FMR1,DIESEL_FMR1,60010358.0,DIESEL_FMR1,,,1,Transformer,DIESELA,DIESEL_D,DIESEL_FMR1,FMR1,duplicate_match,different
279044,42673f2a-6d74-40da-873c-0c6654ee6f64,Transformer,PowerTransformer,G1,XT1 138kV-13.8kV,110483,SJS_1_8,SJS,110481,SJS_SJS_G1,SJS,XT1,SJS_XT1,60111815.0,SJS_XT1,,,G1,Transformer,SJS_SJS_G1,SJS_1_8,SJS_XT1,,duplicate_match,different
279044,42673f2a-6d74-40da-873c-0c6654ee6f64,Transformer,PowerTransformer,G1,XT1 138kV-13.8kV,110483,SJS_1_8,SJS,110481,SJS_SJS_G1,SJS,XT1,SJS_XT1,60087339.0,SJS_SJSXT1_,,,G1,Transformer,SJS_SJS_G1,SJS_1_8,SJS_SJSXT1_,SJSXT1_,duplicate_match,different
279047,45308af3-d857-48fd-87f6-5e80e4d6fc87,Transformer,PowerTransformer,1,FMR1 69kV-138kV,3408,ELM_MOTT__9,ELMOT,3407,ELM_MOTT__8,ELMOT,FMR1,ELMOT_FMR1,60030287.0,ELMOT_AXFMR1H,,,1,Transformer,ELM_MOTT__9,ELM_MOTT__8,ELMOT_AXFMR1H,AXFMR1H,duplicate_match,different
279047,45308af3-d857-48fd-87f6-5e80e4d6fc87,Transformer,PowerTransformer,1,FMR1 69kV-138kV,3408,ELM_MOTT__9,ELMOT,3407,ELM_MOTT__8,ELMOT,FMR1,ELMOT_FMR1,60110859.0,ELMOT_AXFMR1L,,,1,Transformer,ELM_MOTT__8,ELM_MOTT__9,ELMOT_AXFMR1L,,duplicate_match,different
279049,303c4df5-73d3-4437-aa36-cca0b9a099e4,Transformer,PowerTransformer,2,T2 138kV-13.8kV,8154,VISTRON4B,VISTRON,110861,VISTRON_TG1,VISTRON,T2,VISTRON_T2,60011065.0,VISTRON_T2,,,2,Transformer,VISTRON4B,VISTRON_TG1,VISTRON_T2,T2,duplicate_match,different
279049,303c4df5-73d3-4437-aa36-cca0b9a099e4,Transformer,PowerTransformer,2,T2 138kV-13.8kV,8154,VISTRON4B,VISTRON,110861,VISTRON_TG1,VISTRON,T2,VISTRON_T2,60007726.0,VISTRON_NB-9302B,,,2,Transformer,VISTRON4A,VISTRON_TG1,VISTRON_NB-9302B,NB-9302B,duplicate_match,different
279052,3d1e98b2-cfd3-4b6d-a304-c08cb3db91e3,Transformer,PowerTransformer,1,GSU1 345kV-18kV,39950,TNTNP_ONE_3,TNP_ONE,120071,TNP__TNP_O_1,TNP_ONE,GSU1,TNP_ONE_GSU1,60007586.0,TNP_ONE_TNP1GSU1,,,1,Transformer,TNP__TNP_O_1,TNTNP_ONE_3,TNP_ONE_TNP1GSU1,TNP1GSU1,duplicate_match,different
279052,3d1e98b2-cfd3-4b6d-a304-c08cb3db91e3,Transformer,PowerTransformer,1,GSU1 345kV-18kV,39950,TNTNP_ONE_3,TNP_ONE,120071,TNP__TNP_O_1,TNP_ONE,GSU1,TNP_ONE_GSU1,60111407.0,TNP_ONE_GSU1,,,1,Transformer,TNTNP_ONE_3,TNP__TNP_O_1,TNP_ONE_GSU1,,duplicate_match,different
279053,c81c574b-06c4-4dbb-90fb-a2f829156f73,Transformer,PowerTransformer,1,T1 138kV-13.8kV,8145,VISTRON4A,VISTRON,110862,VISTRON_TG2,VISTRON,T1,VISTRON_T1,60010447.0,VISTRON_T1,,,1,Transformer,VISTRON4A,VISTRON_TG2,VISTRON_T1,T1,duplicate_match,different
279053,c81c574b-06c4-4dbb-90fb-a2f829156f73,Transformer,PowerTransformer,1,T1 138kV-13.8kV,8145,VISTRON4A,VISTRON,110862,VISTRON_TG2,VISTRON,T1,VISTRON_T1,60007725.0,VISTRON_NB-9302A,,,1,Transformer,VISTRON4A,VISTRON_TG2,VISTRON_NB-9302A,NB-9302A,duplicate_match,different
279054,af24aea0-0a0d-428c-b4c6-29537967f726,Transformer,PowerTransformer,1,69_2 69kV-138kV,32875,BRYN_DSBY69,DANSBY,32897,BRYN_DSBY138,DANSBY,69_2,DANSBY_69_2,60027359.0,DANSBY_138_69_2,,,1,Transformer,BRYN_DSBY138,BRYN_DSBY69,DANSBY_138_69_2,138_69_2,duplicate_match,different
279054,af24aea0-0a0d-428c-b4c6-29537967f726,Transformer,PowerTransformer,1,69_2 69kV-138kV,32875,BRYN_DSBY69,DANSBY,32897,BRYN_DSBY138,DANSBY,69_2,DANSBY_69_2,60004224.0,DANSBY_138_69_2_L,,,1,Transformer,BRYN_DSBY69,BRYN_DSBY138,DANSBY_138_69_2_L,138_69_2_L,duplicate_match,different
279055,657516ec-f4ae-4baa-af95-c8b163cbc939,Transformer,PowerTransformer,G1,XT7C 138kV-1kV,49211,GENGBY7_08_8,GBY,49130,49130_STAR,GBY,XT7C,GBY_XT7C,60082530.0,GBY_GBYXT7C,,,G1,Transformer,49130_STAR,GRNBYU__138F,GBY_GBYXT7C,GBYXT7C,duplicate_match,different
279055,657516ec-f4ae-4baa-af95-c8b163cbc939,Transformer,PowerTransformer,G1,XT7C 138kV-1kV,49211,GENGBY7_08_8,GBY,49130,49130_STAR,GBY,XT7C,GBY_XT7C,60111610.0,GBY_XT7C,,,G1,Transformer,49130_STAR,GENGBY7_08_8,GBY_XT7C,,duplicate_match,different
279056,3d15ddbb-e5b6-4a21-8790-6f668dd977df,Transformer,PowerTransformer,G1,XT8F 138kV-1kV,49211,GENGBY7_08_8,GBY,49117,49117_STAR,GBY,XT8F,GBY_XT8F,60082532.0,GBY_GBYXT8F,,,G1,Transformer,49117_STAR,GRNBYU__138F,GBY_GBYXT8F,GBYXT8F,duplicate_match,different
279056,3d15ddbb-e5b6-4a21-8790-6f668dd977df,Transformer,PowerTransformer,G1,XT8F 138kV-1kV,49211,GENGBY7_08_8,GBY,49117,49117_STAR,GBY,XT8F,GBY_XT8F,60111611.0,GBY_XT8F,,,G1,Transformer,49117_STAR,GENGBY7_08_8,GBY_XT8F,,duplicate_match,different
279060,cadcdd39-a603-461f-a9bc-16362d202deb,Transformer,PowerTransformer,G1,XT8C 138kV-1kV,49211,GENGBY7_08_8,GBY,49118,49118_STAR,GBY,XT8C,GBY_XT8C,60111609.0,GBY_XT8C,,,G1,Transformer,49118_STAR,GENGBY7_08_8,GBY_XT8C,,duplicate_match,different
279060,cadcdd39-a603-461f-a9bc-16362d202deb,Transformer,PowerTransformer,G1,XT8C 138kV-1kV,49211,GENGBY7_08_8,GBY,49118,49118_STAR,GBY,XT8C,GBY_XT8C,60082531.0,GBY_GBYXT8C,,,G1,Transformer,49118_STAR,GRNBYU__138F,GBY_GBYXT8C,GBYXT8C,duplicate_match,different
279063,e0c33fa9-58b8-4e96-888a-07e309ccf0b0,Transformer,PowerTransformer,1,FMR3 69kV-138kV,3273,PALESTNE_9,PLSTN,3272,PALESTNE_8,PLSTN,FMR3,PLSTN_FMR3,60057140.0,PLSTN_AXFMR3-H,,,1,Transformer,PALESTNE_8,PALESTNE_9,PLSTN_AXFMR3-H,AXFMR3-H,duplicate_match,different
