teid,n_hours,n_inservice,dampsse_ids,pct_inservice,dampsse_default_status,branch_id,implied_default_status,pct_closed,from_bus,to_bus,DeviceType,ercotDampsseId,dampsse_name_raw,dampsse_from_station,dampsse_to_station
697465,17520,17332,1,0.9893,Closed,60090296.0,Closed,1.0,CHERRYGROV,KINGSRDG_8,Line,11786,1055__Q,CHERYGRV,KRGSW
697475,17520,17264,1,0.9854,Closed,60092016.0,,,HRTAG1_T8,KINGSRDG_8,Line,11787,1056__A,KRGSW,KLRST
697496,17520,17491,1,0.9983,Closed,60090299.0,Closed,1.0,WPKELLR1_8,KINGSRDG_8,Line,11789,1060__S,KLRPR,KRGSW
697506,17520,17491,1,0.9983,Closed,60090301.0,Closed,1.0,WPKELLR1_8,KINGSRDG_8,Line,11791,1075__F,KLRPR,KRGSW
697555,17520,17403,1,0.9933,Closed,60092017.0,,,HRTAG2_T8,KINGSRDG_8,Line,11785,1054__A,KRGSW,KLRST
697605,17520,17520,1,1.0,Closed,60090586.0,Closed,1.0,TALLCITY,LAZYRNCH_8,Line,11826,15120__B,TALLCITY,LAZYR
697606,17520,17520,1,1.0,Closed,60090585.0,Closed,1.0,GLSRANCH,LAZYRNCH_8,Line,11825,15120__A,GLSRANCH,LAZYR
697734,17520,16128,1,0.9205,Closed,60112512.0,Closed,1.0,154211,154213,Transformer,11774,BONETSLR_TR-1,BONETSLR,BONETSLR
697862,17520,17520,1,1.0,Closed,60090587.0,Closed,1.0,ROOKIE_8,THORNDLN1_8,Line,11827,1740__E,THRDN,ROKSW
697863,17520,17506,1,0.9992,Closed,60091671.0,Closed,1.0,SALTY,ROOKIE_8,Line,11829,1795__A,SALTY11,ROKSW
697962,17520,15011,1,0.8568,Closed,60091721.0,Closed,1.0,BAYTWN__B138,BAYTWN03TP_8,Line,11858,BT_BT_03_1,BT,BT
697963,17520,11859,1,0.6769,Closed,60091722.0,Closed,0.9,BAYTWN03T3_8,BAYTWN03TP_8,Line,11859,BT_TAP03_1,BT,BT
697966,17520,17520,1,1.0,Closed,60005734.0,Closed,1.0,LANHAM_TT9,LANHAM8,Line,3981,LAN_LNM_1,LNMTP,LANHAM
698031,17520,17520,1,1.0,Closed,60089192.0,Closed,1.0,BLAIN_8,SEATEAG_T_8,Line,11694,1260__B,SWTTP,BLAIN
698036,17520,17520,1,1.0,Closed,60089193.0,Closed,1.0,SEATEAG_T_8,JEWETTA_8,Line,11695,1260__C,JEWET,SWTTP
698112,17520,17451,1,0.9961,Closed,60090300.0,Closed,1.0,WPKELLR1_8,KLR_MAG1_T8,Line,11790,1075__E,KLRTP,KLRPR
698121,17520,17385,1,0.9923,Closed,60091690.0,,,BEARCK1_8,KINGSRDG_8,Line,11792,1085__A,BRCRK,KRGSW
698175,17520,12255,1,0.6995,Closed,60090601.0,Open,0.2,CRGRNCH1_8,RIDGEVW2_8,Line,11841,535__L,CRPOI,RIDGV
698202,17520,12265,1,0.7001,Closed,60093234.0,Closed,1.0,LOBO7A,AVANZADA7A,Line,11940,AVANZA_LOBO2_1,LOBO,AVANZADA
698203,17520,12271,1,0.7004,Closed,60093114.0,Closed,1.0,FOWLERTONSW5,AVANZADA7A,Line,11939,AVANZA_FOWLRT2_1,FOWLRTON,AVANZADA
698285,17520,14735,1,0.841,Closed,60090602.0,Closed,0.75,RIDGEVW2_8,ALLEN_N2_8,Line,11842,535__M,ALNTH,RIDGV
698286,17520,14714,1,0.8398,Closed,60090603.0,Closed,0.95,RIDGEVW2_8,ALLEN_N1_8,Line,11843,536__M,ALNTH,RIDGV
698287,17520,14518,1,0.8287,Closed,60090604.0,Closed,1.0,CRGRNCH1_8,RIDGEVW2_8,Line,11844,536__N,CRPOI,RIDGV
698292,17520,15504,1,0.8849,Closed,60097944.0,Closed,1.0,CIRPOINT_8,WACOBLMD1_8,Line,11816,1010__H,BLMED,CIRCL
698293,17520,14439,1,0.8241,Closed,60097945.0,Closed,1.0,CIRPOINT_8,WACO_NE1_8,Line,11817,1010__J,WNETP,CIRCL
698297,17520,11759,1,0.6712,Closed,60090578.0,Closed,0.75,BCHSPG1T_8,VANGUARD_8,Line,11818,1400__K,BSPTP,VNGRD
698298,17520,11759,1,0.6712,Closed,60090579.0,Closed,0.75,LAWSON1_8,VANGUARD_8,Line,11819,1400__L,LWSNR,VNGRD
698433,17520,16728,1,0.9548,Closed,60092014.0,Closed,0.95,FILESVALY_5,FORTSMITH_5,Line,11836,35065__A,FTSSW,FVLSW
698434,17520,17517,1,0.9998,Closed,60092015.0,Closed,1.0,FILESVALY_5,SAMSW,Line,11835,35045__A,SAMSW,FVLSW
698510,17520,17476,1,0.9975,Closed,60090590.0,Closed,1.0,BRONZEAGE_8,TEMPELMC__8,Line,11830,1895__A,TMECR,BRONZ
698511,17520,17496,1,0.9986,Closed,60090591.0,Closed,1.0,EDDY1_8,BRONZEAGE_8,Line,11831,1895__B,EDDYS,BRONZ
698656,17520,17506,1,0.9992,Closed,60111209.0,Closed,1.0,OLDLAKE_8,OLKSW1_1,Transformer,11880,OLKSW_MR1H,OLKSW,OLKSW
698657,17520,17506,1,0.9992,Closed,60111208.0,Closed,1.0,OLDLAKE_9,OLKSW1_1,Transformer,11881,OLKSW_MR1L,OLKSW,OLKSW
698784,17520,17513,1,0.9996,Closed,60090611.0,Closed,1.0,FISHRDSS1_8,LANHAM_TT9,Line,11851,6565__A,FSHSW,LNMTP
698785,17520,17506,1,0.9992,Closed,60090612.0,Closed,1.0,LANHAM_TT9,DRYFRK_8,Line,11852,6565__B,LNMTP,DRYFK
698786,17520,17508,1,0.9993,Closed,60090613.0,Closed,1.0,OLDLAKE_8,DRYFRK_8,Line,11853,6565__C,DRYFK,OLKSW
698904,17520,16810,1,0.9595,Closed,60091716.0,Closed,1.0,OZARKTRAIL_5,OGALLALA,Line,11854,70140__A,OGALLALA,OZTSW
698905,17520,17520,1,1.0,Closed,60091717.0,Closed,1.0,OZARKTRAIL_5,TULECNYN,Line,11855,70145__A,TULECNYN,OZTSW
698927,384,384,1,1.0,Closed,60114891.0,Closed,1.0,GPL_GIRVINSW,TRBT_SLR_5,Line,14685,GIRVSW_TIERR_1,GIRVINSW,TRBT_SLR
699129,16992,16431,1,0.967,Closed,60093122.0,Closed,1.0,MAGNS_RC,WLNDSSRC,Line,11974,MG-WS_RC_MG,WLNDSSRC,MAGNS_RC
699248,17520,16306,1,0.9307,Closed,60090592.0,Closed,0.85,MARAK1_9,MCFALL_9,Line,11832,2340__D,MARAK,MCFSW
699712,17520,16232,1,0.9265,Closed,60112028.0,Closed,1.0,HLY_B1,HLY_8,Transformer,11878,HLY_XT1,HLY,HLY
699713,17520,16232,1,0.9265,Closed,60112029.0,Closed,1.0,HLY_B2,HLY_8,Transformer,11879,HLY_XT2,HLY,HLY
699788,17520,15100,1,0.8619,Closed,60093136.0,Closed,1.0,TULETA4A,BASIL4A,Line,11942,BASIL_TULETA1_1,TULETA,BASIL
699789,17520,15100,1,0.8619,Closed,60093137.0,Closed,1.0,EULER4A,BASIL4A,Line,11941,BASIL_EULER1_1,EULER,BASIL
699808,17520,17520,1,1.0,Closed,60091079.0,Closed,1.0,HIDEOUT,RUNAWAY_8,Line,11888,563__A,HIDEOUT,RNBAY
699817,17520,17520,1,1.0,Closed,60091080.0,Closed,1.0,HIDEOUT,RUNAWAY_8,Line,11889,563__B,HIDEOUT,RNBAY
699924,17520,13836,1,0.7897,Closed,60091200.0,Closed,1.0,YUCCADR_8,THORTNVLE_8,Line,11907,6355__D,YUCSW,THORN
700019,15000,10116,1,0.6744,Closed,60095252.0,Closed,0.875,MCLANE_8,WACOCOLO1_8,Line,12125,1035__A,WCOLO,MCLSW
700020,15000,10070,1,0.6713,Closed,60095251.0,Closed,0.933,MCLANE_8,WACO_NE1_8,Line,12126,1045__A,WNETP,MCLSW
700270,17520,16678,1,0.9519,Closed,60112234.0,Closed,1.0,TRBT_SLR_L2,TRBT_SLR_5,Transformer,11885,TRBT_SLR_MPT1,TRBT_SLR,TRBT_SLR
700271,17520,15910,1,0.9081,Closed,60112235.0,Closed,1.0,TRBT_SLR_L1,TRBT_SLR_5,Transformer,11886,TRBT_SLR_MPT2,TRBT_SLR,TRBT_SLR
700396,17520,13572,1,0.7747,Closed,60091688.0,Closed,1.0,VENUS_S5,ENDEAVOR_5,Line,11839,527__A,VENSW,ENDSW
700397,17520,12795,1,0.7303,Closed,60090600.0,Closed,1.0,ENDEAVOR_5,LIGGETTA2_5,Line,11840,529__B,LIGSW,ENDSW
700401,17520,14201,1,0.8106,Closed,60091725.0,Closed,1.0,EASTGA_POI_8,ADL_8,Line,11856,ADLEAS01_A,EAS,ADL
700692,17520,15815,1,0.9027,Closed,60112493.0,Closed,0.941,ELZA_SLR_L1,ELZA_SLR_5,Transformer,11875,ELZA_SLR_MPT1,ELZA_SLR,ELZA_SLR
700897,17520,17520,1,1.0,Closed,60003847.0,Closed,1.0,SANDHSYD,DECK_MB1,Line,10055,CKT_1008_1,DECKER,SANDHSYD
700997,17520,17493,1,0.9985,Closed,60091084.0,Closed,1.0,DESERTWND_8,SHAW_P8,Line,11894,6482__C,DWIND,SHWPD
701025,17520,17520,1,1.0,Closed,60005233.0,Closed,1.0,HASSE8,DOWNING,Line,2190,HAS_DOWN_1,HAS,DOWNING
701056,17520,9141,1,0.5217,Closed,60093141.0,Open,0.15,VERIBEST_8,TRIBUTE4A,Line,11953,TRIBUTE_VRBST_1,TRIBUTE,VERIBST
701083,17520,17520,1,1.0,Closed,60091732.0,Closed,1.0,FULSHR_S25_8,TWINWD_S25_8,Line,11738,FULTWN25_A,TWN,FUL
701339,17520,17509,1,0.9994,Closed,60112498.0,Closed,1.0,TNS_SLR_S1,TNS_SLR_5,Transformer,11883,TNS_SLR_MPT1,TNS_SLR,TNS_SLR
701340,17520,17509,1,0.9994,Closed,60112499.0,Closed,1.0,TNS_SLR_S2,TNS_SLR_5,Transformer,11884,TNS_SLR_MPT2,TNS_SLR,TNS_SLR
701542,17520,17511,1,0.9995,Closed,60112237.0,Closed,1.0,ALP_BESS_B1,ALP_BESS_8,Transformer,11874,ALP_BESS_T1,ALP_BESS,ALP_BESS
701788,17520,14508,1,0.8281,Closed,60092088.0,Closed,1.0,PATRICIA_8,KLONDKE_8,Line,11914,PTCA_KLDK_1,PATRICIA,KLONDIKE
701932,17520,16633,1,0.9494,Closed,60091724.0,Closed,1.0,CROSBY_B138A,HLY_8,Line,11861,CS_HLY01_A,CS,HLY
701948,17520,16839,1,0.9611,Closed,60091708.0,Closed,0.95,NEDIN7A,PALMITO345,Line,11865,NEDIN_PALMIT2_2,PALMITO,NEDIN
701962,17520,17520,1,1.0,Closed,60092083.0,Closed,1.0,DOWNING,MOUNTARY8,Line,11896,DOWN_MOUN_1,DOWNING,MOUNTARY
702330,17520,17520,1,1.0,Closed,60091701.0,Closed,1.0,PEARSALLSUB8,MORROWSW8,Line,11743,PEARSAL_MRRWSW_1,PEARSALL,MORROWSW
702593,3575,3575,1,1.0,Closed,60104568.0,Closed,1.0,HARTRING1_8,RINGO,Line,13173,14060__G,RINGO,HARTR
702594,3575,3575,1,1.0,Closed,60104569.0,Closed,1.0,RINGO,HARTRING2_8,Line,13174,14061__G,RINGO,HARTR
702904,17520,0,1,0.0,Open,60092091.0,Open,0.0,TNHICOTAP_0,TNVERBENA_0,Line,11908,69_IRD_VRB_1,HICOTAP,VERBENA
702978,17520,17479,1,0.9977,Closed,60091195.0,Closed,1.0,LORENAPOD_8,EDDY1_8,Line,11902,1895__C,EDDYS,LORENA
703007,17520,16604,1,0.9477,Closed,60091196.0,Closed,1.0,ROSENTHAL_9,LORENAPOD_8,Line,11903,1895__D,LORENA,ROSEN
703176,17520,16913,1,0.9654,Closed,60091197.0,Closed,1.0,CASTLEMAN_9,ROSENTHAL_9,Line,11904,1895__E,CASTL,ROSEN
703213,17520,0,1,0.0,Open,60092090.0,Open,0.0,TNJNESBORO0,TNVERBENA_0,Line,11909,69_JBO_VRB_1,JNESBORO,VERBENA
703273,17520,0,1,0.0,Open,60092092.0,Open,0.0,TNVERBENA_0,TNHAMILTON0,Line,11910,69_VRB_HAM_1,HAMLTNTN,VERBENA
703558,17520,17516,1,0.9998,Closed,60112626.0,Closed,1.0,MROW_SLR_S1,MROW_SLR_8,Transformer,11921,MROW_SLR_T1,MROW_SLR,MROW_SLR
703632,17520,16416,1,0.937,Closed,60092082.0,Closed,1.0,BOSQUE,MRKM_SLR_8,Line,11912,MRKM_TLINE_1,BOSQUE,MRKM_SLR
703757,17520,16416,1,0.937,Closed,60112461.0,Closed,1.0,MRKM_SLR_S1,MRKM_SLR_8,Transformer,11920,MRKM_SLR_T1,MRKM_SLR,MRKM_SLR
703881,17520,17510,1,0.9994,Closed,60091697.0,Closed,1.0,BALE_S5,TNS_SLR_5,Line,11834,243__A,BALSW,TNS_SLR
704026,17520,17352,1,0.9904,Closed,60091693.0,Closed,1.0,MCGUFFEY_8,154213,Line,11755,1833__A,MCGPD,BONETSLR
704035,17520,16482,1,0.9408,Closed,60093111.0,Closed,1.0,POETRY_5,ELZA_SLR_5,Line,11837,353__A,POESW,ELZA_SLR
704074,17520,17035,1,0.9723,Closed,60091081.0,Closed,1.0,REXALL_T8,ODESEHV_8,Line,11891,6345__M,ODEHV,RXLTP
704075,17520,17469,1,0.9971,Closed,60091082.0,Closed,1.0,REXALL_T8,OLEFIN_T8,Line,11892,6345__N,EDWTP,RXLTP
704076,17520,17484,1,0.9979,Closed,60091083.0,Closed,1.0,REXALL_8,REXALL_T8,Line,11893,6345__O,RXALL,RXLTP
704188,17520,13883,1,0.7924,Closed,60112035.0,Closed,1.0,ADL_S1,ADL_8,Transformer,11873,ADL_XT1,ADL,ADL
704345,17520,17520,1,1.0,Closed,60001617.0,Closed,1.0,L_DOSS__9_1Y,L_HEADWA9_1Y,Line,8389,508T508_1,DOSS,HEADWA
704361,17520,15845,1,0.9044,Closed,60091463.0,Closed,0.667,FIREROCK2A,LKBRNWD_9,Line,11932,1980__G,LKBRN,FIREROCK
704422,17520,16302,1,0.9305,Closed,60111997.0,Closed,1.0,LON_8,LON_B1,Transformer,11919,LON_KT02,LON,LON
704734,16992,15059,1,0.8862,Closed,60093118.0,Closed,0.833,MATA2A,ROARINGS2A,Line,11972,MATADO_ROARIN1_1,ROARINGS,MATADOR
704743,16992,13616,1,0.8013,Closed,60093116.0,Closed,0.778,MULETA2A,MATA2A,Line,11970,MATADO_MULETA1_1,MULETA,MATADOR
704744,16992,16408,1,0.9656,Closed,60093117.0,Closed,1.0,PADR2A,MATA2A,Line,11971,MATADO_PADUCA1_1,PADR,MATADOR
704818,17520,17423,1,0.9945,Closed,60112502.0,Closed,1.0,WIG_ESS_B1,WIG_ESS_8,Transformer,11887,WIG_ESS_T1,WIG_ESS,WIG_ESS
705040,17520,17000,1,0.9703,Closed,60112515.0,Closed,1.0,CNLY_ESS_G1,CNLY_ESS_8,Transformer,11915,CNLY_ESS_MPT1,CNLY_ESS,CNLY_ESS
705078,17520,16680,1,0.9521,Closed,60092089.0,Closed,1.0,OZARKTRAIL_5,HRNT_SLR_5,Line,11911,HRNT_SLR_TLINE_1,OZTSW,HRNT_SLR
705389,17520,14795,1,0.8445,Closed,60112371.0,Closed,1.0,HRNT_SLR_S1,HRNT_SLR_5,Transformer,11916,HRNT_SLR_T1,HRNT_SLR,HRNT_SLR
705390,17520,14795,1,0.8445,Closed,60112372.0,Closed,1.0,HRNT_SLR_S2,HRNT_SLR_5,Transformer,11917,HRNT_SLR_T2,HRNT_SLR,HRNT_SLR
705391,17520,16668,1,0.9514,Closed,60112373.0,Closed,1.0,HRNT_SLR_S3,HRNT_SLR_5,Transformer,11918,HRNT_SLR_T3,HRNT_SLR,HRNT_SLR
705415,17520,17520,1,1.0,Closed,60091714.0,Closed,1.0,EXPANSE_5,VOLTA,Line,11810,15048__A,EXPSW,VLTA_345
705425,17520,17520,1,1.0,Closed,60090499.0,Closed,1.0,EXPANSE_5,VOLTA,Line,11811,15049__A,EXPSW,VLTA_345
705844,17520,17520,1,1.0,Closed,60092085.0,Closed,1.0,MORROWSW8,MROW_SLR_8,Line,11913,MRRWSW_MRRWSLR_1,MORROWSW,MROW_SLR
705904,17520,16198,1,0.9245,Closed,60092086.0,Closed,1.0,LON_HILL4A,L_SAXET8_1Y,Line,11923,30T522_1,LON_HILL,SAXET
705905,17520,16198,1,0.9245,Closed,60092087.0,Closed,1.0,WEIL_TRC4A,L_SAXET8_1Y,Line,11922,17T522_1,WEIL_TRC,SAXET
706088,17520,17520,1,1.0,Closed,60093119.0,Closed,1.0,CONCHO2A,LAKENASW2A,Line,11944,CONCHO_LAKENA1_1,CONCHO,LAKENASW
706097,17520,17520,1,1.0,Closed,60093120.0,Closed,1.0,SAMATHIS2A,LAKENASW2A,Line,11948,LAKENA_SAMATH1_1,SAMATHIS,LAKENASW
706106,17520,17520,1,1.0,Closed,60093121.0,Closed,1.0,LAKENASW2A,NASWTHY_9,Line,11949,LAKENA_SANW1_1,SANW,LAKENASW
706308,17520,17520,1,1.0,Closed,60091681.0,Closed,1.0,LAMESA_8,ALP_BESS_8,Line,11824,14083__A,LMESA,ALP_BESS
706315,17520,17458,1,0.9965,Closed,60091677.0,Closed,1.0,NEVADA,WIG_ESS_8,Line,11866,NEVAD_WIGEO_1,NEVADA,WIG_ESS
706409,16992,15021,1,0.884,Closed,60091866.0,Closed,1.0,GREENCK,GREENCK9,Transformer,11981,GREENCK_GCK1,GREENCK,GREENCK
706410,16992,15158,1,0.8921,Closed,60110606.0,Closed,1.0,GREENCK,GREENCK9,Transformer,11982,GREENCK_GCK2,GREENCK,GREENCK
706448,16992,15158,1,0.8921,Closed,60093109.0,Closed,1.0,GREENCK,MOUNTARY8,Line,11969,GRENCK_MOU_1,MOUNTARY,GREENCK
706541,16992,15158,1,0.8921,Closed,60093110.0,Closed,1.0,CARLTON,GREENCK9,Line,11968,GREEN_CARL_1,CARLTON,GREENCK
706676,17520,14784,1,0.8438,Closed,60093135.0,Closed,1.0,MCKENZIE4B,L_SAXET8_1Y,Line,11950,MCKENZ_SAXET1_1,SAXET,MCKENZRD
706817,14495,11954,1,0.8247,Closed,60095295.0,Closed,0.889,TNWNDBLWN_0,TNKEYSTONE0,Line,12235,69_KST_WBL_1,KEYSTONE,WNDBLOWN
706818,14495,9402,1,0.6486,Closed,60095294.0,Closed,0.882,TNKERMTTP_0,TNWNDBLWN_0,Line,12234,69_KRT_WBL_1,KERMITTP,WNDBLOWN
706819,14495,14303,1,0.9868,Closed,60095292.0,Closed,0.889,TNWINK____0,TNWNDBLWN_0,Line,12236,69_WNK_WBL_1,WINK,WNDBLOWN
706858,16152,12775,1,0.7909,Closed,60008708.0,Open,0.353,COYCTP4A,PLEASANT4A,Line,12021,COYCTP_PLEASA1_1,PLEASANT,COYCTP
707045,17520,16649,1,0.9503,Closed,60093140.0,Closed,1.0,STEWART4A,GKS_BESS_8,Line,11947,GKS_BESS_TLINE_1,STEWART,GKS_BESS
707168,17520,16497,1,0.9416,Closed,60112651.0,Closed,1.0,GKS_BESS_B1,GKS_BESS_8,Transformer,11958,GKS_BESS_MPT1,GKS_BESS,GKS_BESS
707363,16680,15289,1,0.9166,Closed,60112038.0,Closed,1.0,DMA_S1,DMA_8,Transformer,11995,DMA_KT1,DMA,DMA
707405,17520,17016,1,0.9712,Closed,60092084.0,Closed,1.0,DENTN_CR_8,CNLY_ESS_8,Line,11906,597__A,DCRSW,CNLY_ESS
707635,17520,15725,1,0.8975,Closed,60112516.0,Closed,1.0,CHIL_SLR_S1,CHIL_SLR_5,Transformer,11954,CHIL_SLR_T1,CHIL_SLR,CHIL_SLR
707636,17520,15725,1,0.8975,Closed,60112517.0,Closed,1.0,CHIL_SLR_S2,CHIL_SLR_5,Transformer,11955,CHIL_SLR_T2,CHIL_SLR,CHIL_SLR
707933,17520,14578,1,0.8321,Closed,60112520.0,Closed,1.0,CMPDREPV_S1,CMPDREPV_5,Transformer,11956,CMPD_SLR_T1,CMPD_SLR,CMPD_SLR
707934,17520,14482,1,0.8266,Closed,60112519.0,Closed,1.0,CMPDREPV_S2,CMPDREPV_5,Transformer,11957,CMPD_SLR_T2,CMPD_SLR,CMPD_SLR
708083,17520,15586,1,0.8896,Closed,60093126.0,Closed,1.0,GIBBS4A,JKLP_SLR_8,Line,11929,JKLP_SLR_TL1_1,GIBBS,JKLP_SLR
708322,17520,15242,1,0.87,Closed,60112647.0,Closed,1.0,JKLP_SLR_S1,JKLP_SLR_8,Transformer,11930,JKLP_SLR_T1,JKLP_SLR,JKLP_SLR
708323,17520,15236,1,0.8696,Closed,60112648.0,Closed,1.0,JKLP_SLR_S2,JKLP_SLR_8,Transformer,11931,JKLP_SLR_T2,JKLP_SLR,JKLP_SLR
708857,16992,16787,1,0.9879,Closed,60093139.0,Closed,1.0,TAFT2A,WHITEPT2A,Line,11977,WHITE_TAFT1_1,WHITE_PT,TAFT
709568,14784,1374,1,0.0929,Open,60093262.0,Open,0.278,FRMVLWST_P8,BLACKSTCK_8,Line,12163,566__B,AMPOI,BKSTK
709641,16152,13665,1,0.846,Closed,60092131.0,Closed,0.95,GREYWELL_8,AZALEA_8,Line,12015,15090__A,GWDSW,AZALA
709642,16152,13670,1,0.8463,Closed,60092132.0,Closed,0.947,AZALEA_8,GERMANIA_P8,Line,12016,15090__B,GEPOD,AZALA
709659,14784,1374,1,0.0929,Open,60093263.0,Closed,0.667,ROYSE3_8,BLACKSTCK_8,Line,12164,566__C,RYSSW,BKSTK
709739,16152,13637,1,0.8443,Closed,60094243.0,Closed,0.5,WILLOWLS_8,BLUEMTN_8,Line,12017,5140__A,WILLO,BLMSW
709749,16152,13137,1,0.8133,Closed,60094244.0,Closed,0.667,ASHBY_P8,BLUEMTN_8,Line,12018,5142__A,ASHPD,BLMSW
709759,16152,13637,1,0.8443,Closed,60092135.0,Closed,0.947,BLUEMTN_8,LOVING_8,Line,12019,6140__H,LOVNG,BLMSW
709769,16152,13915,1,0.8615,Closed,60009455.0,Closed,0.95,MASON_8,RIVERTON_8,Line,9794,6142__F,BRPOD,BLMSW
709813,15840,11394,1,0.7193,Closed,60009733.0,Closed,0.526,SCHOTKY4A,THRRVRS4A,Line,9186,SCHOTT_THREER1_1,THREE_RI,SCHOTTKY
709924,13991,9103,1,0.6506,Closed,60095232.0,Closed,0.833,HOLFORD,CAMPBELLSW,Line,12288,HOLFO_CAMPB_1,CAMPBELL,HOLFORD
709978,16992,14626,1,0.8608,Closed,60091774.0,Closed,0.95,DONAHOE_9,BARTLET_T_9,Line,11961,2470__H,BRLTP,DONAH
710359,17520,15822,1,0.9031,Closed,60093113.0,Closed,1.0,BELL_E_5,CHIL_SLR_5,Line,11933,3426__A,BCESW,CHIL_SLR
710365,16992,15432,1,0.9082,Closed,60093147.0,Closed,1.0,TNALAMOST_1,TNSTONERD_1,Line,11959,138_ALS_SRD_1,ALAMO_ST,STONERD
710366,16992,15376,1,0.9049,Closed,60093148.0,Closed,1.0,TNHOLIDAY_1,TNSTONERD_1,Line,11960,138_HOL_SRD_1,HOLIDAY,STONERD
710668,16992,6553,1,0.3857,Open,60093149.0,Open,0.0,FILTER_P,STRAND,Line,11967,FP_SD_1,FILTER_P,STRAND
710681,16992,10062,1,0.5922,Closed,60093115.0,Open,0.0,SOUTHMOSTSB8,SOUTH_PL,Line,11976,SP_SM_1,SOUTH_PL,SOUTHMOS
710707,16152,8519,1,0.5274,Closed,60092129.0,Closed,1.0,SHRPD1_T8,ATMEL1_T8,Line,12013,1140__G,DFWBE,SHRPD
710709,16152,10044,1,0.6218,Closed,60092130.0,Closed,1.0,SHRPD2_T8,ATMEL2_T8,Line,12014,1150__J,DFWBE,SHRPD
710794,17520,14646,1,0.836,Closed,60093112.0,Closed,1.0,FILESVALY_5,CMPDREPV_5,Line,11934,35053__A,FVLSW,CMPD_SLR
710919,14784,13943,1,0.9431,Closed,60097979.0,Closed,1.0,RENDON1_8,MANSFLD_8,Line,3611,790__A,MNFLD,RENDN
711153,15504,14946,1,0.964,Closed,60092536.0,Closed,1.0,OWLHILLS_8,ANGEL_P8,Line,12068,6147__E,OWLHL,AGLPD
711155,16992,11184,1,0.6582,Closed,60093150.0,Closed,1.0,AVANZADA7A,OUTP_SLR_5,Line,11975,OUTPOST_LN_1,AVANZADA,OUTP_SLR
711380,16992,11184,1,0.6582,Closed,60112654.0,Closed,1.0,OUTP_SLR_S1,OUTP_SLR_5,Transformer,11983,OUTP_SLR_T1,OUTP_SLR,OUTP_SLR
711381,16992,11184,1,0.6582,Closed,60112655.0,Closed,1.0,OUTP_SLR_S2,OUTP_SLR_5,Transformer,11984,OUTP_SLR_T2,OUTP_SLR,OUTP_SLR
711399,16680,15456,1,0.9266,Closed,60094246.0,Closed,1.0,PYTHIA_POI_8,DMA_8,Line,11990,DMAPYT01_A,PYT,DMA
711474,16992,14679,1,0.8639,Closed,60093151.0,Closed,1.0,DELILA_1_5,DELILA_2_5,Line,11964,DELILA_2_TLINE_1,DELILA_1,DELILA_2
711843,16992,14679,1,0.8639,Closed,60112358.0,Closed,1.0,DELILA_2_S1,DELILA_2_5,Transformer,11978,DELILA_2_T1,DELILA_2,DELILA_2
711844,16992,14679,1,0.8639,Closed,60112357.0,Closed,1.0,DELILA_2_S2,DELILA_2_5,Transformer,11979,DELILA_2_T2,DELILA_2,DELILA_2
711845,16992,14679,1,0.8639,Closed,60112359.0,Closed,1.0,DELILA_2_S3,DELILA_2_5,Transformer,11980,DELILA_2_T3,DELILA_2,DELILA_2
712024,15672,12911,1,0.8238,Closed,60092469.0,Closed,1.0,TENMILE_8,WITTRD1_8,Line,12036,3080__H,WITTS,TENMI
712033,15672,10741,1,0.6854,Closed,60092470.0,Closed,1.0,TENMILE_8,WATMLL_E8,Line,12037,3080__I,WTRML,TENMI
712043,15672,12842,1,0.8194,Closed,60092471.0,Closed,1.0,TENMILE_8,WITTRD1_8,Line,12038,3170__H,WITTS,TENMI
712052,15672,10731,1,0.6847,Closed,60092472.0,,,TENMILE_8,WATMLL_E8,Line,12039,3170__I,WTRML,TENMI
712718,15504,13439,1,0.8668,Closed,60111396.0,Closed,0.938,TNBLACKJAK0,TNBLACKJAK1,Transformer,12103,BLCKJACK_BKJK,BLCKJACK,BLCKJACK
712896,16152,14048,1,0.8697,Closed,60094248.0,Closed,1.0,EBELLSLR_5,EASTBELL_5,Line,12023,E_BELLM2_ITL_1,EBELLSLR,EBELLSL2
712971,13151,7823,1,0.5949,Closed,60095727.0,Closed,0.529,IBIS2A,STASNEY2A,Line,12348,IBIS_STASNE1_1,STASNEY,IBIS
712975,13151,7753,1,0.5895,Closed,60095724.0,Open,0.471,FTGRIFFI2A,IBIS2A,Line,12342,GRIFF1_IBIS1_1,GRIFFIN,IBIS
713154,15504,13556,1,0.8744,Closed,60094857.0,Closed,0.947,AJ_SWOPE,WALLABY_5,Line,12084,70065__A,AJ_SWOPE,WBYSW
713245,16680,14952,1,0.8964,Closed,60094247.0,Closed,1.0,STARRPOI4A,STAR_SLR_8,Line,11994,STAR_SLR_TLINE_1,ROMA_SW,STAR_SLR
713487,16680,14607,1,0.8757,Closed,60112069.0,Closed,1.0,STAR_SLR_S1,STAR_SLR_8,Transformer,11996,STAR_SLR_T1,STAR_SLR,STAR_SLR
713488,16680,14867,1,0.8913,Closed,60112070.0,Closed,1.0,STAR_SLR_S2,STAR_SLR_8,Transformer,11997,STAR_SLR_T2,STAR_SLR,STAR_SLR
713952,16992,16057,1,0.945,Closed,60112361.0,Closed,1.0,SAMSON_2_S3,SAMSON_2_5,Transformer,11985,SAMSON_1_T3,SAMSON_1,SAMSON_1
