teid,n_hours,n_inservice,dampsse_ids,pct_inservice,dampsse_default_status,branch_id,implied_default_status,pct_closed,from_bus,to_bus,DeviceType,ercotDampsseId,dampsse_name_raw,dampsse_from_station,dampsse_to_station
4406,17520,17486,1,0.9981,Closed,60011002.0,Closed,1.0,CBEC_1_8,DYANN__POI_8,Line,8513,CBEDYN-1_A,DYN,CBEC
4407,17520,17488,1,0.9982,Closed,60006244.0,Closed,1.0,NEDIN4A,MOORE_FL4A,Line,5872,MOORE__NEDIN1_1,NEDIN,MOORE_FL
4409,17520,17500,1,0.9989,Closed,60004886.0,Closed,1.0,TNISP_____1,TNGRENBELT1,Line,478,G138_1B_1,GRNBELT,GAF
4412,17520,17510,1,0.9994,Closed,60000919.0,Closed,1.0,NAVARRO1_9,RICHLAND1_9,Line,5100,2310__C,RCHLD,NVARO
4413,17520,17496,1,0.9986,Closed,60001018.0,Closed,1.0,P_BUDA__8_1_,P_RUTHER8_1_,Line,6392,260T316_1,BUDA,RUTHER
4414,17520,17079,1,0.9748,Closed,60012176.0,Closed,1.0,L_WAELDE9_1Y,L_THOMPS9_1Y,Line,3050,136T749_1,WAELDE,THOMPS
4415,17520,16300,1,0.9304,Closed,60002085.0,Closed,1.0,HANDLEYD_8,EPDC_STH_8,Line,135,6395__A,SMNTM,HLSES
4416,17520,17440,1,0.9954,Closed,60004483.0,Closed,1.0,ESCONDID4A,EAGLE_PS4A,Line,10865,EAGLEP_ESCOND1_1,ESCONDID,EAGLE_PS
4418,17520,17520,1,1.0,Closed,60006573.0,Closed,1.0,TNP_SUB2,TNPHILLPS20,Line,7391,P66_2_1,PHILLPS2,P66SUB2
4419,17520,17520,1,1.0,Closed,60011921.0,Closed,1.0,TAWK_RC,TAWAKRC_T8,Line,10545,TAWKSSRC_TPSUB_1,TAWKSSRC,LTPOI
4420,17520,16941,1,0.967,Closed,60004896.0,Closed,1.0,TNHEIGHTS_1,TNFRWYPARK1,Line,619,G138_7_1,FRWYPARK,HEIGHTTN
4421,17520,17512,1,0.9995,Closed,60006536.0,Closed,1.0,TNOLSEN___0,TNJNESBORO0,Line,7329,OLS_JNES_1,OLSEN,JNESBORO
4422,17520,17440,1,0.9954,Closed,60005401.0,Closed,1.0,HONDO,HONDOCREEK8,Line,2398,HON_HON_1,HONDOCK,F3
4423,17520,17397,1,0.993,Closed,60007648.0,Closed,1.0,WESFLD__B138,TRSWIG_S66_8,Line,10665,TWGWF_66_A,TWG,WF
4424,17520,17484,1,0.9979,Closed,60003340.0,Closed,1.0,BIG_WELL4A,DILLEYSW4A,Line,7018,BIG_WE_DILLEY1_1,DILLEYSW,BIG_WELL
4426,17520,17514,1,0.9997,Closed,60001557.0,Closed,1.0,RIOPECOS4A,L_TUNACR8_1Y,Line,8242,449T449_1,TUNACR,RIOPECOS
4427,17520,17504,1,0.9991,Closed,60000787.0,Closed,1.0,SULSP_SS1_5,MOSES_5,Line,4914,205__A,SSPSW,MNSES
4428,17520,17520,1,1.0,Closed,60007037.0,Closed,0.947,SABINALSUB9,DHANISSUB9,Line,9136,SAB_DHAN_1,DHANIS,SABINLS
4429,17520,16540,1,0.9441,Closed,60000012.0,Closed,1.0,SEATON8,TEMP_SS__8,Line,1502,100028_1,TMPSW,SEA
4430,17520,17465,1,0.9969,Closed,60003079.0,Closed,1.0,SEAWALL2A,ARANSASP2A,Line,5380,ARANSA_SEAWAL1_1,SEAWALL,ARANSASP
4431,17520,17520,1,1.0,Closed,60000551.0,Closed,1.0,MOSESMIN_8,MOSES1_8,Line,4809,1650__A,MNMIN,MNSES
4434,17520,14414,1,0.8227,Closed,60000356.0,Closed,0.875,OATES,MSQTN1T_8,Line,3198,1390__D,OATES,MESNT
4438,17520,15395,1,0.8787,Closed,60000578.0,Closed,0.9,L_GABRIE8_1Y,L_GEOREA8_1Y,Line,4754,1680__D,GEOREA,GABRIE
4439,17520,17519,1,0.9999,Closed,60002808.0,Closed,1.0,TUTTLE,AUSTIN1,Line,3833,A2_D2_2_1,D2,TUTTLE
4440,17520,17519,1,0.9999,Closed,60003809.0,Closed,1.0,CHLC_VER2A,VERN2A,Line,10014,CHLC_V_VERN1_1,CHLC_VER,VERN
4441,17520,17128,1,0.9776,Closed,60001555.0,Closed,1.0,L_MACEDO8_1Y,SEAWAYSB8,Line,8301,447T447_1,SEAWAY,MACEDO
4442,17520,17520,1,1.0,Closed,60000463.0,Closed,1.0,PARIS_SW1_8,PARIS_KC_8,Line,3384,1530__A,KMBCL,PRSSW
4444,17520,17377,1,0.9918,Closed,60009057.0,Closed,1.0,TWILIGHT4A,REBECCA4A,Line,7568,REBECC_TWILIG1_1,TWILIGHT,REBECCA
4446,17520,17298,1,0.9873,Closed,60005261.0,Closed,1.0,WHITOK___B69,HIGHTS___B69,Line,2356,HE_WO_34_A,HE,WO
4447,17520,17391,1,0.9926,Closed,60004572.0,Closed,1.0,WOODIE,ELNA,Line,11052,ELNA_WOOD_1,ELNA,WOODIE
4448,17520,17506,1,0.9992,Closed,60006567.0,Closed,1.0,ALAMOTP,SKYLIN1_8,Line,7221,P3_P1TAP_1,SKYLINE,P1
4449,17520,17520,1,1.0,Closed,60004688.0,Closed,1.0,STADIM_S08_8,FANNIN__08B8,Line,441,FANSD_08_A,FAN,SD
4451,17520,17520,1,1.0,Closed,60004078.0,Closed,1.0,COTTONDALE,BALSORA_8,Line,10161,COTN_BLSRA_1,BLSRA,COTNDALE
4452,17520,16828,1,0.9605,Closed,60005260.0,Closed,1.0,H_O_C___B69A,HIGHTS___B69,Line,2292,HE_HOC34_A,HE,HOC
4453,17520,17517,1,0.9998,Closed,60005183.0,Closed,1.0,CAGNON1_8,HELOTES,Line,2203,H3_R4_1,H3,CAGNON
4455,17520,17442,1,0.9955,Closed,60001578.0,Closed,1.0,P_BLOCKH8_1_,P_WHITES8_1_,Line,8273,469T469_1,BLOCKH,WHITES
4456,17520,17515,1,0.9997,Closed,60008706.0,Closed,1.0,L_ODLASW8_1Y,BRACKETT4A,Line,79,624T624_1,ODLASW,BRACKETT
4457,17520,17520,1,1.0,Closed,60000925.0,Closed,1.0,MEXIA2_T_9,MEXIA_NO_9,Line,5075,2315__A,MEXIA,MXTAP
4458,17520,17520,1,1.0,Closed,60004577.0,Closed,1.0,FRANKLIN,ELLIOTT,Line,11170,ELT_FRA_1,FRA,ELT
4459,17520,17326,1,0.9889,Closed,60003287.0,Closed,1.0,CAVERN_X82T8,BIPORT_X82B8,Line,6809,BFPCAV82_A,CAV,BFP
4460,17520,17520,1,1.0,Closed,60004593.0,Closed,1.0,ENERGYSW,ENERGY,Line,11077,ENE_ENER_1,ENERGYSW,ENERGY
4462,17520,17346,1,0.9901,Closed,60001545.0,Closed,1.0,L_EAGLLA9_1Y,L_PARKTA9_1Y,Line,8326,437T547_1,EAGLLA,PARKTA
4463,17520,17520,1,1.0,Closed,60005867.0,Closed,1.0,LAMARQ__B138,WEBSTR_C63_8,Line,4055,LM_WEB63_A,LM,WEB
4464,17520,17520,1,1.0,Closed,60007064.0,Closed,1.0,N_DENT_8,RECTORROAD,Line,9179,SAN_DNN_1,N_DENT,RECTOR
4466,17520,17520,1,1.0,Closed,60010831.0,Closed,1.0,JEWETTA_8,SKIPPER,Line,9085,SKPR_JWT_1,JEWET,SKIPPER
4467,17520,150,1,0.0086,Open,60006735.0,Open,0.0,PLAINVTA_9,SNTXTAP2A,Line,7436,PLV_SNT_1,PLVWT,SNTXTAP
4468,17520,17520,1,1.0,Closed,60005303.0,Closed,1.0,HHGT_2_5,OMEGA_1_5,Line,2247,HHGTOM_1,HHGT,OMEGA
4469,17520,17515,1,0.9997,Closed,60007913.0,Closed,1.0,SWRI,WSTSIDE,Line,847,X4_E1_1,X4,E1
4470,17520,17192,1,0.9813,Closed,60007369.0,Closed,1.0,STEAM_D,IND_PK_D,Line,10575,STE_IND_1,STEAM,IND_PK_D
4471,17520,17520,1,1.0,Closed,60007492.0,Closed,1.0,CONCORD8,JNSNCNTY8,Line,10424,TEN_CRD2_1,TEN,CRD
4472,17520,17520,1,1.0,Closed,60004788.0,Closed,1.0,FREERSUB9,BRUNISUB9,Line,535,FRE_BRUN_1,BRUNI,FREERS
4474,17520,17487,1,0.9981,Closed,60001629.0,Closed,1.0,L_FERGUS8_1Y,L_GRANMO8_1Y,Line,8339,51T376_1,FERGUS,GRANMO
4475,17520,17520,1,1.0,Closed,60002208.0,Closed,1.0,SHILOHC,COMANCHE_T8,Line,373,651__C,SHILO,CMNTP
4476,17520,17507,1,0.9993,Closed,60004210.0,Closed,1.0,AUSTIN1,EXETER,Line,10242,D2_G1_2_1,G1,D2
4479,17520,17520,1,1.0,Closed,60000927.0,Closed,1.0,MEXIA2_T_9,COOLIDGE_9,Line,5020,2315__C,MXWST,MXTAP
4480,17520,17520,1,1.0,Closed,60006137.0,Closed,1.0,WESTIM_S73_8,MEMORL73TP_8,Line,5774,ME_WI_73_A,ME,WI
4481,17520,17453,1,0.9962,Closed,60011657.0,Closed,1.0,BVE_1_5,SMTHRS_POI_5,Line,8599,BVESMR-3_A,BVE,SMITHERS
4482,17520,17520,1,1.0,Closed,60001687.0,Closed,1.0,L_NIMITZ8_1Y,L_GILLES8_1Y,Line,9661,54T266_1,GILLES,NIMITZ
4483,17520,17424,1,0.9945,Closed,60000961.0,Closed,1.0,OVERTON_8,ARP_8,Line,6554,2400__A,OVRTN,ARPOI
4484,17520,17520,1,1.0,Closed,60008147.0,Closed,1.0,CHASEFLD2A,ERALIO2A,Line,8681,CHASEF_ERALIO1_1,ERALIO,CHASEFLD
4485,17520,17510,1,0.9994,Closed,60004868.0,Closed,1.0,FRANZ___09B8,KATY____09B8,Line,557,FZ_KT_09_A,KT,FZ
4486,17520,17520,1,1.0,Closed,60002467.0,Closed,1.0,L_VERDCR8_1Y,L_TURTCR8_1Y,Line,1980,68T221_1,VERDCR,TURTCR
4487,17520,17501,1,0.9989,Closed,60002250.0,Closed,1.0,MARKLY_8,RICESW_8,Line,1848,6560__B,RICSW,MRKLY
4488,17520,17324,1,0.9888,Closed,60001169.0,Closed,1.0,LKHLS1T_8,LKHLS1_8,Line,8085,3240__G,AUDTM,LKHLD
4489,17520,17510,1,0.9994,Closed,60004900.0,Closed,1.0,BANDERA,HAMWOLF,Line,662,G2_O2_1,O2,G2
4491,17520,17520,1,1.0,Closed,60003068.0,Closed,1.0,UCC_1_8,TNAPACHE__1,Line,5444,APA_UCC1_1,APACHE,UCC_COGN
4492,17520,17520,1,1.0,Closed,60004234.0,Closed,1.0,TINTOP,DUBLTRANCH,Line,10357,DBLT_TINT_1,TINTOP,DBLTRNCH
4493,17520,17318,1,0.9885,Closed,60004100.0,Closed,1.0,DWNTWN__B138,CRCKET_T91_8,Line,10165,CR_DT_91_A,CR,DT
4494,17520,17451,1,0.9961,Closed,60003587.0,Closed,1.0,AUSTIN1,KIRBY,Line,8497,C4_D2_1,D2,C4
4497,17520,17505,1,0.9991,Closed,60011026.0,Closed,1.0,KING_NW_8,KING_SW_2_8,Line,3861,KINGSW_KNGWTAP_1,KING_SW,KNGWTAP
4498,17520,17485,1,0.998,Closed,60004680.0,Closed,1.0,FALCON8,FALCONSW4A,Line,439,FALCON_FALCNS2_1,FALCON,FALCNSW
4499,17520,17520,1,1.0,Closed,60002550.0,Closed,1.0,JAXVLWTA_9,JAXWEST_9,Line,3438,7070__D,JKWST,CRLKT
4501,17520,17520,1,1.0,Closed,60004675.0,Closed,1.0,FALCONSW4A,ROMA_SW4A,Line,11119,FALCNS_ROMA_S1_1,ROMA_SW,FALCNSW
4502,17520,17356,1,0.9906,Closed,60001052.0,Closed,1.0,L_DEERCR9_1Y,L_NASHCR9_1Y,Line,6366,284T377_1,NASHCR,DEERCR
4503,17520,17414,1,0.9939,Closed,60007266.0,Closed,1.0,W_A_P__POI5B,SMTHRS_POI_5,Line,9019,SMRWAP98_A,WAP,SMITHERS
4504,17520,17520,1,1.0,Closed,60001283.0,Closed,1.0,LEMMON2_8,FARMNT2_8,Line,8146,3480__A,FRMNT,LEMON
4505,17520,17520,1,1.0,Closed,60006777.0,Closed,1.0,PRAXAIRT,RAYTHEON,Line,7407,PRT_RAYT_1,RAYTHEON,PRAXAIRT
4507,17520,17464,1,0.9968,Closed,60006980.0,Closed,1.0,CTYOFRBSTWN9,ROBSTP2A,Line,8990,ROB_CP_RBTWNC1_1,RBTWNCTY,ROB_CPL
4508,17520,17503,1,0.999,Closed,60002574.0,Closed,1.0,LIGGETT_N8,IRVGRNT1_8,Line,3443,725__B,LIGSW,IRVGS
4510,17520,17520,1,1.0,Closed,60001427.0,Closed,1.0,NTHHVN_E8,WELCH2_8,Line,8131,3740__C,WELRD,NHNSW
4511,17520,17520,1,1.0,Closed,60004301.0,Closed,1.0,DILLEY22A,DILLEYSW2A,Line,10836,DILLEY_DILLY1_1,DILLEYSW,DILLY
4513,17520,17232,1,0.9836,Closed,60003604.0,Closed,1.0,TNCADDO___1,TXCTY_1_8,Line,8475,CAD_TXC_1,TXCTY,CADDOTN
4514,17520,17443,1,0.9956,Closed,60009143.0,Closed,1.0,L_SIMGID8_1Y,L_TAHIVI8_1Y,Line,396,648T648_1,TAHIVI,GIDEON
4517,17520,15151,1,0.8648,Closed,60000091.0,Closed,0.889,L_SANMAR8_1Y,L_REDWOO8_1Y,Line,1416,106T200_1,SANMAR,REDWOO
4518,17520,17149,1,0.9788,Closed,60008404.0,Closed,1.0,KENEDYSW4A,FALLSCTY,Line,11153,F2_11_1,KENEDSW,F2
4519,17520,17462,1,0.9967,Closed,60004158.0,Closed,1.0,CRYSTLCTYSB9,CRYSTLCTYSW9,Line,10269,CRS_CRST_1,CRSTLS,CRSTLSW
4520,17520,17386,1,0.9924,Closed,60002200.0,Closed,1.0,BIG3ODTA_8,ODESASW1_8,Line,1722,6500__C,ODESW,BTHOT
4522,17520,16847,1,0.9616,Closed,60008775.0,Closed,1.0,LARDVFT4C,LARDVFT4B,Line,4082,LARDVF_LARDVS1_1,LARDVFT,LARDVFTS
4523,17520,16252,1,0.9276,Closed,60003491.0,Closed,1.0,PCOMFORT2A,BROOKHOL2A,Line,6978,BROOKH_PTCOMF1_1,PTCOMFOR,BROOKHOL
4524,17520,17520,1,1.0,Closed,60001182.0,Closed,1.0,P_LEANDE8_1_,P_BLOCKH8_1_,Line,6650,326T326_1,LEANDE,BLOCKH
4526,17520,17432,1,0.995,Closed,60001039.0,Closed,1.0,L_MAXZUE8_1Y,L_GUYBUR8_1Y,Line,6499,272T345_1,GUYBUR,MAXZUE
4527,17520,17520,1,1.0,Closed,60004594.0,Closed,1.0,GUSTINE,ENERGYSW,Line,491,ENE_GUST_1,GUSTINE,ENERGYSW
4529,17520,16489,1,0.9412,Closed,60004263.0,Closed,0.9,DEL_MAR4A,LAREDO4A,Line,10378,DEL_MA_LAREDO1_1,DEL_MAR,LAREDO
4530,17520,17424,1,0.9945,Closed,60003219.0,Closed,1.0,BATESVILESW8,W_BATESV4A,Line,5400,BATESV_W_BATE1_1,BATESVL,W_BATESV
4532,17520,17520,1,1.0,Closed,60000646.0,Closed,1.0,N_DENT_8,ARCO138,Line,4826,180001_D_1,ARCO,N_DENT
4533,17520,17474,1,0.9974,Closed,60004673.0,Closed,1.0,FALLCREEK,LITTLEHOSS,Line,438,FAL_LILHOSS_1,LITTLHOS,FAL
4534,17520,17520,1,1.0,Closed,60004175.0,Closed,1.0,CUSTER2_P8,CUSTER2,Line,10206,CST2_CUSTR_1,CST,CUSTR
4535,17520,17474,1,0.9974,Closed,60004340.0,Closed,1.0,WAPLES8,DOMINO,Line,10964,DOM_WPL_1,WPL,DOMINO
4536,17520,17520,1,1.0,Closed,60001420.0,Closed,1.0,L_GPISWI8_1Y,L_GPI___8_2Y,Line,8249,370T337_1,GPISWI,GPI
4537,17520,17520,1,1.0,Closed,60004723.0,Closed,1.0,FLATROCK,FLATROCKSW,Line,532,FLA_FLTR_1,FLATROCK,FLTRCKSW
4538,17520,17514,1,0.9997,Closed,60008664.0,Closed,1.0,COFFPORT4A,HIWAY511SUB8,Line,2466,HWY511_COFEPRT_1,COFFPORT,MV_HW511
4540,17520,17409,1,0.9937,Closed,60002942.0,Closed,1.0,JCHRSTL,W_DENT_8,Line,5312,AIR_W_DE_1,W_DENT,JCHRSTL
4541,17520,17244,1,0.9842,Closed,60001475.0,Closed,1.0,L_WIRTZ_8_1Y,P_FLATRO8_1_,Line,8230,38T365_1,WIRTZ,FLATRO
4544,17520,17126,1,0.9775,Closed,60011659.0,Closed,1.0,SMTHRS_POI_5,BVE_3_5,Line,8495,BVESMR-1_A,BVE,SMITHERS
4545,17520,7534,1,0.43,Open,60004235.0,Closed,1.0,MOSES_5,WLSH_WLSHG1,Line,10358,DC_E_1,WLSH,MNSES
4548,17520,9852,1,0.5623,Closed,60005862.0,Closed,0.9,WHITNEY__8,TNLKWHITNY1,Line,4171,LKW_WHT_1,LKWHITNY,WHTNY
4549,17520,17465,1,0.9969,Closed,60005122.0,Closed,1.0,NCARBIDE2A,GREENLK2A,Line,683,GREENL_NCARBI1_1,GREENLK,NCARBIDE
4550,17520,17520,1,1.0,Closed,60009653.0,Closed,1.0,L_ADAMSV8_1Y,L_LAMPAS8_1Y,Line,4850,16T672_1,ADAMSV,LAMPAS
4551,17520,17440,1,0.9954,Closed,60006776.0,Closed,1.0,PV_TAP2A,PRTLAVACASB9,Line,7556,PRT_PV__1,PRTLAVS,PV_TAP
4552,17520,17335,1,0.9894,Closed,60001814.0,Closed,1.0,OECCS_2_5,ODEHV2T_5,Line,9887,6049_A_1,ODEHV,OECCS
4553,17520,17206,1,0.9821,Closed,60004152.0,Closed,1.0,CRWL2A,COPPERBRKS,Line,10315,CROWEL_LIBR1_1,LIBR,CROWELL
4554,17520,17520,1,1.0,Closed,60008672.0,Closed,1.0,BUSHKNOB2A,ALBANY2A,Line,5134,ALBANY_BUSHKN1_1,ALBANY,BUSHKNOB
4555,17520,17520,1,1.0,Closed,60011922.0,Closed,1.0,ENTERPRI_8,ENTPR_RC,Line,11106,ENTPR_RC_1,ENTPR_RC,ENTPI
4556,17520,17362,1,0.991,Closed,60003094.0,Closed,1.0,BIG_WELL4A,ASHERTON4A,Line,5413,ASHERT_BIG_WE1_1,ASHERTON,BIG_WELL
4560,17520,17438,1,0.9953,Closed,60005140.0,Closed,1.0,GABLE___B138,N_SIDE21TP_8,Line,771,GS_NS_21_A,GS,NS
4562,17520,17520,1,1.0,Closed,60001422.0,Closed,1.0,L_GABRIE8_1Y,L_GLASSC8_1Y,Line,8168,372T359_1,GLASSC,GABRIE
4564,17520,17513,1,0.9996,Closed,60006309.0,Closed,1.0,SPRUCE,VON_ROSE,Line,7236,N5_U3_1,BRAUNIG,CALAVERS
4566,17520,17520,1,1.0,Closed,60007228.0,Closed,1.0,HARDYSW,STJO8,Line,9161,SJO_HARD_1,SJO,HARDYSW
4567,17520,4948,1,0.2824,Open,60110563.0,Open,0.0,ROSEHILL,GRLDBTWN_8,Line,3268,1391_J_1,BBTWN,ROSEHILL
4568,17520,17516,1,0.9998,Closed,60002670.0,Closed,1.0,PL_TENNY_8,PL_COMM2_8,Line,3625,842__A,PTENN,PCOMM
4569,17520,17520,1,1.0,Closed,60001032.0,Closed,1.0,P_WHITES8_1_,P_BUTTER8_1_,Line,6363,269T362_1,BUTTER,WHITES
4571,17520,17486,1,0.9981,Closed,60005548.0,Closed,1.0,W_A_P__POI5A,JENETA__B345,Line,2478,JN_WAP72_A,WAP,JN
4572,17520,17520,1,1.0,Closed,60005417.0,Closed,1.0,HEARNE9,ELLIOTT,Line,2315,HRN_ELT_1,ELT,HRN
4573,17520,17520,1,1.0,Closed,60005464.0,Closed,1.0,INDIANGAP,ENERGYSW,Line,2327,IND_ENER_1,INDIANGP,ENERGYSW
4574,17520,17352,1,0.9904,Closed,60003392.0,Closed,1.0,BRITMR__B138,SAUER_73T1_8,Line,6882,BM_SR_73_A,SR,BM
4575,17520,16691,1,0.9527,Closed,60110585.0,Closed,1.0,P_LEHIGH9_1_,P_CENTEX9_1_,Line,9593,466T466_1,LEHIGH,CENTEX
4577,17520,17520,1,1.0,Closed,60005503.0,Closed,1.0,BRIDGEPORT,JCKCNTY8,Line,2439,JACK_BRID_1,BRIDGEPR,JACKCNTY
4578,17520,17520,1,1.0,Closed,60007873.0,Closed,1.0,WIRT____73B8,WHITOK73T1_8,Line,878,WO_WT_73_A,WT,WO
4579,17520,15216,1,0.8685,Closed,60000406.0,Closed,0.9,CHATFIELD,MONTFTSS__8,Line,3208,1430__B,MTFSW,CHATFELD
4580,17520,17331,1,0.9892,Closed,60005518.0,Closed,1.0,JEAN,STHBENDSW,Line,2415,JEA_STHB_1,JEAN,STHBNDSW
4581,17520,17520,1,1.0,Closed,60003210.0,Closed,1.0,BARKER73TP_8,WESTIM_S73_8,Line,5465,BARWI_73_A,BAR,WI
4582,17520,17520,1,1.0,Closed,60004273.0,Closed,1.0,DERBYSUB9,DILLEYSUB9,Line,10834,DER_DILL_1,DERBYS,DILLEYS
4583,17520,17520,1,1.0,Closed,60000715.0,Closed,1.0,THOUSE__5,ELM_MOTT__5,Line,4956,190__A,ELMOT,THSES
4584,17520,17520,1,1.0,Closed,60006135.0,Closed,1.0,MEMORL73TP_8,WOODCK73TP_8,Line,5773,ME_WD_73_A,WD,ME
4585,17520,17520,1,1.0,Closed,60003394.0,Closed,1.0,WOODCK73TP_8,BRITMR__B138,Line,7062,BM_WD_73_A,WD,BM
4586,17520,17520,1,1.0,Closed,60003745.0,Closed,1.0,OBRIEN73TP_8,CLODIN73T3_8,Line,8674,CE_OB_73_A,CE,OB
4587,17520,17520,1,1.0,Closed,60003196.0,Closed,1.0,BARKER73TP_8,CLODIN__B138,Line,6796,BARCE_73_A,BAR,CE
4588,17520,17472,1,0.9973,Closed,60001893.0,Closed,1.0,BENBRK_A_8,BENBRKSUB1_8,Line,2,6120__A,BNBSW,BNBRK
4589,17520,16049,1,0.916,Closed,60004993.0,Closed,0.95,GRNBYU__B345,KING____B345,Line,754,GBYKG_74_A,GBY,KG
4590,17520,17428,1,0.9947,Closed,60005589.0,Closed,0.9,KUYDAL74TP_5,TOMBAL__B345,Line,3906,KDLTB_74_A,TB,KDL
4591,17520,17154,1,0.9791,Closed,60007287.0,Closed,0.95,SNGLTN__B345,TOMBAL__B345,Line,9237,SNGTB_74_A,TB,SNG
4593,17520,11428,1,0.6523,Closed,60004775.0,Closed,1.0,FILTER_P,AIRPORT,Line,11187,FP_AP_1,FILTER_P,AIRPORT
4594,17520,17520,1,1.0,Closed,60007610.0,Closed,1.0,TRIMMIER,KILL_SS__8,Line,10435,TRIMR_KLNSW_1,KLNSW,TRIMMIER
4595,17520,17353,1,0.9905,Closed,60007815.0,Closed,0.95,TNWHITEWRT0,TNFRNTRTAP0,Line,958,WHI_FRNT_1,FRNTRTAP,WHITEWRT
4596,17520,17520,1,1.0,Closed,60006744.0,Closed,1.0,TEASLEY138,POCKRUS138,Line,7406,POC_TEAS_1,TEASLEY,POCKRUSC
4599,17520,17444,1,0.9957,Closed,60001563.0,Closed,1.0,RIOPECOS4A,L_NORTMC8_2Y,Line,9568,454T454_1,NORTMC,RIOPECOS
4600,17520,17509,1,0.9994,Closed,60011917.0,Closed,1.0,LKMT2T_8,REGRW2_8,Line,6761,3340__E,LMTP2,RGLRW
4601,17520,17480,1,0.9977,Closed,60000666.0,Closed,1.0,L_BRENNO8_1Y,L_SANDHI8_1Y,Line,4797,183T350_1,SANDHI,BRENNO
4602,17520,17375,1,0.9917,Closed,60004885.0,Closed,1.0,TNHEIGHTS_1,TNCADDO___1,Line,477,G138_19_1,HEIGHTTN,CADDOTN
4603,17520,17437,1,0.9953,Closed,60001826.0,Closed,1.0,ESKOTA_8,TRENT_1_8,Line,9845,6064__A,ESKSW,TRENT
4604,17520,17462,1,0.9967,Closed,60006337.0,Closed,1.0,NBATESVILSB9,SBATESVILSB9,Line,5852,NBA_S_BA_1,NBATSVS,S_BATES
4605,17520,17373,1,0.9916,Closed,60001588.0,Closed,1.0,L_ECKERT9_1Y,L_NEBO__9_1Y,Line,8413,47T126_1,NEBO,ECKERT
4606,17520,17512,1,0.9995,Closed,60009586.0,Closed,1.0,L_FAIROA8_1Y,FAIRRA,Line,8929,R0_FAIR_1,FAIROA,R0
4607,17520,17520,1,1.0,Closed,60011270.0,Closed,1.0,CVC_3_5,SHELDN_POI_5,Line,10318,CVCSDN-3_A,SDN,CVC
4608,17520,17520,1,1.0,Closed,60006264.0,Closed,1.0,MRSSHPRD,STHBENDSW,Line,5731,MSP_STHB_1,STHBNDSW,PKLAKE
4609,17520,17484,1,0.9979,Closed,60000010.0,Closed,1.0,NAVAROMILS,NAV_MILS1_9,Line,1532,100019_1,NAVROMLS,NVRML
4611,17520,17463,1,0.9967,Closed,60006298.0,Closed,1.0,SOMMERS,HARLANDA,Line,5817,N3_P0_1,CALAVERS,P0
4612,17520,17414,1,0.9939,Closed,60001592.0,Closed,1.0,L_AVERRA8_1Y,JOLLYVIL,Line,9596,483T483_1,AVERRA,JOLLYVIL
4614,17520,17435,1,0.9951,Closed,60001190.0,Closed,1.0,KRKPK_W8,COIT1_8,Line,8043,3290__D,KRKPK,COTRD
4615,17520,17415,1,0.994,Closed,60001603.0,Closed,1.0,L_MCQUEE8_1Y,L_SCHUMA8_1Y,Line,8416,498T498_1,MCQUEE,SCHUMA
4616,17520,16280,1,0.9292,Closed,60005281.0,Closed,0.95,BLF_CRK4A,PONY_3_8,Line,2361,HH2AEP_1,PONY,BLUF_CRK
4618,17520,17367,1,0.9913,Closed,60005256.0,Closed,1.0,KING__94TPA8,HUMBLE__B138,Line,2275,HB_KG_94_A,KG,HB
4620,17520,14655,1,0.8365,Closed,60007943.0,Closed,0.85,BENDAVIS_8,WYNNJOYCE,Line,886,WYNN_BEN_1,WYNJOYCE,BNDVS
4621,17520,17520,1,1.0,Closed,60002962.0,Closed,1.0,ALTA_L_S93_8,HITCOK_S93_8,Line,5133,AL_HX_93_A,HX,AL
4622,17520,17016,1,0.9712,Closed,60001317.0,Closed,1.0,MTLDA2_8,GRNVL_E8,Line,8100,3520__A,GAVSW,MTLDA
4623,17520,16862,1,0.9624,Closed,60003770.0,Closed,1.0,COLEGE94TP_8,DROUET94T3_8,Line,8761,CG_DR_94_A,DR,CG
4626,17520,16862,1,0.9624,Closed,60003776.0,Closed,1.0,COLEGE94TP_8,WITTER94TP_8,Line,8678,CG_WE_94_A,WE,CG
4628,17520,17520,1,1.0,Closed,60000817.0,Closed,1.0,L_MCNEIL8_1Y,L_SPICEW8_1Y,Line,4968,214T242_1,SPICEW,MCNEIL_
4630,17520,17493,1,0.9985,Closed,60004146.0,Closed,1.0,JEFFER_POI_8,CROWN__X94B8,Line,10290,CRNJFS94_A,CRN,JFS
4632,17520,17520,1,1.0,Closed,60002975.0,Closed,1.0,ALBERTARDSB8,VALVERDESUB8,Line,5204,ALBRTA_VAL_1,ALBERTA,MV_VALV4
4633,17520,17520,1,1.0,Closed,60006268.0,Closed,1.0,PSARCO_POI_8,METALS94TP_8,Line,5844,MTSPSA94_A,PSA,MTS
4635,17520,17520,1,1.0,Closed,60009152.0,Closed,1.0,L_GARWOO9_1Y,EL_CAMPO2A,Line,3588,828T548_1,EL_CAMPO,GARWCI
4636,17520,17472,1,0.9973,Closed,60001626.0,Closed,1.0,L_BLUEBO8_1Y,L_BASTWE8_1Y,Line,9573,516T516_1,BLUEBO,BASTWE
4637,17520,17520,1,1.0,Closed,60004432.0,Closed,1.0,HUMBLE_C94_8,DEUSEN_X94B8,Line,10945,DSNHB_94_A,DSN,HB
