teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,unmatched_reason
280454,6f4b416c-c267-416e-9975-16b5d6be9bfd,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49001,BELAIR_A1TER,BI,49100,BELAIR_A1STR,BI,AT1T,BI_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280232,6fedd67d-8c4c-4d98-ae36-07cec5a0a7a6,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,29050,BOWMAN_B3,BOMSW,24053,BOMSW2_1,BOMSW,MR2T,BOMSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
344699,706ebcbf-e18b-4701-bc8a-418ef6b92800,Transformer,PowerTransformer,A3,AT3T 23kV-1kV,49091,ZENITH_A3TER,ZEN,49187,ZENITH_A3STR,ZEN,AT3T,ZEN_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
493698,70c71750-50a9-4329-9964-d8a68b2840fa,Transformer,PowerTransformer,6,T6S 12.47kV-1kV,110965,BOG_T6S,BOG,110970,BOG_T6,BOG,T6S,BOG_T6S,,,,,,,,,,,unmatched,transformer_tertiary_stub
82151,71c6e2e8-7913-4f7d-a4e4-0a8a6204da28,Transformer,PowerTransformer,2,AT2T 13.2kV-1kV,77280,L_TWINBU1_2Y,TWINBU,77156,L_TWINBU1_2Z,TWINBU,AT2T,TWINBU_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
492646,730a80aa-d934-4672-ba6c-38adf9d1517f,Transformer,PowerTransformer,A1,AT3T 23kV-1kV,49079,49079,JOR,49114,49114,JOR,AT3T,JOR_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
468073,73ac2df0-f144-4c8d-a8b1-a26c9cc1fd42,Transformer,PowerTransformer,X3,TR3Y 12.47kV-1kV,110462,FORMOSA_2,FORMOSA,111145,FORMOSA_TR3,FORMOSA,TR3Y,FORMOSA_TR3Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
871627,75c2453c-b7bd-4522-99be-11115d0baf02,Transformer,PowerTransformer,1,XF1T 12.47kV-1kV,80190,VERN1A,VERN,80191,VERN0A,VERN,XF1T,VERN_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280247,76febff9-d617-4cc6-8358-97bf77d876a9,Transformer,PowerTransformer,G1,XT5B 13.8kV-1kV,110052,THW_N1,THW,49149,49149_STAR,THW,XT5B,THW_XT5B,,,,,,,,,,,unmatched,transformer_tertiary_stub
95072,77aee2ec-e441-438a-9ab1-d90ee5bab964,Transformer,PowerTransformer,T6,XT6S 13.8kV-1kV,111136,BAC_CTG5,BAC,111140,111140_STAR,BAC,XT6S,BAC_XT6S,,,,,,,,,,,unmatched,transformer_tertiary_stub
61234,781e1b20-f8aa-4996-af03-b2f00a456508,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,3338,TYLERGND_3,TYGND,24114,TYGND1_1,TYGND,MR1T,TYGND_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
534356,782d5341-bac2-423a-a857-52c3470cc4a2,Transformer,PowerTransformer,T5,XT2X 13.8kV-1kV,112413,RABBS_N3,RAB,112422,112422,RAB,XT2X,RAB_XT2X,,,,,,,,,,,unmatched,transformer_tertiary_stub
279381,78399250-ff91-483a-9069-6305b16faaa4,Transformer,PowerTransformer,2,T2_T 34.5kV-1kV,60043,BLFTERT2,BLUF_CRK,60074,BLCKDUM2,BLUF_CRK,T2_T,BLUF_CRK_T2_T,,,,,,,,,,,unmatched,transformer_tertiary_stub
828251,7a525104-9345-4024-ac40-8087ad44b6ce,Transformer,PowerTransformer,1,MR1T 13.2kV-1kV,24968,SPRABERRY1_3,SBYSW,24169,SPRABERRY_1,SBYSW,MR1T,SBYSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
715201,7a5abf66-be02-4f34-be9f-310275720ce6,Transformer,PowerTransformer,2,XF2T 13.8kV-1kV,88660,NAISMITH0B,NAISMITH,88662,NAISMITH0D,NAISMITH,XF2T,NAISMITH_XF2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
306104,7aca5cc6-df0c-4b44-a597-36432a2d457d,Transformer,PowerTransformer,1,TRTG 34.5kV-13.8kV,110562,MSN_110562,MSN,110561,MSN_110561,MSN,TRTG,MSN_TRTG,,,,,,,,,,,unmatched,transformer_other
279506,7b058907-a696-493d-b18a-2f5698ac25d5,Transformer,PowerTransformer,A3,AT3T 23kV-1kV,49008,CEDARP_A3TER,CBY,49110,CEDARP_A3STR,CBY,AT3T,CBY_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
345060,7b725d78-5289-4376-a197-a1d5f6d7eb70,Transformer,PowerTransformer,01,T1M 34.5kV-1kV,170442,CACTSFLT_T1,CFLATS,170447,CACTSFLT_3Y,CFLATS,T1M,CFLATS_T1M,,,,,,,,,,,unmatched,transformer_tertiary_stub
326922,7c628d83-02e4-4daa-b92c-fb39eef650ea,Transformer,PowerTransformer,A2,AT2T 23kV-1kV,49090,ZENITH_A2TER,ZEN,49186,ZENITH_A2STR,ZEN,AT2T,ZEN_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
441476,7d5a7242-0e29-470d-a13d-705847e2aba6,Transformer,PowerTransformer,1,AX1T 13.8kV-1kV,11099,SANDLAKE1_3,SLKSW,24133,SANDLK_A_1,SLKSW,AX1T,SLKSW_AX1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279246,7d6d8546-7c2a-4d58-808f-31b7d6f2c18d,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,13402,LAKE_CRK2_3,LCSES,24078,LCSES1_1,LCSES,MR1T,LCSES_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279333,7db740de-4dab-410f-ae55-8fa282393ef0,Transformer,PowerTransformer,A1,AT1T 12.47kV-1kV,49066,GABLE__A1TER,GS,49166,GABLE__A1STR,GS,AT1T,GS_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
28830,7e0e10b5-2717-4b96-8044-51e850226d85,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49077,JORDAN_A1TER,JOR,49112,JORDAN_A1STR,JOR,AT1T,JOR_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
586829,7e3312f4-656a-413a-ada4-fd08b61e9c25,Transformer,PowerTransformer,3,MR1T 13.8kV-1kV,24988,CRESLENN1_13,CRESW,24142,CRESLENN1_1,CRESW,MR1T,CRESW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279100,7f2695d8-973b-40fe-9008-c0195fac4d25,Transformer,PowerTransformer,G1,XT7A 13.8kV-1kV,110093,GBY_GBYGT74,GBY,49130,49130_STAR,GBY,XT7A,GBY_XT7A,,,,,,,,,,,unmatched,transformer_tertiary_stub
873314,800a93e8-cf3a-4aaf-a0f4-8d0c64bf29e7,Transformer,PowerTransformer,2,AT2T 12kV-1kV,80026,RKPRT0B,ROCKPORT,80027,RKPRTDMY0B,ROCKPORT,AT2T,ROCKPORT_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
34035,80c7abac-8446-4220-a29c-a3667b8cbe55,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,13423,KILL_SS_3,KLNSW,24027,KLNSW1_1,KLNSW,MR1T,KLNSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280263,814b79dd-2568-471b-8ffa-eae149679e5a,Transformer,PowerTransformer,1,MR2T 13.8kV-1kV,29090,CNVIL2_3,CNRSW,24058,CNRSW2_1,CNRSW,MR2T,CNRSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
313524,81e2a9d2-ae59-4e1d-9579-c32dae1cf7d2,Transformer,PowerTransformer,2,AT3T 13.2kV-1kV,77180,L_ZORN__1_3Y,ZORN,777182,L_ZORN__1_3Z,ZORN,AT3T,ZORN_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
534363,83d606d5-431b-4393-8038-5c09deebb730,Transformer,PowerTransformer,T4,XT4Y 13.8kV-1kV,112418,RABBS_N8,RAB,112421,112421,RAB,XT4Y,RAB_XT4Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
124521,843d78f4-9993-4658-bf7c-0e49249333c1,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,18536,SCURCNTY2_3,SCOSW,19751,SCURCNTY2_1,SCOSW,MR2T,SCOSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280271,85493f39-b6b5-42a5-93b8-d931e2bda7e2,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,11848,ROANOKE2_3,RNKSW,24102,RNKSW2_1,RNKSW,MR2T,RNKSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280272,85580728-f67c-4bdb-b5d9-e778e9625284,Transformer,PowerTransformer,G1,XT3C 13.8kV-1kV,110043,THW_THWGT32,THW,49151,49151_STAR,THW,XT3C,THW_XT3C,,,,,,,,,,,unmatched,transformer_tertiary_stub
280273,862a72e6-8dc9-4994-85ba-e2266c4c6c7e,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,18528,ODSSAEHV2_3,ODEHV,24090,ODEHV2_1,ODEHV,MR2T,ODEHV_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279319,8683e40e-58e2-49a6-baaa-85df0deb7115,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,900930,WATMLL1_3,WTRML,24118,WTRML1_1,WTRML,MR1T,WTRML_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279464,868b859e-5eec-4f5f-941c-22278ef34562,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,12360,CRLTN_NW1_3,CRLNW,24061,CRLNW1_1,CRLNW,MR1T,CRLNW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
863968,86bd3a96-970d-4837-a060-ac9663f80f9b,Transformer,PowerTransformer,1A,XFT1 13.8kV-1kV,80004,FRONTERA0A,FRONTERA,8035,FRONTERA0C,FRONTERA,XFT1,FRONTERA_XFT1,,,,,,,,,,,unmatched,transformer_tertiary_stub
153990,86de128a-6dfe-4b15-ad58-c8d14f501fe5,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,11921,SHRY_A_3,SHRSW,24037,SHRSW2_1,SHRSW,MR2T,SHRSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
88078,86fb531f-5dc3-4028-ac58-fff3ae48b3a8,Transformer,PowerTransformer,A4,AT4T 23kV-1kV,49002,BELAIR_A4TER,BI,49102,BELAIR_A4STR,BI,AT4T,BI_AT4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
299915,87375be3-0099-4e5d-a0c5-5e890a35ebaf,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49050,N_BELT_A1TER,NB,49150,N_BELT_A1STR,NB,AT1T,NB_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
375370,875275af-cc42-4c20-a713-5d552782b29a,Transformer,PowerTransformer,T3,AT3T 13.2kV-1kV,77044,L_MARION1_3Y,MARION,77179,L_MARION_2Y,MARION,AT3T,MARION_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
423287,877e89f0-584d-4d60-a409-83a2182f3819,Transformer,PowerTransformer,1,XT1Y 13.8kV-1kV,110824,CVC_CVC_G5,CVC,110828,CVC_TERT,CVC,XT1Y,CVC_XT1Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
774319,887351cd-7b43-44ec-8b3d-63344c254792,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,24972,PRNGMOSS2_3,PRMSW,24166,PRNGMOSS2_T,PRMSW,MR2T,PRMSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
319888,89d4faa4-8e4a-4725-b694-12963ec3baf5,Transformer,PowerTransformer,2,MR1T 13.8kV-1kV,3398,JEWETT1_1,JEWET,24121,JEWET1_1,JEWET,MR1T,JEWET_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
835254,8add4601-2745-4262-8bc4-cffa36bde4c2,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,24965,GUNTERSW1_3,GTRSW,24171,GUNTERSW1_T,GTRSW,MR1T,GTRSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
60536,8c7f32f6-8516-44ac-8aa6-92e5854f842f,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,16424,NORWD2_3,NORSW,24034,NORSW2_1,NORSW,MR2T,NORSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
534362,8e393a6d-eecd-4775-914f-ea993eed1833,Transformer,PowerTransformer,T4,XT4X 13.8kV-1kV,112417,RABBS_N7,RAB,112421,112421,RAB,XT4X,RAB_XT4X,,,,,,,,,,,unmatched,transformer_tertiary_stub
95071,8ede8a27-3d70-4504-a015-168fa3314109,Transformer,PowerTransformer,T4,XT4S 13.8kV-1kV,111134,BAC_CTG3,BAC,111139,111139_STAR,BAC,XT4S,BAC_XT4S,,,,,,,,,,,unmatched,transformer_tertiary_stub
279712,8f43e7de-fab8-4b7d-a7c4-ebc7133eb4ea,Transformer,PowerTransformer,3,MR3T 13.8kV-1kV,5214,HCAUTO3,HILLCTRY,5216,HC_STAR3,HILLCTRY,MR3T,HILLCTRY_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279144,8fde777b-c90e-41f6-9a1b-4ec73d408f5f,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,18529,ODSSAEHV1_3,ODEHV,24089,ODEHV1_1,ODEHV,MR1T,ODEHV_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280292,90d377fd-4bd5-43ba-8a2c-d2599de2f9aa,Transformer,PowerTransformer,2,BUT3 13.8kV-1kV,170033,MAR_MARSFOG3,MARSFO,77360,L_MARSFO1_2,MARSFO,BUT3,MARSFO_BUT3,,,,,,,,,,,unmatched,transformer_tertiary_stub
505119,911774e7-6a6b-4cad-8e25-d4c442eb7d21,Transformer,PowerTransformer,1,647X 14.4kV-1kV,110122,DOW_647X,DOWGEN,110163,DOW_647H,DOWGEN,647X,DOWGEN_647X,,,,,,,,,,,unmatched,transformer_tertiary_stub
279544,9211484f-9d3a-4b6b-9763-0dda074ff30a,Transformer,PowerTransformer,1,MR3T 13.2kV-1kV,29150,ELKTON_3,ELKTN,24064,ELKTN3_1,ELKTN,MR3T,ELKTN_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
438356,929dadc5-6108-43b8-a35c-e9e01c5b2610,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,24993,SARGT2_3,SARRD,24131,SARRD2_1,SARRD,MR2T,SARRD_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
486622,92bd35e2-4da0-442e-bd8f-21e3ba649e91,Transformer,PowerTransformer,1,T3T 13.8kV-1kV,59155,LP_YEL_T1,LPLYH,59154,YHT3STAR,LPLYH,T3T,LPLYH_T3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279029,9313c845-baf2-4ec8-84bd-08e7eb159262,Transformer,PowerTransformer,1,MR2T 13.8kV-1kV,12480,WLEVEE_2T3,WLVEE,24003,WLVEE2_1,WLVEE,MR2T,WLVEE_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279833,945c6364-59ee-46ae-87ef-95d1cf5d5650,Transformer,PowerTransformer,1,MT5L 13.8kV-1kV,170137,BRAU_VHB6CT5,BRAUNIG,5036,BR_STR56,BRAUNIG,MT5L,BRAUNIG_MT5L,,,,,,,,,,,unmatched,transformer_tertiary_stub
429033,94a9c4c4-8c03-42c4-afe5-7cf6e9ba2d6a,Transformer,PowerTransformer,1,AX1T 13.8kV-1kV,11008,WOLFSS_3,WLFSW,24127,WLFSW_1A,WLFSW,AX1T,WLFSW_AX1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
128759,9508d48d-be7f-45e1-a66d-9033f94e0d2c,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11926,LIGGETTA1_3,LIGSW,24030,LIGSW1_1,LIGSW,MR1T,LIGSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
719129,9532ce56-c4ae-4bcf-bad9-2aa1da2a13ee,Transformer,PowerTransformer,1,XF1T 13.1kV-1kV,6298,SAPOWER3C,SAPOWER,6485,SAPOWER1C,SAPOWER,XF1T,SAPOWER_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
293004,97ca0f9a-e8fc-4e83-a8ed-9ee824723b53,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49041,WHITOK_A1TER,WO,49144,WHITOK_A1STR,WO,AT1T,WO_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
60303,97f9dbe4-128e-431e-9afd-aa906affe056,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,12512,ALLENSW2_3,ALNSW,24020,ALNSW2_1,ALNSW,MR2T,ALNSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
354811,98903664-679f-4679-8b89-c02614bbe2c1,Transformer,PowerTransformer,A3,AT3T 23kV-1kV,49049,P_H_R__A3TER,PHR,49147,P_H_R__A3STR,PHR,AT3T,PHR_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280109,98a2d93d-9178-4918-bc4b-76335911ad45,Transformer,PowerTransformer,G1,XT3B 13.8kV-1kV,110042,THW_THWGT31,THW,49151,49151_STAR,THW,XT3B,THW_XT3B,,,,,,,,,,,unmatched,transformer_tertiary_stub
279094,98b86a9c-f236-4bea-aa43-bfc11f16c6cd,Transformer,PowerTransformer,G1,1MP0 34.5kV-13.8kV,110945,SL_1,SL,110941,SL_SL_G1,SL,1MP0,SL_1MP0,,,,,,,,,,,unmatched,transformer_other
20667,98bed278-7ebf-4d22-9249-3dac2d33226a,Transformer,PowerTransformer,1,11Y 13.8kV-1kV,131242,QALSW_GT2,QALSW,131253,QALSW_11_1KV,QALSW,11Y,QALSW_11Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
339765,990ea9f5-90eb-4ea4-9c7d-0a9b7b595c26,Transformer,PowerTransformer,2,G1NY 13.8kV-1kV,151196,DEC_1Y,DEC,151205,DEC_1_1,DEC,G1NY,DEC_G1NY,,,,,,,,,,,unmatched,transformer_tertiary_stub
279980,995c4834-d2ed-4fa3-b7b7-6bac33ed248f,Transformer,PowerTransformer,1,1383 13.8kV-1kV,60780,OK1TERT,OKLA,6095,OK1DUM,OKLA,1383,OKLA_1383,,,,,,,,,,,unmatched,transformer_tertiary_stub
754005,99b25aa4-5eed-4724-81c5-3c31f0c98cf6,Transformer,PowerTransformer,1,MR3T 13.2kV-1kV,24974,FRYSW2,FRYSW,24163,FRYSW1,FRYSW,MR3T,FRYSW_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
124572,99e64080-0cc0-4d46-a3a4-a90a62e2ee05,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,18531,CENTBLUF1_3,CBFSW,24010,CENTBLUF_1,CBFSW,MR1T,CBFSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
34717,9a46285c-a1d8-4e37-a61c-5df75a807c25,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,13424,KILL_SS2__3,KLNSW,24025,KLNSW2_1,KLNSW,MR2T,KLNSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
293180,9aff4f90-05cc-4bfb-b72b-65db611a43a8,Transformer,PowerTransformer,A3,AT3T 23kV-1kV,49043,WHITOK_A3TER,WO,49143,WHITOK_A3STR,WO,AT3T,WO_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279105,9c29cdcd-01a9-46db-9b54-0f64c78fd022,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49059,RTHWOD_A1TER,RTW,49145,RTHWOD_A1STR,RTW,AT1T,RTW_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
411477,9dc25049-1f23-4841-afc2-ba8e9002c98f,Transformer,PowerTransformer,2,T2SC 34.5kV-1kV,134510,HILO_3_5,HI_LONE,134514,HILO_1KV2,HI_LONE,T2SC,HI_LONE_T2SC,,,,,,,,,,,unmatched,transformer_tertiary_stub
339764,9df73b4a-59f8-4204-b84d-e099abff197a,Transformer,PowerTransformer,2,G1NX 13.8kV-1kV,151195,DEC_1X,DEC,151205,DEC_1_1,DEC,G1NX,DEC_G1NX,,,,,,,,,,,unmatched,transformer_tertiary_stub
491424,9e9d2115-4f15-482a-8461-eea9bc0a4218,Transformer,PowerTransformer,1,MR1T 13.2kV-1kV,24991,QNLTPT_3,QNLTP,24136,QNLTP1_1,QNLTP,MR1T,QNLTP_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
681484,9f7a1b25-ce25-472a-88ab-e2fc031029e0,Transformer,PowerTransformer,1,MR2T 13.8kV-1kV,25090,TEASW_13_2,TEASW,26090,TEASW_1_2,TEASW,MR2T,TEASW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
429043,9fea57bb-e20e-448a-9372-06368306976c,Transformer,PowerTransformer,2,AX2T 13.8kV-1kV,11075,RIVERTON2_3,RVRSW,24130,RVRSW_1A,RVRSW,AX2T,RVRSW_AX2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280127,a06ab788-1620-4866-965a-7d0eacdbf10d,Transformer,PowerTransformer,2,AT2T 13.2kV-1kV,9081,LYTTON_T2,LYTTON_S,9399,LYTTON2_1KV,LYTTON_S,AT2T,LYTTON_S_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280131,a183a1f8-b428-4e40-bb83-f20f2aa3a295,Transformer,PowerTransformer,3,MR3T 13.8kV-1kV,5374,SKYAUTO3,SKYLINE,5366,SKYSTAR3,SKYLINE,MR3T,SKYLINE_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279098,a2359bd3-220b-4022-b8b6-4b95450a3461,Transformer,PowerTransformer,G1,XT8D 13.8kV-1kV,110095,GBY_GBYGT82,GBY,49117,49117_STAR,GBY,XT8D,GBY_XT8D,,,,,,,,,,,unmatched,transformer_tertiary_stub
664624,a2435858-4a19-45e6-bddf-06649bac0566,Transformer,PowerTransformer,T1,KT1B 34.5kV-1kV,112872,GSTAR_S2,PHO,112880,112880,PHO,KT1B,PHO_KT1B,,,,,,,,,,,unmatched,transformer_tertiary_stub
61060,a267c63e-ca89-41e1-9f4d-80821f8bad21,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,3136,LUFKNSS_3,LFKSW,24032,LFKSW7_1,LFKSW,MR1T,LFKSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
465300,a2ce6b12-244d-464a-9901-529377c1a762,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,12288,CARMICHL_3,CMBSW,24135,CARMICHL_1,CMBSW,MR1T,CMBSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
614533,a2daa087-826b-4775-b2f4-d53e054ab1fc,Transformer,PowerTransformer,2,XFT2 13.8kV-1kV,80139,STEWART0B,STEWART,80132,SROADDMYA,STEWART,XFT2,STEWART_XFT2,,,,,,,,,,,unmatched,transformer_tertiary_stub
828815,a2fb2b41-de1d-45ce-9b38-b91c3e884867,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,24969,WALLEYE1_3,WCRSW,24167,WALLEYE1_T,WCRSW,MR1T,WCRSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
863990,a3f5d7a1-38a1-4170-8cee-367368bf56bd,Transformer,PowerTransformer,2A,XFT2 13.8kV-1kV,80005,FRONTERA0B,FRONTERA,8035,FRONTERA0C,FRONTERA,XFT2,FRONTERA_XFT2,,,,,,,,,,,unmatched,transformer_tertiary_stub
280138,a41620b1-5162-4442-8634-64201418bf53,Transformer,PowerTransformer,G1,XT4B 13.8kV-1kV,110047,THW_THWGT41,THW,49171,49171_STAR,THW,XT4B,THW_XT4B,,,,,,,,,,,unmatched,transformer_tertiary_stub
279829,a43e495e-923b-4437-a9a6-ca7174111df1,Transformer,PowerTransformer,1,MT8L 13.8kV-1kV,170140,BRAU_VHB6CT8,BRAUNIG,5037,BR_STR78,BRAUNIG,MT8L,BRAUNIG_MT8L,,,,,,,,,,,unmatched,transformer_tertiary_stub
280141,a49ff6df-b8f0-479e-b3e3-7f2713f55364,Transformer,PowerTransformer,1,DT1T 12.5kV-1kV,993,BENDAVIS_T1,BNDVS,954,BENDAVIS_1_2,BNDVS,DT1T,BNDVS_DT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280142,a4c42b9f-cd75-431a-b769-7d487e72148a,Transformer,PowerTransformer,2,WT2T 22kV-1kV,966,GIBN_CREK_T2,GIBCRK,959,GIBN_CRK_1_3,GIBCRK,WT2T,GIBCRK_WT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
731940,a4da1ea0-731b-45ff-ac05-e54f1335dfd7,Transformer,PowerTransformer,T2,SU2X 13.8kV-1kV,171093,TIMPP_N3,TIMPP,171098,TIMPP_0_T2,TIMPP,SU2X,TIMPP_SU2X,,,,,,,,,,,unmatched,transformer_tertiary_stub
279233,a4fba5ce-5bb4-4b82-983c-34245b063eb5,Transformer,PowerTransformer,1,CT1T 12.5kV-1kV,974,MCCREE1_T1,MCCREE,9500,MCCREE_1,MCCREE,CT1T,MCCREE_CT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
874778,a521df80-de3b-49d7-9657-467c70fc94a1,Transformer,PowerTransformer,1,XF1T 13.8kV-1kV,85003,N_SHARPE0A,N_SHARPE,85004,N_SHARPE1A,N_SHARPE,XF1T,N_SHARPE_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280144,a5654b5f-3d80-403c-8eb1-6960237e943c,Transformer,PowerTransformer,G1,XT4C 13.8kV-1kV,110048,THW_THWGT42,THW,49171,49171_STAR,THW,XT4C,THW_XT4C,,,,,,,,,,,unmatched,transformer_tertiary_stub
60815,a5d5f756-dc16-45e1-b348-2681e5616401,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,13420,TEMP_PEC__3,TMPCR,24038,TMPCR1_1,TMPCR,MR1T,TMPCR_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
833411,a6661881-cbf1-43bb-b47e-f51e7eb3b8ab,Transformer,PowerTransformer,1,XF1T 13.09kV-1kV,6785,ASPM0A,ASPM,6157,ASP1DUM,ASPM,XF1T,ASPM_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
307144,a67bf86f-40cc-4c65-849b-f80abb25b48b,Transformer,PowerTransformer,A2,AT2T 23kV-1kV,49019,GRNBYU_A2TER,GBY,49128,GRNBYU_A2STR,GBY,AT2T,GBY_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
413387,a6df3faa-abe5-4c16-bc9f-eca7a6d867ed,Transformer,PowerTransformer,1,1TR1 24.9kV-1kV,5706,24_9,FOWLRTON,5703,1,FOWLRTON,1TR1,FOWLRTON_1TR1,,,,,,,,,,,unmatched,transformer_tertiary_stub
698658,a70ac02e-9984-4f05-9c11-faf3e3cd3d8e,Transformer,PowerTransformer,1,MR1T 13.2kV-1kV,24200,OLKSWT_3,OLKSW,24199,OLKSW1_1,OLKSW,MR1T,OLKSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
873271,a7740052-d6c2-42bb-9e63-7adde69d7eb6,Transformer,PowerTransformer,1,AT1T 13kV-1kV,8443,ROCKPRT0A,ROCKPORT,8433,RKPTDMY0A,ROCKPORT,AT1T,ROCKPORT_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
