teid,old_branch_id,old_branch_name,old_op_eqcode,recommended_collapseid,new_branch_name,new_op_eqcode,confidence
329579,60008877,1790_I,1790__I,60096905,1792_D,1792__D,probable_renamed_duplicate
330408,60048231,MASOCT_AT3L,MASOCT_AT3L,60111677,MASOCT_AT3H,MASOCT_AT3H,probable_renamed_duplicate
331251,60008898,6519,6519_A,60096955,6519_A,6519__A,probable_renamed_duplicate
331416,60009438,6526,6526_A,60096956,6526_A,6526__A,probable_renamed_duplicate
331421,60009439,6527,6527_A,60096957,6527_A,6527__A,probable_renamed_duplicate
338932,60008915,6142_A,6142__A,60094881,5142_C,5142__C,probable_renamed_duplicate
338933,60008916,6142_B,6142__B,60094882,5142_D,5142__D,probable_renamed_duplicate
341900,60045291,LNCRK_T2_L,LNCRK_T2_L,60112415,LNCRK_T2,LNCRK_T2,probable_renamed_duplicate
343222,60048215,MASN_T1_L,MASN_T1_L,60111655,MASN_T1_H,MASN_T1_H,probable_renamed_duplicate
343408,60008997,R4_U51,R4_U5_1,60110568,R4_U5,R4_U5_1,confirmed_exact_duplicate
347844,60072101,VEALMOOR_VLMTR1L,VEALMOOR_VLMTR1L,60111321,VEALMOOR_VLMTR1H,VEALMOOR_VLMTR1H,probable_renamed_duplicate
354810,60006697,PHR_AT3L_H,PHR_AT3L_H,60111453,PHR_AT3_H,PHR_AT3_H,probable_renamed_duplicate
358589,60010425,PALMITO_7TR2_H,PALMITO_7TR2_H,60055272,PALMITO_7TR2_L,PALMITO_7TR2_L,probable_renamed_duplicate
358995,60020146,BTTSW_AXFMR1_LOSIDE,BTTSW_AXFMR1_LOSIDE,60110715,BTTSW_AXFMR1_HISIDE,BTTSW_AXFMR1_HISIDE,probable_renamed_duplicate
360927,60010028,WICKETT_WKTWAT1_LO,WICKETT_WKTWAT1_LO,60074388,WICKETT_WKTWAT1_HI,WICKETT_WKTWAT1_HI,probable_renamed_duplicate
363104,60054891,OWLS_138_69_1_LS,OWLS_138_69_1_LS,60111656,OWLS_138_69_1_HS,OWLS_138_69_1_HS,probable_renamed_duplicate
370926,60020147,BTTSW_AXFMR2_LOSIDE,BTTSW_AXFMR2_LOSIDE,60110714,BTTSW_AXFMR2_HISIDE,BTTSW_AXFMR2_HISIDE,probable_renamed_duplicate
374837,60021743,CARVER_T1_L,CARVER_T1_L,60111659,CARVER_T1_H,CARVER_T1_H,probable_renamed_duplicate
377056,60009658,138_GRT_CTW1,138_GRT_CTW_1,60110579,138_GRT_CTW,138_GRT_CTW_1,confirmed_exact_duplicate
379936,60014278,ALTAIR_AT1T_L,ALTAIR_AT1T_L,60111696,ALTAIR_AT1T_H,ALTAIR_AT1T_H,probable_renamed_duplicate
379937,60014279,ALTAIR_AT2T_L,ALTAIR_AT2T_L,60111695,ALTAIR_AT2T_H,ALTAIR_AT2T_H,probable_renamed_duplicate
383643,60059916,REFUGIO_AT1_LS,REFUGIO_AT1_LS,60111089,REFUGIO_AT1_HS,REFUGIO_AT1_HS,probable_renamed_duplicate
396284,60008540,NAVALBAS_NBA1_H,NAVALBAS_NBA1_H,60051855,NAVALBAS_NBA1_L,NAVALBAS_NBA1_L,probable_renamed_duplicate
396676,60010352,APOLLO_TPAT_H,APOLLO_TPAT_H,60077433,APOLLO_TPAT_L,APOLLO_TPAT_L,probable_renamed_duplicate
405328,60010297,6149_F,6149__F,60094213,6245_A,6245__A,probable_renamed_duplicate
405559,60075065,WLNDSSRC_1W2,WLNDSSRC_1W2,60111004,WLNDSSRC_1W1,WLNDSSRC_1W1,probable_renamed_duplicate
405560,60075066,WLNDSSRC_2W2,WLNDSSRC_2W2,60111003,WLNDSSRC_2W1,WLNDSSRC_2W1,probable_renamed_duplicate
408413,60009462,6511_F,6511__F,60097955,6590_A,6590__A,probable_renamed_duplicate
408997,60064433,SGSA_138_69_2_L,SGSA_138_69_2_L,60111002,SGSA_138_69_2_H,SGSA_138_69_2_H,probable_renamed_duplicate
419023,60032848,FORMOSA_TR31_L,FORMOSA_TR31_L,60111919,FORMOSA_TR31,FORMOSA_TR31,probable_renamed_duplicate
419024,60032849,FORMOSA_TR32_L,FORMOSA_TR32_L,60111920,FORMOSA_TR32,FORMOSA_TR32,probable_renamed_duplicate
421508,60010484,FWEHOC11A,FWEHOC11_A,60110583,FWEHOC11,FWEHOC11_A,confirmed_exact_duplicate
422922,60011483,6535_F,6535__F,60090500,6530_B,6530__B,probable_renamed_duplicate
425404,60010966,PEMKIFF_SLPOD,PEMKIFF_SLPOD__1,60091190,16030_A,16030__A,probable_renamed_duplicate
432599,60012179,723T723,723T723_1,60088876,723T764,723T764_1,probable_renamed_duplicate
441993,60011091,W_LD_138_LDXF,W_LD_138_LDXF,60076505,W_LD_138_LDXF_L,W_LD_138_LDXF_L,probable_renamed_duplicate
442273,60065331,SKYLINE_MR1L,SKYLINE_MR1L,60110920,SKYLINE_MR1H,SKYLINE_MR1H,probable_renamed_duplicate
443532,60008109,615T6151,615T615_1,60107759,615T615,615T615_1,confirmed_exact_duplicate
445748,60012213,6132_B,6132__B,60113988,6129_B,6129__B,probable_renamed_duplicate
454840,60011348,HOCPRO01A,HOCPRO01_A,60110584,HOCPRO01,HOCPRO01_A,confirmed_exact_duplicate
459076,60072120,VENADO_T3_L,VENADO_T3_L,60112617,VENADO_T3,VENADO_T3,probable_renamed_duplicate
459962,60066306,SOLSTICE_T1_L,SOLSTICE_T1_L,60111654,SOLSTICE_T1,SOLSTICE_T1,probable_renamed_duplicate
459973,60011416,SOLSTICE_T2,SOLSTICE_T2,60066307,SOLSTICE_T2_L,SOLSTICE_T2_L,probable_renamed_duplicate
460017,60011415,SOLSTICE_PST1,SOLSTICE_PST1,60066303,SOLSTICE_PST1_L,SOLSTICE_PST1_L,probable_renamed_duplicate
468141,60071529,TYLSW_AXFMR1H,TYLSW_AXFMR1H,60111275,TYLSW_AXFMR1L,TYLSW_AXFMR1L,probable_renamed_duplicate
508684,60036710,GYP_GYP1_1,GYP_GYP1_1,60111391,GYP_GYP1_2,GYP_GYP1_2,probable_renamed_duplicate
521226,60059815,REDGTSS_REDG_L,REDGTSS_REDG_L,60110943,REDGTSS_REDG,REDGTSS_REDG,probable_renamed_duplicate
521825,60057837,PRIDDY_T3_L,PRIDDY_T3_L,60112450,PRIDDY_T3,PRIDDY_T3,probable_renamed_duplicate
531829,60029127,DUNLAP_AT2_L,DUNLAP_AT2_L,60111122,DUNLAP_AT2,DUNLAP_AT2,probable_renamed_duplicate
537561,60012089,QUEEN_BA_T1,QUEEN_BA_T1,60112217,QUEEN_BA_ROAD,QUEEN_BA_ROAD,probable_renamed_duplicate
552502,60022186,CCKSW_AXFMR1_L,CCKSW_AXFMR1_L,60111189,CCKSW_AXFMR1,CCKSW_AXFMR1,probable_renamed_duplicate
553904,60012035,ASPM_69T2,ASPM_69T2,60015457,ASPM_69T2_L,ASPM_69T2_L,probable_renamed_duplicate
555249,60012314,HI_LONEB_T1,HI_LONEB_T1,60112216,HI_LONEB_HILO,HI_LONEB_HILO,probable_renamed_duplicate
570393,60012440,138_WIC_OW2,138_WIC_OW2_1,60092466,138_WIC_OW2_1,138_WIC_OW2__1,probable_renamed_duplicate
571544,60012336,1687T6871,1687T687_1,60114815,687T6871,687T687_1,probable_renamed_duplicate
571545,60012334,1674T6741,1674T674_1,60114814,674T6741,674T674_1,probable_renamed_duplicate
579251,60071336,TXCITYMN_TCM1_L,TXCITYMN_TCM1_L,60111405,TXCITYMN_TCM1,TXCITYMN_TCM1,probable_renamed_duplicate
586575,60001609,500T2311,500T231_1,60012896,1500T231,1500T231_1,probable_renamed_duplicate
586576,60000744,197T1711,197T171_1,60012714,1197T171,1197T171_1,probable_renamed_duplicate
588613,60018518,BOARDCRK_T3_L,BOARDCRK_T3_L,60112075,BOARDCRK_T3,BOARDCRK_T3,probable_renamed_duplicate
589507,60012502,138_TRB_FXT1,138_TRB_FXT_1,60108972,138_TRB_FXT,138_TRB_FXT_1,confirmed_exact_duplicate
597080,60037532,HEADWA_AT1_L,HEADWA_AT1_L,60111047,HEADWA_AT1,HEADWA_AT1,probable_renamed_duplicate
597632,60068639,TAYLR_AXFMR1-138,TAYLR_AXFMR1-138,60110883,TAYLR_AXFMR1-69,TAYLR_AXFMR1-69,probable_renamed_duplicate
599380,60012592,69_LWT_BKY,69_LWT_BKY_1,60093142,69_LWH_BKY,69_LWH_BKY_1,probable_renamed_duplicate
602570,60040116,INRT_W_T1A_L,INRT_W_T1A_L,60112368,INRT_W_T1A,INRT_W_T1A,probable_renamed_duplicate
603399,60012585,FILESSLR_TLINE,FILESSLR_TLINE_1,60092035,FILESSLR_TLINE_1,FILESSLR_TLINE__1,probable_renamed_duplicate
603719,60012599,YNG_WND_TL,YNG_WND_TL_1,60092515,YNG_WND_TL_1,YNG_WND_TL__1,probable_renamed_duplicate
605078,60012728,6140_B,6140__B,60094878,5140_B,5140__B,probable_renamed_duplicate
608249,60053387,NVAP_345_NPXF_L,NVAP_345_NPXF_L,60111645,NVAP_345_NPXF,NVAP_345_NPXF,probable_renamed_duplicate
610535,60012680,CROWN_TLINE,CROWN_TLINE_1,60092027,CROWN_TLINE_1,CROWN_TLINE__1,probable_renamed_duplicate
610686,60012681,GOLINDA_TLINE,GOLINDA_TLINE_1,60092487,GOLINDA_TLINE_1,GOLINDA_TLINE__1,probable_renamed_duplicate
626358,60012927,MANTLE_NEDIN11,MANTLE_NEDIN1_1,60110575,MANTLE_NEDIN1,MANTLE_NEDIN1_1,confirmed_exact_duplicate
626359,60012928,BONILL_MANTLE11,BONILL_MANTLE1_1,60110576,BONILL_MANTLE1,BONILL_MANTLE1_1,confirmed_exact_duplicate
639261,60012848,EBELLSLR_TLINE,EBELLSLR_TLINE_1,60092032,EBELLSLR_TLINE_1,EBELLSLR_TLINE__1,probable_renamed_duplicate
639857,60012894,CORALSLR_TLINE,CORALSLR_TLINE_1,60092026,CORALSLR_TLINE_1,CORALSLR_TLINE__1,probable_renamed_duplicate
648671,60001726,56T3791,56T379_1,60088912,1156T379,1156T379_1,probable_renamed_duplicate
649725,60088886,PALE_ESS_TLINE,PALE_ESS_TLINE_1,60092494,PALE_ESS_TLINE_1,PALE_ESS_TLINE__1,probable_renamed_duplicate
653511,60077815,LOBO_FOWLRTN11,LOBO_FOWLRTN1_1,60089241,LOBO_FOWLRTN1_OldTeid,LOBO_FOWLRTN1_1_OldTeid,probable_renamed_duplicate
654388,60012963,14040_I,14040__I,60095567,14045_B,14045__B,probable_renamed_duplicate
655566,60088883,CRSW-CHAL_SLR,CRSW-CHAL_SLR_1,60092477,CRSW-CHAL_SLR_1,CRSW-CHAL_SLR__1,probable_renamed_duplicate
665571,60088885,HUTT_SW_DRIVER,HUTT_SW_DRIVER_1,60092488,HUTT_SW_DRIVER_1,HUTT_SW_DRIVER__1,probable_renamed_duplicate
672490,60089154,HMNG_ESS_TLINE,HMNG_ESS_TLINE_1,60092036,HMNG_ESS_TLINE_1,HMNG_ESS_TLINE__1,probable_renamed_duplicate
673082,60000884,226T2871,226T287_1,60088872,1226T287,1226T287_1,probable_renamed_duplicate
702593,60091192,16030_C,16030__C,60104568,14060_G,14060__G,probable_renamed_duplicate
706409,60091866,GREENCK_GCK1,GREENCK_GCK1,60091867,GREENCK_GCK1_L,GREENCK_GCK1_L,probable_renamed_duplicate
706410,60091869,GREENCK_GCK2_L,GREENCK_GCK2_L,60110606,GREENCK_GCK2,GREENCK_GCK2,probable_renamed_duplicate
706817,60093146,66_KST_WBL,66_KST_WBL_1,60095295,69_KST_WBL,69_KST_WBL_1,probable_renamed_duplicate
706818,60093145,66_KRT_WBL,66_KRT_WBL_1,60095294,69_KRT_WBL,69_KRT_WBL_1,probable_renamed_duplicate
706819,60093144,66_WNK_WBL,66_WNK_WBL_1,60095292,69_WNK_WBL,69_WNK_WBL_1,probable_renamed_duplicate
712718,60092616,BLCKJACK_BKJK_L,BLCKJACK_BKJK_L,60111396,BLCKJACK_BKJK,BLCKJACK_BKJK,probable_renamed_duplicate
714955,60092541,6360_H,6360__H,60093160,6385_A,6385__A,probable_renamed_duplicate
715048,60009734,SCHOTT_SUNNIL11,SCHOTT_SUNNIL1_1,60094863,SCHOTT_SUNIL1,SCHOTT_SUNIL1_1,probable_renamed_duplicate
717071,60092942,RGRSW_AXFMR3-138,RGRSW_AXFMR3-138,60111167,RGRSW_AXFMR3-69,RGRSW_AXFMR3-69,probable_renamed_duplicate
722180,60008121,627T6271,627T627_1,60095302,1627T627,1627T627_1,probable_renamed_duplicate
726797,60093273,6136_Z,6136__Z,60098838,6136_A,6136__A,probable_renamed_duplicate
731221,60001518,413T4131,413T413_1,60095273,1413T413,1413T413_1,probable_renamed_duplicate
732128,60095669,HOWARD_MR1,HOWARD_MR1,60095670,HOWARD_MR1_L,HOWARD_MR1_L,probable_renamed_duplicate
732137,60095671,HOWARD_MR2,HOWARD_MR2,60095672,HOWARD_MR2_L,HOWARD_MR2_L,probable_renamed_duplicate
741116,60095183,TRU_TRF2,TRU_TRF2,60095184,TRU_TRF2_L,TRU_TRF2_L,probable_renamed_duplicate
741869,60002420,67T2801,67T280_1,60096995,167T280,167T280_1,probable_renamed_duplicate
741970,60011211,668T6681,668T668_1,60096997,1668T668,1668T668_1,probable_renamed_duplicate
742409,60000781,203T2601,203T260_1,60096996,1203T260,1203T260_1,probable_renamed_duplicate
747861,60096324,1261_E,1261__E,60113935,1267_A,1267__A,probable_renamed_duplicate
755832,60097038,1510T5101_OldTeid,1510T510_1_OldTeid,60098375,510T5101_OldTeid,510T510_1_OldTeid,probable_renamed_duplicate
768792,60102373,PRY_PRY2_L,PRY_PRY2_L,60110598,PRY_PRY2,PRY_PRY2,probable_renamed_duplicate
824576,60100633,WATTP_AXFMR1-138,WATTP_AXFMR1-138,60100634,WATTP_AXFMR1-69,WATTP_AXFMR1-69,probable_renamed_duplicate
827121,60100818,1510T5101,1510T510_1,60104560,510T5101,510T510_1,probable_renamed_duplicate
827239,60103495,1601T601,1601T601_1,60114819,601T6011,601T601_1,probable_renamed_duplicate
828947,60101276,TIDEHAVE_TR2_L,TIDEHAVE_TR2_L,60111058,TIDEHAVE_TR2,TIDEHAVE_TR2,probable_renamed_duplicate
833433,60104013,WILMR_MR1H_OldTeid,WILMR_MR1H_OldTeid,60114284,WILSW_MR2H,WILSW_MR2H,probable_renamed_duplicate
833433,60113858,WILMR_MR2H,WILMR_MR2H,60114284,WILSW_MR2H,WILSW_MR2H,probable_renamed_duplicate
833434,60104014,WILMR_MR1L_OldTeid,WILMR_MR1L_OldTeid,60114285,WILSW_MR2L,WILSW_MR2L,probable_renamed_duplicate
833434,60113859,WILMR_MR2L,WILMR_MR2L,60114285,WILSW_MR2L,WILSW_MR2L,probable_renamed_duplicate
833454,60104015,WILMR_MR2H_OldTeid,WILMR_MR2H_OldTeid,60114282,WILSW_MR1H,WILSW_MR1H,probable_renamed_duplicate
833454,60113856,WILMR_MR1H,WILMR_MR1H,60114282,WILSW_MR1H,WILSW_MR1H,probable_renamed_duplicate
833817,60002226,6525_A,6525__A,60110565,6525,6525__A,confirmed_exact_duplicate
836688,60104016,WILMR_MR2L_OldTeid,WILMR_MR2L_OldTeid,60114283,WILSW_MR1L,WILSW_MR1L,probable_renamed_duplicate
836688,60113857,WILMR_MR1L,WILMR_MR1L,60114283,WILSW_MR1L,WILSW_MR1L,probable_renamed_duplicate
837662,60104080,BOHEAS_66,BOHEAS_66_A,60113899,BOHEAS66A,BOHEAS66_A,probable_renamed_duplicate
846315,60101921,FERIS_XFRM_L,FERIS_XFRM_L,60110778,FERIS_XFRM,FERIS_XFRM,probable_renamed_duplicate
846798,60105419,1519T519,1519T519_1,60114818,519T5191,519T519_1,probable_renamed_duplicate
846816,60105420,1109T220,1109T220_1,60114813,109T2201,109T220_1,probable_renamed_duplicate
857689,60103578,1680T6801,1680T680_1,60114292,680T6801,680T680_1,probable_renamed_duplicate
857822,60104507,1150T2201,1150T220_1,60114817,150T2201,150T220_1,probable_renamed_duplicate
860529,60104563,1275_C,1275__C,60114749,1375_C,1375__C,probable_renamed_duplicate
870705,60112880,186T2351,186T235_1,60115061,86T2351,86T235_1,probable_renamed_duplicate
875384,60114497,GAINSVIL_AUTO1,GAINSVIL_AUTO1,60114498,GAINSVIL_AUTO1_L,GAINSVIL_AUTO1_L,probable_renamed_duplicate
875578,60114499,GAINSVIL_AUTO2_H,GAINSVIL_AUTO2_H,60114500,GAINSVIL_AUTO2_L,GAINSVIL_AUTO2_L,probable_renamed_duplicate
878709,60114803,SASASW_AT_M_H,SASASW_AT_M_H,60114804,SASASW_AT_M_L,SASASW_AT_M_L,probable_renamed_duplicate
883374,60115491,HAWKINSW_TRF1,HAWKINSW_TRF1,60115492,HAWKINSW_TRF1_L,HAWKINSW_TRF1_L,probable_renamed_duplicate
883375,60115493,HAWKINSW_TRF2,HAWKINSW_TRF2,60115494,HAWKINSW_TRF2_L,HAWKINSW_TRF2_L,probable_renamed_duplicate
