teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,opeq_agrees,fuzzy_ratio,is_high_side
302760,33e0c046-4b20-450b-a0d7-4a0433c63c31,Branch,ACLineSegment,1,1327T440_1 1 1 138kV,1329,SPRABERY_8,SBYSW,71210,L_SKYWES8_1Y,SKYWES,1,1327T440_1,60008945.0,1327T4401,,,1,Line,L_SKYWES8_1Y,SPRABERY_8,1327T440_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
669461,33e520e4-9172-4ff5-99dd-66d52dbe15af,Branch,ACLineSegment,1,CERROR_PECAN1_1 1 1 138kV,60063,CERRORIC4A,CERRORIC,60773,PCNBYU4A,PECAN_BY,1,CERROR_PECAN1_1,60091740.0,CERROR_PECAN1,,,1,Line,CERRORIC4A,PCNBYU4A,CERROR_PECAN1_1,1,matched,True,0.0,False
2203,33ea67d2-a56d-4dde-a8b1-00d510eecf33,Branch,ACLineSegment,1,6200_A _A 1 138kV,2491,FSHCRK1_8,FCRSW,12492,LAKECRST_8,LKCRS,_A,6200__A,60001971.0,6200_A,,,1,Line,POLY_AM1_8,FSHCRK1_8,6200__A,_A,matched,True,0.0,False
300554,33f3ee71-a986-4613-85c8-a672cbb19685,Branch,ACLineSegment,1,CAMPWO_NEWBAR1_1 1 1 69kV,8365,BRKSDLE2A,NEWBARKS,8633,CAMPWOOD2A,CAMPWOOD,1,CAMPWO_NEWBAR1_1,60003644.0,CAMPWO_NEWBAR11,,,1,Line,BRKSDLE2A,CAMPWOOD2A,CAMPWO_NEWBAR1_1,1,matched,True,0.0,False
1505,33f9bd1d-f662-4f15-9a3d-43ba3db74faa,Branch,ACLineSegment,1,6360__B _B 1 138kV,1613,BRECK_T8,BRKTP,1618,CADDO_8,CADDO,_B,6360__B,60002072.0,6360_B,,,1,Line,BRECK_T8,CADDO_8,6360__B,_B,matched,True,0.0,False
361174,33f9c228-ab0f-469a-b539-0abc5edbd7d7,Branch,ACLineSegment,1,1 1 345kV,23924,FARMLAND,FARMLAND,59900,LONG_DRAW,W_LD_345,1,FARMLAND_LONGD_1,60009888.0,FARMLAND_LONGD1,,,1,Line,LONG_DRAW,FARMLAND,FARMLAND_LONGD_1,1,matched,True,0.0,False
343922,34000bc3-c8da-4aba-819b-67b74838e3d1,Branch,ACLineSegment,2,6917__E _E 2 69kV,1297,WICKETAP_9,WICKT,11015,YUCCADR_9,YUCSW,_E,6917__E,60009483.0,6917_E,,,2,Line,WICKETAP_9,YUCCADR_9,6917__E,_E,matched,True,0.0,False
751622,3410d877-61b6-4bb4-af31-b622003e6678,Branch,ACLineSegment,1,1536_B _B 1 138kV,1700,TOCO_8,TCOSW,2163,FLYNGTGR_8,FLTSW,_B,1536__B,60097041.0,1536_B,,,1,Line,FLYNGTGR_8,TOCO_8,1536__B,_B,matched,True,0.0,False
1838,341595c4-33e7-44d2-ab62-e464b165335c,Branch,ACLineSegment,1,BALLIN_PAINTR1_1 1 1 69kV,6338,BALLINGE2A,BALLINGE,6369,PTRK2A,PAINTROC,1,BALLIN_PAINTR1_1,60009096.0,BALLIN_PAINTR11,,,1,Line,BALLINGE2A,PTRK2A,BALLIN_PAINTR1_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
2891,3415b014-c577-4695-afb5-29f7ade1390a,Branch,ACLineSegment,1,1440__A _A 1 138kV,3120,NACOGDSE_8,NCDSE,3312,CHIRENO_8,CHRNO,_A,1440__A,60000419.0,1440_A,,,1,Line,CHIRENO_8,NACOGDSE_8,1440__A,_A,matched,True,0.0,False
98939,342a9c01-361d-4055-990e-7e4d9dbadea6,Branch,ACLineSegment,1,WHILPII_EAST_1 1 1 345kV,1879,WHCCS2_5,WHCCS2,1896,MITCHBND3_5,MBDSW,1,WHILPII_EAST_1,60008384.0,WHILPII_EAST1,,,1,Line,MITCHBND3_5,WHCCS2_5,WHILPII_EAST_1,1,matched,True,0.0,False
3088,343dcb7d-c452-4ae7-ac04-e0593ffa6aa7,Branch,ACLineSegment,1,138_NAL_HAS_1 1 1 138kV,39010,TNHASTINGS1,HASTINGS,39015,TNNALVIN__1,TNNALVIN,1,138_NAL_HAS_1,60000341.0,138_NAL_HAS1,,,1,Line,TNNALVIN__1,TNHASTINGS1,138_NAL_HAS_1,1,matched,True,0.0,False
409303,34448a15-0138-4a44-b9f5-572c48d4604f,Branch,ACLineSegment,1,CRYO_SGSA1_1 1 1 138kV,60716,SGSA4A,SGSA,60721,CRYO4A,CRYO,1,CRYO_SGSA1_1,60010488.0,CRYO_SGSA11,,,1,Line,CRYO4A,SGSA4A,CRYO_SGSA1_1,1,matched,True,0.0,False
8434,344ad874-d5c0-4f4e-acd5-485e7d3daa3d,Branch,ACLineSegment,1,RANDADS_RANDAD_1 1 1 138kV,5801,RANDADOSUB8,RANDADOS,8699,RANDADO4A,RANDADO,1,RANDADS_RANDAD_1,60006858.0,RANDADS_RANDAD1,,,1,Line,RANDADO4A,RANDADOSUB8,RANDADS_RANDAD_1,1,matched,True,0.0,False
645930,344fb4d3-3d24-40eb-9d7c-7e9bd0ce1da5,Branch,ACLineSegment,1,7RNCHSLR_TLINE_1 1 1 138kV,7279,L_MULDOO8_1Y,MULDOO,170775,7RNCHSLR_8,7RNCHSLR,1,7RNCHSLR_TLINE_1,60088873.0,7RNCHSLR_TLINE,,,1,Line,L_MULDOO8_1Y,7RNCHSLR_8,7RNCHSLR_TLINE_1,1,matched,True,0.0,False
4309,3459293b-faf1-4263-af46-f5e8066c167e,Branch,ACLineSegment,1,LTV_DENT_1 1 1 69kV,938,LTV_D,LTV_D,946,DENT_RD_D,DENT_RD,1,LTV_DENT_1,60005946.0,LTV_DENT1,,,1,Line,DENT_RD_D,LTV_D,LTV_DENT_1,1,matched,True,0.0,False
2186,345c37e2-bb2f-4be6-ab9f-d9a9de1a075c,Branch,ACLineSegment,1,6171__B _B 1 138kV,1450,PLEASVAL1_8,PLVSW,1498,WFCOGEN_8,WFCOG,_B,6171__B,60008953.0,6171,,,1,Line,PLEASVAL1_8,WFCOGEN_8,6171__B,_B,matched,True,0.0,False
481786,3468b7a0-83f2-401f-8dcb-f8f0d2b5d680,Branch,ACLineSegment,1,NEDIN_STEWAR1_1 1 1 345kV,8383,NEDIN7A,NEDIN,80137,STEWART7A,STEWART,1,NEDIN_STEWAR1_1,60012192.0,NEDIN_STEWAR11,,,1,Line,STEWART7A,NEDIN7A,NEDIN_STEWAR1_1,1,matched,True,0.0,False
642362,3478dbc7-ccce-4fc5-99c8-bbb5096fda81,Branch,ACLineSegment,1,PEARSALL_HORIZ_1 1 1 138kV,5895,PEARSALLSUB8,PEARSALL,5897,HORIZONSW8,HORIZON,1,PEARSALL_HORIZ_1,60012850.0,PEARSALL_HORIZ1,,,1,Line,PEARSALLSUB8,HORIZONSW8,PEARSALL_HORIZ_1,1,matched,True,0.0,False
4311,347caccc-8056-4abd-8079-912c4b8ffcb2,Branch,ACLineSegment,1,3640__B _B 1 138kV,2456,KRKPK_E8,KRKPK,2640,JUDD1T_8,JCTTP,_B,3640__B,60001377.0,3640_B,,,1,Line,KRKPK_E8,JUDD1T_8,3640__B,_B,matched,True,0.0,False
483482,347fb08e-7e75-4a98-8682-19e906a879c2,Branch,ACLineSegment,1,_F 1 138kV,2749,HARYHINES1_8,HARRY,2819,REAGAN1_8,REGST,_F,3415__F,60011203.0,3415_F,,,1,Line,HARYHINES1_8,REAGAN1_8,3415__F,_F,matched,True,0.0,False
4313,3483d17e-2d27-467a-9a0a-b2914f8b9441,Branch,ACLineSegment,1,G69_BB2_1 1 1 69kV,39090,TNMARTHNOL0,MARTHNOL,39096,TNCHOCTAW_0,CHOCTAW,1,G69_BB2_1,60004906.0,G69_BB21,,,1,Line,TNMARTHNOL0,TNCHOCTAW_0,G69_BB2_1,1,matched,True,0.0,False
1296,348a1676-984d-4544-9273-e3e4616a5a3e,Branch,ACLineSegment,1,3740__A _A 1 138kV,2662,MARSH1_8,MSHLN,2782,MRSN_E8,MSLSW,_A,3740__A,60001425.0,3740_A,,,1,Line,MARSH1_8,MRSN_E8,3740__A,_A,matched,True,0.0,False
17929,3497402a-cef9-4360-a38c-1c7dd4045c7f,Branch,ACLineSegment,1,6111_B _B 1 138kV,1156,ANDREWS_8,ANDRD,1271,WHALENLK_8,WLPOI,_B,6111__B,60008628.0,6111_B,,,1,Line,ANDREWS_8,WHALENLK_8,6111__B,_B,matched,True,0.0,False
1808,34a7ebf3-23f9-4862-a646-789f87f930f7,Branch,ACLineSegment,1,3200__A _A 1 138kV,2412,MTCK_E8,MCSES,2422,CHILSW_N8,CDHSW,_A,3200__A,60001155.0,3200_A,,,1,Line,MTCK_E8,CHILSW_N8,3200__A,_A,matched,True,0.0,False
340699,34c51c4a-a587-4b46-aeca-b5628c6a04f8,Branch,ACLineSegment,1,6502__A _A 1 138kV,1074,WINKSS_8,WINKS,1252,VEST_8,VESTS,_A,6502__A,60009447.0,6502_A,,,1,Line,WINKSS_8,VEST_8,6502__A,_A,matched,True,0.0,False
849,34cb8232-87db-43c1-82b8-f9b69053e6d5,Branch,ACLineSegment,1,6690__D _D 1 69kV,1368,SCURRY_9,SCURY,1372,SANTAFE_T9,SSFTP,_D,6690__D,60002354.0,6690_D,,,1,Line,SCURRY_9,SANTAFE_T9,6690__D,_D,matched,True,0.0,False
944,34d0e84a-a6dd-4ff1-9027-a4e43702e808,Branch,ACLineSegment,1,2005__A _A 1 69kV,1785,BAGWELL1_9,BAGWL,11784,CLARKVL1_9,CLKVL,_A,2005__A,60000760.0,2005_A,,,1,Line,CLARKVL_9,BAGWELL1_9,2005__A,_A,matched,True,0.0,False
4317,34e0e730-3c4a-4802-b57c-32feb45d910e,Branch,ACLineSegment,1,125T184_1 1 1 138kV,7216,L_LOCKHA8_1Y,LOCKHA,7224,L_LULING8_1Y,LULING,1,125T184_1,60000237.0,125T1841,,,1,Line,L_LOCKHA8_1Y,L_LULING8_1Y,125T184_1,1,matched,True,0.0,False
2181,34ed7395-c2c3-4720-bb18-5ed9ff118391,Branch,ACLineSegment,1,6150__F _F 1 138kV,1079,SALTCRKW_8,SLTCW,1095,SCRWBEAN_T8,SCRTP,_F,6150__F,60001928.0,6150_F,,,1,Line,SALTCRKW_8,SCRWBEAN_T8,6150__F,_F,matched,True,0.0,False
833851,34f54d29-2c21-4b62-9ef6-14edfae81991,Branch,ACLineSegment,3,1525_D _D 3 138kV,3114,PALTALCO_8,PLSAL,3298,DAVEY_8,DAVEY,_D,1525__D,60101520.0,1525_D,,,3,Line,PALESTNE_8,DAVEY_8,1525__D,_D,matched,True,0.0,False
4319,35007405-a769-4f52-884b-e0d9dedc0ebb,Branch,ACLineSegment,1,PEARSALL_GSU_1 1 1 138kV,5895,PEARSALLSUB8,PEARSALL,58959,PEARSALLSCB8,PEARSAL2,1,PEARSALL_GSU_1,60006659.0,PEARSALL_GSU1,,,1,Line,PEARSALLSCB8,PEARSALLSUB8,PEARSALL_GSU_1,1,matched,True,0.0,False
1063,3509c5a4-688f-4702-9329-1ee1e1bac750,Branch,ACLineSegment,1,330_A _A 1 345kV,3109,STRYKER_5,SCSES,3117,LUFKNSS_5,LFKSW,_A,330__A,60001193.0,330_A,,,1,Line,LUFKNSS_5,STRYKER_5,330__A,_A,matched,True,0.0,False
924,35120e54-4329-427d-890c-c5f07da3f75d,Branch,ACLineSegment,1,2150__E _E 1 69kV,1631,DELNMAG_T9,DLMTP,1632,DELNMAG_9,DLMAG,_E,2150__E,60000823.0,2150_E,,,1,Line,DELNMAG_T9,DELNMAG_9,2150__E,_E,matched,True,0.0,False
449181,3514908a-84ed-4abc-9125-2c0d7dbc8216,Branch,ACLineSegment,1,BOZESCURY_RC_1 1 1 138kV,6903,BOZE,BOZESSRC,6908,SCURY_RC,SCURY_RC,1,BOZESCURY_RC_1,60011216.0,BOZESCURY_RC1,,,1,Line,SCURY_RC,BOZE,BOZESCURY_RC_1,1,matched,True,0.0,False
358311,3514f642-d644-4176-9fff-2f9156b6cd6c,Branch,ACLineSegment,1,138_HDL_SS1_1 1 1 138kV,38890,TNSOUSHORE1,SOUSHORE,38900,TNHDNLAKES1,HDNLAKES,1,138_HDL_SS1_1,60009835.0,138_HDL_SS11,,,1,Line,TNHDNLAKES1,TNSOUSHORE1,138_HDL_SS1_1,1,matched,True,0.0,False
866012,351913c3-596e-4b4f-b43b-3d0ff4bd3d62,Branch,ACLineSegment,1,795_I _I 1 138kV,2279,CLEBRNSW_8,CLBSW,900617,LAKEPAT1_8,LKPAT,_I,795__I,60112910.0,795_I,,,1,Line,LAKEPAT1_8,CLEBRNSW_8,795__I,_I,matched,True,0.0,False
26695,3529eefb-e0e1-494f-bf37-e199079c0408,Branch,ACLineSegment,1,MAYBER_SHARYL1_1 1 1 138kV,8109,MAYBERRY4A,MAYBERRY,8391,SHLND_4A,SHARYLND,1,MAYBER_SHARYL1_1,60006070.0,MAYBER_SHARYL11,,,1,Line,SHLND_4A,MAYBERRY4A,MAYBER_SHARYL1_1,1,matched,True,0.0,False
4322,353e53c0-2a29-44bc-9fad-47e31df1022e,Branch,ACLineSegment,1,298T297_1 1 1 138kV,7613,L_OLMOS_8_1Y,OLMOSW,7615,L_WILSON8_1Y,WILSON,1,298T297_1,60001067.0,298T2971,,,1,Line,L_OLMOS_8_1Y,L_WILSON8_1Y,298T297_1,1,matched,True,0.0,False
741869,3543de96-35d6-4d4c-bf46-f1a1b1d4dd7f,Branch,ACLineSegment,1,67T280_1 1 1 138kV,7146,L_VERDCR8_1Y,VERDCR,7436,L_RIOLAG8_1Y,RIOLAG,1,67T280_1,60002420.0,67T2801,,,1,Line,L_VERDCR8_1Y,L_RIOLAG8_1Y,67T280_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
26320,354a3db7-b686-4709-a7b1-9fc475a476f4,Branch,ACLineSegment,1,F0_F5_1 1 1 138kV,5180,GREEN_MT,F0,5445,TRI_CNTY,F5,1,F0_F5_1,60004657.0,F0_F51,,,1,Line,GREEN_MT,TRI_CNTY,F0_F5_1,1,matched,True,0.0,False
3599,3550965c-ad0a-44ae-b622-90227fb66662,Branch,ACLineSegment,1,CKT_1013_1 1 1 138kV,9082,MC1013BT,MCNEIL,9188,DECK_MB3,DECKER,1,CKT_1013_1,60003851.0,CKT_10131,,,1,Line,MC1013BT,DECK_MB3,CKT_1013_1,1,matched,True,0.0,False
954,3555ce5a-36ea-4ebb-83d2-0ef3fb45f4b8,Branch,ACLineSegment,1,2080__B _B 1 69kV,3285,ELKHART_9,ELKHR,3290,ELKGUFTA_9,EGFTP,_B,2080__B,60000797.0,2080_B,,,1,Line,ELKHART_9,ELKGUFTA_9,2080__B,_B,matched,True,0.0,False
425190,355ea3e4-bc98-4b8f-aed2-2f64fda5d69a,Branch,ACLineSegment,1,HARLNS_PRIMER1 1 1 138kV,8327,HARLINSW4A,HARLNSW,8638,PRIMERA4A,PRIMERA,1,HARLNS_PRIMER1_1,60010937.0,HARLNS_PRIMER11,,,1,Line,HARLINSW4A,PRIMERA4A,HARLNS_PRIMER1_1,1,matched,True,0.0,False
716521,356082b2-23e3-4a35-b3d5-d1c53d420c8d,Branch,ACLineSegment,1,6700_B _B 1 69kV,1378,COLOCITY_9,CLCTY,11004,RANGER9,RGRSW,_B,6700__B,60092546.0,6700_B,,,1,Line,RANGER9,COLOCITY_9,6700__B,_B,matched,True,0.0,False
4323,35618ef7-6698-409b-9380-25383d6e5549,Branch,ACLineSegment,1,499T499_1 1 1 138kV,7604,L_GERONI8_1Y,GERONI,7695,L_JIMBRI8_1Y,JIMBRI,1,499T499_1,60001604.0,499T4991,,,1,Line,L_GERONI8_1Y,L_JIMBRI8_1Y,499T499_1,1,matched,True,0.0,False
3823,356f3d74-5ae4-4ed6-9cdb-edfcc42edf23,Branch,ACLineSegment,05,BI_ST_05_A A 05 138kV,47015,BELAIR_B138B,BI,48343,SHARPS05TP_8,ST,A,BI_ST_05_A,60003326.0,BI_ST_05A,,,05,Line,BELAIR_B138B,SHARPS05TP_8,BI_ST_05_A,A,matched,True,0.0,False
622867,357ff0b6-4e7d-46e2-9cae-e89d0b64bfb1,Branch,ACLineSegment,1,6271_B _B 1 138kV,2075,WAGROBT1_8,WGROB,2078,HORSEMAN1_8,HORSE,_B,6271__B,60002011.0,6271_B,,,2,Line,SAGINAW1_8,FOSLCRK1_8,6271__B,_B,matched,True,0.0,False
7075,3581adbb-e145-4c4f-8840-2d3002f455f6,Branch,ACLineSegment,1,KATEMC_MASN1_1 1 1 69kV,6393,MASN2A,MASN,6406,KATEMCY2A,KATEMCY,1,KATEMC_MASN1_1,60005581.0,KATEMC_MASN11,,,1,Line,MASN2A,KATEMCY2A,KATEMC_MASN1_1,1,matched,True,0.0,False
367589,3582ff24-88f7-4259-924f-84e9cbab8df2,Branch,ACLineSegment,1,CHAPAR_TURTLC1_1 1 1 69kV,8243,TURTLECK2A,TURTLCRK,8284,CHPRROSA2A,CHAPARRO,1,CHAPAR_TURTLC1_1,60009714.0,CHAPAR_TURTLC11,,,1,Line,CHPRROSA2A,TURTLECK2A,CHAPAR_TURTLC1_1,1,matched,True,0.0,False
2984,358ae4c5-7242-4cb8-ae80-d4b30945c0f3,Branch,ACLineSegment,1,1602__B _B 1 138kV,1691,VALLYSES1_8,VLSES,1743,DENISN_N_8,DNINR,_B,1602__B,60000512.0,1602_B,,,1,Line,VALLYSES1_8,DENISN_N_8,1602__B,_B,matched,True,0.0,False
716263,3595ab44-6110-4fe5-948c-32f37bcd26a9,Branch,ACLineSegment,2,1890_H _H 2 138kV,3481,WACOESUB1_8,WEAST,3443,MCLANE_8,MCLSW,_H,1890__H,60093158.0,1890_H,,,2,Line,WACOESUB1_8,MCLANE_8,1890__H,_H,matched,True,0.0,True
2058,35b09c6b-a6a7-41c3-bb76-7a589d80e802,Branch,ACLineSegment,1,720__E _E 1 138kV,2409,NORWD2_8,IRVND,12552,IRVNE2_8,IRVNE,_E,720__E,60002569.0,720_E,,,1,Line,NORWD2_8,IRVNE2_8,720__E,_E,matched,True,0.0,False
572675,35be9d77-816d-49ac-8acb-a16b5039effe,Branch,ACLineSegment,1,1730_C _C 1 138kV,3415,TEMP_SS__8,TMPSW,3485,TINROOF_8,TINPD,_C,1730__C,60012143.0,1730_C,,,1,Line,TEMP_SS__8,TINROOF_8,1730__C,_C,matched,True,0.0,False
262721,35de5051-1302-4da8-985d-4d0c685b75ae,Branch,ACLineSegment,1,COLE_I_IVEYIN1_1 1 1 138kV,6360,COLE_IVI4A,COLE_IVI,6361,IVEYINTK4A,IVEYINTK,1,COLE_I_IVEYIN1_1,60004023.0,COLE_I_IVEYIN11,,,1,Line,IVEYINTK4A,COLE_IVI4A,COLE_I_IVEYIN1_1,1,matched,True,0.0,False
4316,35e4462d-b7f9-481e-b64d-c6c03157bef6,Branch,ACLineSegment,1,WHI_ORN_1 1 1 69kV,519,WHITT,WHITT,785,ORAN,ORN,1,WHI_ORN_1,60007816.0,WHI_ORN1,,,1,Line,ORAN,WHITT,WHI_ORN_1,1,matched,True,0.0,False
4392,35f207e9-627b-4d4e-a5b7-fe7e903ea8c7,Branch,ACLineSegment,79,BBPPWL79_A A 79 138kV,42180,BIGBAY_POI_8,BBP,43130,POWELL_X79T8,PWL,A,BBPPWL79_A,60003233.0,BBPPWL79A,,,79,Line,BIGBAY_POI_8,POWELL_X79T8,BBPPWL79_A,A,matched,True,0.0,False
329259,35faab3b-b8ef-457d-9024-e20065a953d8,Branch,ACLineSegment,1,1020__E _E 1 138kV,3442,MCLECOU_E_8,MCTYE,3555,THOUSE_T__8,THSTP,_E,1020__E,60008990.0,1020_E,,,1,Line,THOUSE_T__8,MCLECOU_E_8,1020__E,_E,matched,True,0.0,False
320867,35ff5dc8-54fa-43b7-ba2d-0d7c0d6e7298,Branch,ACLineSegment,1,6464__A _A 1 138kV,1124,MIDESSAS_8,MDSSW,1329,SPRABERY_8,SBYSW,_A,6464__A,60008624.0,6464_A,,,1,Line,SPRABERY_8,MIDESSAS_8,6464__A,_A,matched,True,0.0,False
4393,3603ad51-465b-4701-9e0f-134058df095f,Branch,ACLineSegment,1,K3_N4_1 1 1 138kV,5110,JT_DEELY,CALAVERS,5255,LAREDO1,K3,1,K3_N4_1,60005577.0,K3_N41,,,1,Line,LAREDO1,JT_DEELY,K3_N4_1,1,matched,True,0.0,False
2350,3603dffb-5280-42b9-8854-1676fb25f470,Branch,ACLineSegment,1,3250__B _B 1 138kV,2928,FAIROK2_8,FROKS,2929,FORSTV2T_8,FVWTP,_B,3250__B,60001172.0,3250_B,,,1,Line,FAIROK2_8,FORSTV2T_8,3250__B,_B,matched,True,0.0,False
4375,360a270a-5358-4c89-b725-e643ee45e827,Branch,ACLineSegment,1,ELB_ELBE_1 1 1 69kV,780,ELBERT,ELBERT,781,ELBERTSW,ELBERTSW,1,ELB_ELBE_1,60004553.0,ELB_ELBE1,,,1,Line,ELBERTSW,ELBERT,ELB_ELBE_1,1,matched,True,0.0,False
1994,36133491-0f09-4873-bdda-6f081b774da6,Branch,ACLineSegment,1,355__A _A 1 345kV,3100,MARTINLK_5,MLSES,3103,SHAMBRGR_5,SHBSW,_A,355__A,60001327.0,355_A,,,1,Line,SHAMBRGR_5,MARTINLK_5,355__A,_A,matched,True,0.0,False
672359,36222682-56bf-4b00-a7bf-054032f99c89,Branch,ACLineSegment,01,PHOWAT01_A A 01 345kV,44880,WATERH_POI_5,WAT,112878,GSTAR_5,PHO,A,PHOWAT01_A,60089187.0,PHOWAT01,,,01,Line,WATERH_POI_5,GSTAR_5,PHOWAT01_A,A,matched,True,0.0,False
551740,36244672-daaa-4201-8e6f-f35868e673d3,Branch,ACLineSegment,1,_B 1 345kV,1931,COURTLND1_5,CRTLD,11886,TIMBERVW_5,TVWSW,_B,6020__B,60001793.0,6020_B,,,1,Line,SHRYAUTO1_5,CENTURY1_5,6020__B,_B,matched,True,0.0,False
613061,36258736-e2f7-4910-9915-a245e9c5416e,Branch,ACLineSegment,1,LONK_SNPT_RC_1 1 1 138kV,6797,LNOK6797,LNOK_RC,6798,SNYPT6798,SNYPT_RC,1,LONK_SNPT_RC_1,60012704.0,LONK_SNPT_RC1,,,1,Line,LNOK6797,SNYPT6798,LONK_SNPT_RC_1,1,matched,True,0.0,False
598028,36273e5f-0bf1-453e-aea6-866c18c5ce6f,Branch,ACLineSegment,1,138_CH1_FSH_1 1 1 138kV,38180,TNFISHHKSW1,FISHHOOK,38195,TNCHOLLA__1,CHOLLA,1,138_CH1_FSH_1,60012605.0,138_CH1_FSH1,,,1,Line,TNCHOLLA__1,TNFISHHKSW1,138_CH1_FSH_1,1,matched,True,0.0,False
763,363766e2-ec98-4e37-8a3e-e89e20840855,Branch,ACLineSegment,1,1055__G _G 1 138kV,2039,MEADPRK1_8,MDWPK,2043,WATAGAN_T8,WTGTP,_G,1055__G,60000052.0,1055_G,,,1,Line,MEADPRK1_8,WATAGAN_T8,1055__G,_G,matched,True,0.0,False
446421,363ab532-9999-4936-9ad3-822051faef8e,Branch,ACLineSegment,1,6523_A _A 1 138kV,1009,YUCCADR_8,YUCSW,1013,WOLFSS_8,WLFSW,_A,6523__A,60010847.0,6523_A,,,1,Line,WOLFSS_8,YUCCADR_8,6523__A,_A,matched,True,0.0,False
646146,36435b1f-1e19-433c-b76d-50ee581c8cfd,Branch,ACLineSegment,1,COLETO_RAPTOR1_1 1 1 345kV,8164,COLETO7A,COLETO,8673,RAPTOR7A,RAPTOR,1,COLETO_RAPTOR1_1,60078144.0,COLETO_RAPTOR1,,,1,Line,COLETO7A,RAPTOR7A,COLETO_RAPTOR1_1,1,matched,True,0.0,False
3924,364d86bc-96e9-4c58-b0b5-df373690c933,Branch,ACLineSegment,67,HV_NB_67_A A 67 138kV,46110,N_BELT__B138,NB,48152,HIDDEN67TP_8,HV,A,HV_NB_67_A,60005437.0,HV_NB_67A,,,67,Line,HIDDEN67TP_8,N_BELT__B138,HV_NB_67_A,A,matched,True,0.0,False
558,3655112d-5993-4478-9dcd-fae7c1966fb7,Branch,ACLineSegment,1,BLUFFS_SACH1_1 1 1 138kV,6470,SACH4A,SACH,60771,SABLUFF4,BLUFFS,1,BLUFFS_SACH1_1,60003388.0,BLUFFS_SACH11,,,1,Line,SACH4A,SABLUFF4,BLUFFS_SACH1_1,1,matched,True,0.0,False
380344,365748f9-1fc0-4ead-94b0-1a12a9954aee,Branch,ACLineSegment,1,BISON_MIDW1 1 1 69kV,6549,MIDW2A,MIDW,60395,BISON2A,BISON,1,BISON_MIDW1_1,60009622.0,BISON_MIDW11,,,1,Line,MIDW2A,BISON2A,BISON_MIDW1_1,1,matched,True,0.0,False
368655,365c68ac-d6dd-4ddd-b49e-019c167d1a99,Branch,ACLineSegment,1,1450_F _F 1 138kV,3299,CUSHING_8,CSHNG,3301,GRESHRD_8,GRDSW,_F,1450__F,60009551.0,1450_F,,,1,Line,CUSHING_8,GRESHRD_8,1450__F,_F,matched,True,0.0,False
863176,365e0b5a-70a6-48ec-b01b-34ae425890e9,Branch,ACLineSegment,1,CORESW_CORENRT_1 1 1 138kV,909,CORE_SW,CORE_SW,911,CORE_NORTH,CORENRTH,1,CORESW_CORENRT_1,60104717.0,CORESW_CORENRT1,,,1,Line,CORE_SW,CORE_NORTH,CORESW_CORENRT_1,1,matched,True,0.0,False
715309,365ec3ea-045c-4cbd-8297-47139275341e,Branch,ACLineSegment,1,NAISMI_RESNIK2_2 2 1 138kV,8580,RESNIK4A,RESNIK,8674,NAISMITH4B,NAISMITH,2,NAISMI_RESNIK2_2,60094852.0,NAISMI_RESNIK2,,,1,Line,RESNIK4A,NAISMITH4B,NAISMI_RESNIK2_2,2,matched,True,0.0,False
1159,3667580f-ee9d-4206-9948-8165d9c8738b,Branch,ACLineSegment,1,WEIL_T_WESTSI1_1 1 1 138kV,8482,WEIL_TRC4A,WEIL_TRC,8485,WESTSIDE4A,WESTSIDE,1,WEIL_T_WESTSI1_1,60007794.0,WEIL_T_WESTSI11,,,1,Line,WEIL_TRC4A,WESTSIDE4A,WEIL_T_WESTSI1_1,1,matched,True,0.0,False
741708,366a5753-f904-4e58-bd52-49da7c17e1bd,Branch,ACLineSegment,1,SHEPLE_VICTOR1_1 1 1 138kV,8719,SHEPLEY4A,SHEPLEY,8172,VICTORIA4A,VICTORIA,1,SHEPLE_VICTOR1_1,60097002.0,SHEPLE_VICTOR1,,,1,Line,VICTORIA4A,SHEPLEY4A,SHEPLE_VICTOR1_1,1,matched,True,0.0,False
1457,366ac0f8-5d81-4c66-8dfe-64ec364e12ea,Branch,ACLineSegment,1,3130__A _A 1 138kV,2494,CCRST_E8,CDCSW,2981,CMPTON1_8,CMPST,_A,3130__A,60001112.0,3130_A,,,1,Line,CCRST_E8,CMPTON1_8,3130__A,_A,matched,True,0.0,False
606358,3671984a-b1f9-4ce8-80ae-56bb8d4a02fd,Branch,ACLineSegment,1,_A 1 345kV,11700,SALTILLO_5,SLTSW,120595,STAM_SLR_5,STAM_SLR,_A,382__A,60012602.0,382_A,,,1,Line,SALTILLO_5,STAM_SLR_5,382__A,_A,matched,True,0.0,False
578623,36871bdc-d5f1-4cc5-a0b9-885b69c0af88,Branch,ACLineSegment,1,MILLWD_WYLIE_1 1 1 138kV,833,WYLIESW,WYLIESW,856,MILLWOOD,MILLWOOD,1,MILLWD_WYLIE_1,60012565.0,MILLWD_WYLIE1,,,1,Line,WYLIESW,MILLWOOD,MILLWD_WYLIE_1,1,matched,True,0.0,False
